"type","id","request_id","ip_addr","full_url","is_secure","method","host","url","raw_id","frame_id","documentURL","responseCode","request_type","load_ms","ttfb_ms","load_start","load_start_float","bytesIn","objectSize","objectSizeUncompressed","expires","cacheControl","contentType","contentEncoding","socket","protocol","dns_start","dns_end","connect_start","connect_end","ssl_start","ssl_end","initiator","initiator_line","initiator_column","initiator_type","priority","initial_priority","server_rtt","bytesOut","score_cache","score_cdn","score_gzip","score_cookies","score_keep-alive","score_minify","score_combine","score_compress","score_etags","dns_ms","connect_ms","ssl_ms","gzip_total","gzip_save","minify_total","minify_save","image_total","image_save","cache_time","cdn_provider","server_count","created","tls_version","tls_resumed","tls_next_proto","tls_cipher_suite","server_port","final_base_page","is_base_page","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","cpu.EvaluateScript","cpu.v8.compile","cpu.FunctionCall","cpuTime","run","cached","renderBlocking","jpeg_scan_count","score_progressive_jpeg","http2_stream_id","http2_stream_dependency","http2_stream_weight","http2_stream_exclusive","initiator_function",
"3","230330_A8_CS","19221.76","127.0.0.1","https://static.xx.fbcdn.net/rsrc.php/v3/y9/r/ie38mp0O07P.js?_nc_x=Ij3Wp8lg5Kz","1","GET","static.xx.fbcdn.net","/rsrc.php/v3/y9/r/ie38mp0O07P.js?_nc_x=Ij3Wp8lg5Kz","19221.76","F38B8BB7C30EFB8DC071664FEA5AFDCD","https://www.facebook.com/plugins/like_box.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fx%2Fconnect%2Fxd_arbiter%2F%3Fversion%3D46%23cb%3Df1d916872b020c5%26domain%3Dpakistan.gov.pk%26is_canvas%3Dfalse%26origin%3Dhttps%253A%252F%252Fpakistan.gov.pk%252Ff1d916872b020c5%26relation%3Dparent.parent&container_width=0&header=false&height=360&href=https%3A%2F%2Fwww.facebook.com%2FGovtofPakistan%3Fskip_nax_wizard%3Dtrue&locale=en_GB&sdk=joey&show_faces=true&stream=true&width=260","200","Script","159","157","21181","21181.037","10694","10694","25101","Mon, 18 Mar 2024 02:13:26 GMT","public,max-age=31536000,immutable","application/x-javascript","gzip","186","HTTP/2","-1","-1","-1","-1","-1","-1","https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/bn7ROnKAvtF.js?_nc_x=Ij3Wp8lg5Kz","169","2520","script","High","High","","1984","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","10694","0","","","","","31536000","Facebook","","21179","","","","","8081","","","21340","21181","21338","21338","21340","2","21181","21340","159","107","108","","","","","1","0","non_blocking","","","45","43","220","1","I",
"3","230330_A8_CS","19245.159","127.0.0.1","https://syndication.twitter.com/i/jot?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1680178322500%2C%22event_namespace%22%3A%7B%22action%22%3A%22seen%22%2C%22client%22%3A%22tfw%22%2C%22component%22%3A%22privacy-notice%22%2C%22page%22%3A%22timeline-profile%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%22aaf4084522e3a%3A1674595607486%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-0%22%2C%22widget_origin%22%3A%22https%3A%2F%2Fpakistan.gov.pk%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%228aec920%3A1678208228078%22%2C%22widget_data_source%22%3A%22screen-name%3AGovtofPakistan%22%7D&session_id=cf71783efb721b1fd2bff5b14cacdea3e3275d8e","1","GET","syndication.twitter.com","/i/jot?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1680178322500%2C%22event_namespace%22%3A%7B%22action%22%3A%22seen%22%2C%22client%22%3A%22tfw%22%2C%22component%22%3A%22privacy-notice%22%2C%22page%22%3A%22timeline-profile%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%22aaf4084522e3a%3A1674595607486%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-0%22%2C%22widget_origin%22%3A%22https%3A%2F%2Fpakistan.gov.pk%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%228aec920%3A1678208228078%22%2C%22widget_data_source%22%3A%22screen-name%3AGovtofPakistan%22%7D&session_id=cf71783efb721b1fd2bff5b14cacdea3e3275d8e","19245.159","71997F0398895335F366F3A1A75B97FE","https://syndication.twitter.com/srv/timeline-profile/screen-name/GovtofPakistan?dnt=false&embedId=twitter-widget-0&features=eyJ0ZndfdGltZWxpbmVfbGlzdCI6eyJidWNrZXQiOltdLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2ZvbGxvd2VyX2NvdW50X3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9iYWNrZW5kIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19yZWZzcmNfc2Vzc2lvbiI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfbWl4ZWRfbWVkaWFfMTU4OTciOnsiYnVja2V0IjoidHJlYXRtZW50IiwidmVyc2lvbiI6bnVsbH0sInRmd19leHBlcmltZW50c19jb29raWVfZXhwaXJhdGlvbiI6eyJidWNrZXQiOjEyMDk2MDAsInZlcnNpb24iOm51bGx9LCJ0ZndfZHVwbGljYXRlX3NjcmliZXNfdG9fc2V0dGluZ3MiOnsiYnVja2V0Ijoib24iLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3ZpZGVvX2hsc19keW5hbWljX21hbmlmZXN0c18xNTA4MiI6eyJidWNrZXQiOiJ0cnVlX2JpdHJhdGUiLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2xlZ2FjeV90aW1lbGluZV9zdW5zZXQiOnsiYnVja2V0Ijp0cnVlLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3R3ZWV0X2VkaXRfZnJvbnRlbmQiOnsiYnVja2V0Ijoib24iLCJ2ZXJzaW9uIjpudWxsfX0%3D&frame=false&hideBorder=false&hideFooter=false&hideHeader=false&hideScrollBar=false&lang=en&maxHeight=600px&origin=https%3A%2F%2Fpakistan.gov.pk%2F&sessionId=cf71783efb721b1fd2bff5b14cacdea3e3275d8e&showHeader=true&showReplies=false&transparent=false&widgetsVersion=aaf4084522e3a%3A1674595607486","200","Image","278","277","21186","21186.005","43","43","43","","must-revalidate, max-age=600","image/gif","","205","HTTP/2","-1","-1","-1","-1","-1","-1","","","","other","Low","Low","","8314","0","0","-1","-1","100","-1","-1","100","-1","-1","-1","-1","","","","","43","0","600","","","21185","","","","","8081","","","21464","21186","21463","21463","21464","1","21186","21464","278","108","109","","","","","1","0","","","","9","7","147","1","",
"3","230330_A8_CS","19221.80","127.0.0.1","https://scontent.xx.fbcdn.net/hads-ak-prn2/1487645_6012475414660_1439393861_n.png","1","GET","scontent.xx.fbcdn.net","/hads-ak-prn2/1487645_6012475414660_1439393861_n.png","19221.80","F38B8BB7C30EFB8DC071664FEA5AFDCD","https://www.facebook.com/plugins/like_box.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fx%2Fconnect%2Fxd_arbiter%2F%3Fversion%3D46%23cb%3Df1d916872b020c5%26domain%3Dpakistan.gov.pk%26is_canvas%3Dfalse%26origin%3Dhttps%253A%252F%252Fpakistan.gov.pk%252Ff1d916872b020c5%26relation%3Dparent.parent&container_width=0&header=false&height=360&href=https%3A%2F%2Fwww.facebook.com%2FGovtofPakistan%3Fskip_nax_wizard%3Dtrue&locale=en_GB&sdk=joey&show_faces=true&stream=true&width=260","200","Image","780","773","21454","21454.476","79","79","79","Thu, 30 Mar 2023 15:29:55 GMT","","image/png","","138","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.facebook.com/plugins/like_box.php?app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fx%2Fconnect%2Fxd_arbiter%2F%3Fversion%3D46%23cb%3Df1d916872b020c5%26domain%3Dpakistan.gov.pk%26is_canvas%3Dfalse%26origin%3Dhttps%253A%252F%252Fpakistan.gov.pk%252Ff1d916872b020c5%26relation%3Dparent.parent&container_width=0&header=false&height=360&href=https%3A%2F%2Fwww.facebook.com%2FGovtofPakistan%3Fskip_nax_wizard%3Dtrue&locale=en_GB&sdk=joey&show_faces=true&stream=true&width=260","0","","parser","Low","Low","","2077","0","100","-1","-1","100","-1","-1","100","-1","-1","-1","-1","","","","","79","0","0","Facebook","","21451","","","","","","","","22234","21454","22227","22227","22234","7","21454","22234","780","109","110","","","","","1","0","","","","11","","","","",
"3","230330_8E_CT","B2B52F9DBF8AA7C02E7A67ECFD02C5C4","127.0.0.1","https://pakistan.gov.pk/index.html","1","GET","pakistan.gov.pk","/index.html","B2B52F9DBF8AA7C02E7A67ECFD02C5C4","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Document","1626","1591","88","88.482","55213","55213","55213","","","text/html","","23","http/1.1","-1","-1","55","60","61","75","","","","script","Highest","Highest","","2119","-1","-1","21","-1","100","-1","-1","-1","-1","-1","5","14","55213","43404","","","","","","","","85","TLS 1.3","False","http/1.1","4865","8081","1","1","1714","88","1679","1679","1714","35","55","1714","1645","0","1","107","6","4","118","1","0","","","","","","","","",
"3","230330_8E_CT","19949.4","127.0.0.1","https://pakistan.gov.pk/css/style.css","1","GET","pakistan.gov.pk","/css/style.css","19949.4","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Stylesheet","367","359","1884","1883.686","15063","15063","15063","","","text/css","","23","http/1.1","-1","-1","-1","-1","-1","-1","https://pakistan.gov.pk/index.html","76","","parser","Highest","Highest","","1813","0","0","16","-1","100","-1","-1","-1","-1","-1","-1","-1","15063","12533","","","","","0","","","1874","","","","","8081","","","2251","1884","2243","2243","2251","8","1884","2251","367","1","2","","","","","1","0","blocking","","","","","","","",
"3","230330_8E_CT","19949.5","127.0.0.1","https://pakistan.gov.pk/css/tabs.css","1","GET","pakistan.gov.pk","/css/tabs.css","19949.5","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Stylesheet","315","305","1891","1890.9","1254","1254","1254","","","text/css","","25","http/1.1","-1","-1","59","65","65","79","https://pakistan.gov.pk/index.html","77","","parser","Highest","Highest","","1810","0","0","-1","-1","100","-1","-1","-1","-1","-1","6","14","","","","","","","0","","","1881","TLS 1.3","False","http/1.1","4865","8081","","","2206","1891","2196","2196","2206","10","59","2206","335","2","3","","","","","1","0","blocking","","","","","","","",
"3","230330_8E_CT","19949.6","127.0.0.1","https://pakistan.gov.pk/scripts/jquery-1.4.min.js","1","GET","pakistan.gov.pk","/scripts/jquery-1.4.min.js","19949.6","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Script","1623","1615","1944","1943.766","69838","69838","69838","","","application/x-javascript","","43","http/1.1","1837","1837","1898","1901","1902","1911","https://pakistan.gov.pk/index.html","103","","parser","High","High","","1807","0","0","33","-1","100","-1","-1","-1","-1","0","3","9","69838","46138","","","","","0","","","1888","TLS 1.3","True","http/1.1","4865","8081","","","3567","1944","3559","3559","3567","8","1898","3567","1635","3","4","60","25","21","107","1","0","blocking","","","","","","","",
"3","230330_8E_CT","19949.7","127.0.0.1","https://pakistan.gov.pk/scripts/custom.js","1","GET","pakistan.gov.pk","/scripts/custom.js","19949.7","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Script","613","608","1945","1945.083","178","178","178","","","application/x-javascript","","49","http/1.1","-1","-1","1915","1916","1917","1925","https://pakistan.gov.pk/index.html","104","","parser","High","High","","1783","0","0","-1","-1","100","-1","-1","-1","-1","-1","1","8","","","","","","","0","","","1906","TLS 1.3","True","http/1.1","4865","8081","","","2558","1945","2553","2553","2558","5","1915","2558","622","4","5","1","0","","1","1","0","blocking","","","","","","","",
"3","230330_8E_CT","19949.8","127.0.0.1","https://pakistan.gov.pk/scripts/jquery.imagerotator.1.0.min.js","1","GET","pakistan.gov.pk","/scripts/jquery.imagerotator.1.0.min.js","19949.8","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Script","1097","1092","1948","1947.914","1150","1150","1150","","","application/x-javascript","","59","http/1.1","-1","-1","1933","1934","1934","1941","https://pakistan.gov.pk/index.html","105","","parser","High","High","","1846","0","0","-1","-1","100","-1","-1","-1","-1","-1","1","7","","","","","","","0","","","1920","TLS 1.3","True","http/1.1","4865","8081","","","3045","1948","3040","3040","3045","5","1933","3045","1105","5","6","1","1","","2","1","0","blocking","","","","","","","",
"3","230330_8E_CT","19949.9","127.0.0.1","https://pakistan.gov.pk/scripts/tabs.js","1","GET","pakistan.gov.pk","/scripts/tabs.js","19949.9","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Script","1563","1563","1949","1948.7","0","0","","","","application/x-javascript","","65","http/1.1","-1","-1","1938","1941","1942","1947","https://pakistan.gov.pk/index.html","106","","parser","High","High","","1777","-1","-1","-1","-1","100","-1","-1","-1","-1","-1","3","5","","","","","","","","","","1927","TLS 1.3","True","http/1.1","4865","8081","","","3512","1949","3512","3512","3512","0","1938","3512","1571","6","7","0","0","","1","1","0","blocking","","","","","","","",
"3","230330_8E_CT","19949.10","127.0.0.1","https://pakistan.gov.pk/scripts/boxOver.js","1","GET","pakistan.gov.pk","/scripts/boxOver.js","19949.10","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Script","1726","1714","2214","2214.102","11231","11231","11231","","","application/x-javascript","","25","http/1.1","-1","-1","-1","-1","-1","-1","https://pakistan.gov.pk/index.html","107","","parser","High","High","","1786","0","0","30","-1","100","-1","-1","-1","-1","-1","-1","-1","11231","7775","","","","","0","","","1929","","","","","8081","","","3940","2214","3928","3928","3940","12","2214","3940","1726","7","8","7","6","3","16","1","0","blocking","","","","","","","",
"3","230330_8E_CT","19949.11","127.0.0.1","https://pakistan.gov.pk/js/jssor.slider-25.2.1.min.js","1","GET","pakistan.gov.pk","/js/jssor.slider-25.2.1.min.js","19949.11","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Script","2051","2016","2256","2255.504","49153","49153","49153","","","application/x-javascript","","23","http/1.1","-1","-1","-1","-1","-1","-1","https://pakistan.gov.pk/index.html","121","","parser","High","High","","1819","0","0","40","-1","100","-1","-1","-1","-1","-1","-1","-1","49153","29192","","","","","0","","","1936","","","","","8081","","","4307","2256","4272","4272","4307","35","2256","4307","2051","8","9","26","18","310","354","1","0","blocking","","","","","","","",
"3","230330_8E_CT","19949.32","127.0.0.1","https://pakistan.gov.pk/images/sprite2.png","1","GET","pakistan.gov.pk","/images/sprite2.png","19949.32","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Image","338","335","4382","4381.707","4365","4365","4365","","","image/png","","23","http/1.1","-1","-1","-1","-1","-1","-1","https://pakistan.gov.pk/css/tabs.css","","","parser","High","Low","","2149","0","0","-1","-1","100","-1","-1","100","-1","-1","-1","-1","","","","","4365","0","0","","","4379","","","","","8081","","","4720","4382","4717","4717","4720","3","4382","4720","338","9","10","","","","","1","0","","","","","","","","",
"3","230330_8E_CT","19949.20","127.0.0.1","https://pakistan.gov.pk/img/double-tail-spin.svg","1","GET","pakistan.gov.pk","/img/double-tail-spin.svg","19949.20","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","404","Image","324","322","4465","4464.959","1635","1635","1635","","","text/html","","25","http/1.1","-1","-1","-1","-1","-1","-1","https://pakistan.gov.pk/index.html","457","","parser","High","Low","","2161","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","","","","","","","","","","4435","","","","","8081","","","4789","4465","4787","4787","4789","2","4465","4789","324","10","11","","","","","1","0","","","","","","","","",
"3","230330_8E_CT","19949.21","127.0.0.1","https://pakistan.gov.pk/img/Untitledasdasda.jpg","1","GET","pakistan.gov.pk","/img/Untitledasdasda.jpg","19949.21","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Image","1259","1251","4484","4484.243","96489","96489","96489","","","image/jpeg","","43","http/1.1","-1","-1","-1","-1","-1","-1","https://pakistan.gov.pk/index.html","457","","parser","High","Low","","2158","0","0","-1","-1","100","-1","-1","28","-1","-1","-1","-1","","","","","96489","68653","0","","","4442","","","","","8081","","","5743","4484","5735","5735","5743","8","4484","5743","1259","11","12","","","","","1","0","","7","100","","","","","",
"3","230330_8E_CT","19949.22","127.0.0.1","https://pakistan.gov.pk/img/gop-banner.jpg","1","GET","pakistan.gov.pk","/img/gop-banner.jpg","19949.22","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Image","1900","1844","4488","4487.531","167480","167480","167480","","","image/jpeg","","65","http/1.1","-1","-1","-1","-1","-1","-1","https://pakistan.gov.pk/index.html","457","","parser","High","Low","","2143","0","0","-1","-1","100","-1","-1","37","-1","-1","-1","-1","","","","","167480","104427","0","","","4447","","","","","8081","","","6388","4488","6332","6332","6388","56","4488","6388","1900","12","13","","","","","1","0","","7","100","","","","","",
"3","230330_8E_CT","19949.23","127.0.0.1","https://pakistan.gov.pk/img/pak-gov-defence.jpg","1","GET","pakistan.gov.pk","/img/pak-gov-defence.jpg","19949.23","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Image","2545","2512","4489","4488.966","205239","205239","205239","","","image/jpeg","","59","http/1.1","-1","-1","-1","-1","-1","-1","https://pakistan.gov.pk/index.html","457","","parser","High","Low","","2158","0","0","-1","-1","100","-1","-1","30","-1","-1","-1","-1","","","","","205239","143178","0","","","4452","","","","","8081","","","7034","4489","7001","7001","7034","33","4489","7034","2545","13","14","","","","","1","0","","1","0","","","","","",
"3","230330_8E_CT","19949.24","127.0.0.1","https://pakistan.gov.pk/img/1.jpg","1","GET","pakistan.gov.pk","/img/1.jpg","19949.24","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Image","2372","2363","4490","4490.358","62677","62677","62677","","","image/jpeg","","49","http/1.1","-1","-1","-1","-1","-1","-1","https://pakistan.gov.pk/index.html","457","","parser","High","Low","","2116","0","0","-1","-1","100","-1","-1","84","-1","-1","-1","-1","","","","","62677","9461","0","","","4460","","","","","8081","","","6862","4490","6853","6853","6862","9","4490","6862","2372","14","15","","","","","1","0","","1","0","","","","","",
"3","230330_8E_CT","19949.67","127.0.0.1","https://connect.facebook.net/en_GB/all.js","1","GET","connect.facebook.net","/en_GB/all.js","19949.67","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Script","218","178","4690","4690.035","1686","1686","3093","Thu, 30 Mar 2023 15:46:42 GMT","public,max-age=1200,stale-while-revalidate=3600","application/x-javascript","gzip","138","HTTP/2","4598","4599","4661","4664","4665","4675","https://pakistan.gov.pk/index.html","901","53","script","Low","Low","","1774","0","100","100","-1","100","-1","-1","-1","-1","1","3","10","1686","0","","","","","1200","Facebook","","4657","TLS 1.3","False","h2","4865","8081","","","4908","4690","4868","4868","4908","40","4598","4908","232","15","16","5","1","","7","1","0","non_blocking","","","1","0","147","1","",
"3","230330_8E_CT","19949.68","127.0.0.1","https://platform.twitter.com/widgets.js","1","GET","platform.twitter.com","/widgets.js","19949.68","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Script","220","150","4707","4706.522","27630","27630","93239","","public, max-age=1800","application/javascript","gzip","144","http/1.1","4612","4612","4680","4684","4684","4698","https://pakistan.gov.pk/index.html","925","287","script","Low","Low","","1660","0","100","100","-1","100","-1","-1","-1","-1","0","4","14","27630","0","","","","","695","Fastly","","4669","TLS 1.3","False","http/1.1","4865","8081","","","4927","4707","4857","4857","4927","70","4680","4927","238","16","17","117","51","106","274","1","0","non_blocking","","","","","","","",
"3","230330_8E_CT","2EAF83871A7B38DF6F4C4796837D4C98","127.0.0.1","https://www.facebook.com/plugins/like_box.php?app_id=&channel=http%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2FXBwzv5Yrm_1.js%3Fversion%3D42%23cb%3Df17e9f90a46dddc%26domain%3D202.83.164.138%26origin%3Dhttp%253A%252F%252F202.83.164.138%252Ff98bc654b66968%26relation%3Dparent.parent&container_width=0&header=false&height=490&href=https%3A%2F%2Fwww.facebook.com%2Fmoibnh%3Fskip_nax_wizard%3Dtrue&locale=en_GB&sdk=joey&show_faces=true&stream=true&width=260","1","GET","www.facebook.com","/plugins/like_box.php?app_id=&channel=http%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2FXBwzv5Yrm_1.js%3Fversion%3D42%23cb%3Df17e9f90a46dddc%26domain%3D202.83.164.138%26origin%3Dhttp%253A%252F%252F202.83.164.138%252Ff98bc654b66968%26relation%3Dparent.parent&container_width=0&header=false&height=490&href=https%3A%2F%2Fwww.facebook.com%2Fmoibnh%3Fskip_nax_wizard%3Dtrue&locale=en_GB&sdk=joey&show_faces=true&stream=true&width=260","2EAF83871A7B38DF6F4C4796837D4C98","B279F220D4BC3DFEBE8D44C56D1DE7D1","https://www.facebook.com/plugins/like_box.php?app_id=&channel=http%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2FXBwzv5Yrm_1.js%3Fversion%3D42%23cb%3Df17e9f90a46dddc%26domain%3D202.83.164.138%26origin%3Dhttp%253A%252F%252F202.83.164.138%252Ff98bc654b66968%26relation%3Dparent.parent&container_width=0&header=false&height=490&href=https%3A%2F%2Fwww.facebook.com%2Fmoibnh%3Fskip_nax_wizard%3Dtrue&locale=en_GB&sdk=joey&show_faces=true&stream=true&width=260","200","Document","243","236","4719","4719.042","9111","9111","22689","Sat, 01 Jan 2000 00:00:00 GMT","private, no-cache, no-store, must-revalidate","text/html","gzip","138","HTTP/2","-1","-1","-1","-1","-1","-1","https://pakistan.gov.pk/index.html","0","","parser","Highest","Highest","","3547","-1","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","10596","0","","","","","","Facebook","","4715","","","","","","","","4962","4719","4955","4955","4962","7","4719","4962","243","17","18","","","","","1","0","","","","3","","","","",
"3","230330_8E_CT","19949.25","127.0.0.1","https://pakistan.gov.pk/img/2.jpg","1","GET","pakistan.gov.pk","/img/2.jpg","19949.25","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Image","2715","2683","4721","4721.316","122625","122625","122625","","","image/jpeg","","23","http/1.1","-1","-1","-1","-1","-1","-1","https://pakistan.gov.pk/index.html","457","","parser","High","Low","","2116","0","0","-1","-1","100","-1","-1","75","-1","-1","-1","-1","","","","","122625","29979","0","","","4469","","","","","8081","","","7436","4721","7404","7404","7436","32","4721","7436","2715","18","19","","","","","1","0","","1","0","","","","","",
"3","230330_8E_CT","E5E801CAF2C71553C176FDA6A64FBB41","127.0.0.1","https://staticxx.facebook.com/connect/xd_arbiter/r/XBwzv5Yrm_1.js?version=42","1","GET","staticxx.facebook.com","/connect/xd_arbiter/r/XBwzv5Yrm_1.js?version=42","E5E801CAF2C71553C176FDA6A64FBB41","1403A6EAB2C6D9609E70B5973F33811A","https://staticxx.facebook.com/connect/xd_arbiter/r/XBwzv5Yrm_1.js?version=42","404","Document","190","187","4726","4725.967","9","9","9","Sat, 01 Jan 2000 00:00:00 GMT","private, no-cache, no-store, must-revalidate","text/html","","138","HTTP/2","-1","-1","-1","-1","-1","-1","https://pakistan.gov.pk/index.html","0","","parser","Highest","Highest","","2374","-1","100","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","","","","","","","","Facebook","","4724","","","","","","","","4916","4726","4913","4913","4916","3","4726","4916","190","19","20","","","","","1","0","","","","5","","","","",
"3","230330_8E_CT","8E14F3E1904DF4A8DD13666891ADC58A","127.0.0.1","http://staticxx.facebook.com/connect/xd_arbiter/r/XBwzv5Yrm_1.js?version=42","0","GET","staticxx.facebook.com","/connect/xd_arbiter/r/XBwzv5Yrm_1.js?version=42","8E14F3E1904DF4A8DD13666891ADC58A","02D4A74C00CAB1B2D788C7721695D3C1","http://staticxx.facebook.com/connect/xd_arbiter/r/XBwzv5Yrm_1.js?version=42","301","","134","134","4740","4740.367","0","0","","","","text/plain","","177","http/1.1","4686","4686","4739","4740","-1","-1","https://pakistan.gov.pk/index.html","0","","parser","Highest","Highest","","1666","-1","100","-1","-1","-1","-1","-1","-1","-1","0","1","-1","","","","","","","","Facebook","","4738","","","","","8080","","","4874","4740","4874","4874","4874","0","4739","4874","135","20","21","","","","","1","0","","","","","","","","",
"3","230330_8E_CT","19949.30","127.0.0.1","https://pakistan.gov.pk/images/bgnav_02.png","1","GET","pakistan.gov.pk","/images/bgnav_02.png","19949.30","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Image","1561","1555","4791","4790.845","1104","1104","1104","","","image/png","","25","http/1.1","-1","-1","-1","-1","-1","-1","https://pakistan.gov.pk/css/style.css","","","parser","High","Low","","2155","0","0","-1","-1","100","-1","-1","100","-1","-1","-1","-1","","","","","1104","0","0","","","4477","","","","","8081","","","6352","4791","6346","6346","6352","6","4791","6352","1561","21","22","","","","","1","0","non_blocking","","","","","","","",
"3","230330_8E_CT","8E14F3E1904DF4A8DD13666891ADC58A-1","127.0.0.1","https://staticxx.facebook.com/connect/xd_arbiter/r/XBwzv5Yrm_1.js?version=42","1","GET","staticxx.facebook.com","/connect/xd_arbiter/r/XBwzv5Yrm_1.js?version=42","8E14F3E1904DF4A8DD13666891ADC58A","02D4A74C00CAB1B2D788C7721695D3C1","https://staticxx.facebook.com/connect/xd_arbiter/r/XBwzv5Yrm_1.js?version=42","404","Document","189","175","4924","4923.665","9","9","9","Sat, 01 Jan 2000 00:00:00 GMT","private, no-cache, no-store, must-revalidate","text/html","","138","HTTP/2","-1","-1","-1","-1","-1","-1","https://pakistan.gov.pk/index.html","0","","parser","Highest","Highest","","2263","-1","100","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","","","","","","","","Facebook","","4901","","","","","8081","","","5113","4924","5099","5099","5113","14","4924","5113","189","22","23","","","","","1","0","","","","7","3","256","1","",
"3","230330_8E_CT","19949.70","127.0.0.1","https://connect.facebook.net/en_GB/all.js?hash=84448d4d47dbea0a512c815ab094a2a1","1","GET","connect.facebook.net","/en_GB/all.js?hash=84448d4d47dbea0a512c815ab094a2a1","19949.70","CEB10C336385D2EF57941B6572987F2C","https://pakistan.gov.pk/index.html","200","Script","360","294","4959","4959.34","86949","86949","309809","Fri, 29 Mar 2024 14:37:33 GMT","public,max-age=31536000,stale-while-revalidate=3600,immutable","application/x-javascript","gzip","189","HTTP/2","-1","-1","4938","4940","4940","4954","https://connect.facebook.net/en_GB/all.js","21","1011","script","Low","Low","","1984","100","100","100","-1","100","-1","-1","-1","-1","-1","2","14","86949","0","","","","","31536000","Facebook","","4937","TLS 1.3","False","h2","4865","8081","","","5319","4959","5253","5253","5319","66","4938","5319","376","23","24","135","97","148","380","1","0","non_blocking","","","1","0","147","1","_",
