"type","id","request_id","ip_addr","full_url","is_secure","method","host","url","raw_id","frame_id","documentURL","responseCode","request_type","load_ms","ttfb_ms","load_start","load_start_float","bytesIn","objectSize","objectSizeUncompressed","expires","cacheControl","contentType","contentEncoding","socket","protocol","dns_start","dns_end","connect_start","connect_end","ssl_start","ssl_end","initiator","initiator_line","initiator_column","initiator_type","priority","initial_priority","server_rtt","bytesOut","score_cache","score_cdn","score_gzip","score_cookies","score_keep-alive","score_minify","score_combine","score_compress","score_etags","dns_ms","connect_ms","ssl_ms","gzip_total","gzip_save","minify_total","minify_save","image_total","image_save","cache_time","cdn_provider","server_count","created","server_port","final_base_page","is_base_page","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","cpu.EvaluateScript","cpu.v8.compile","cpuTime","run","cached","renderBlocking","cpu.FunctionCall","http2_stream_id","http2_stream_dependency","http2_stream_weight","http2_stream_exclusive","tls_version","tls_resumed","tls_next_proto","tls_cipher_suite","jpeg_scan_count","score_progressive_jpeg","initiator_function",
"3","230330_87_9H","31898.170","127.0.0.1","https://video.fbah3-1.fna.fbcdn.net/v/t39.25447-2/338020207_207510931897424_5077324860406000843_n.mp4?_nc_cat=108&ccb=1-7&_nc_sid=5aebc0&efg=eyJ2ZW5jb2RlX3RhZyI6ImRhc2hfcjJfdnA5X2dlbjFhdmNfcTYwX2ZyYWdfMl92aWRlbyJ9&_nc_ohc=K3zK9g43cs0AX8OE5Sm&_nc_ht=video.fbah3-1.fna&oh=00_AfDalzM-5tFvC7lqsurhqQdhCtJUacH4OovGAsAfZCl2NQ&oe=642A03B9&bytestart=474293&byteend=1004142","1","GET","video.fbah3-1.fna.fbcdn.net","/v/t39.25447-2/338020207_207510931897424_5077324860406000843_n.mp4?_nc_cat=108&ccb=1-7&_nc_sid=5aebc0&efg=eyJ2ZW5jb2RlX3RhZyI6ImRhc2hfcjJfdnA5X2dlbjFhdmNfcTYwX2ZyYWdfMl92aWRlbyJ9&_nc_ohc=K3zK9g43cs0AX8OE5Sm&_nc_ht=video.fbah3-1.fna&oh=00_AfDalzM-5tFvC7lqsurhqQdhCtJUacH4OovGAsAfZCl2NQ&oe=642A03B9&bytestart=474293&byteend=1004142","31898.170","44A2224D5F5576DB5C1C7CEE878601E2","https://www.facebook.com/plugins/page.php?href=https%3A%2F%2Fwww.facebook.com%2FMoIB.Official%2F&tabs=timeline&width=340&height=500&small_header=false&adapt_container_width=true&hide_cover=false&show_facepile=true&appId","200","Fetch","1117","1079","22184","22184.411","529850","529850","529850","","max-age=1209600, no-transform","video/mp4","","772","HTTP/2","-1","-1","-1","-1","-1","-1","https://static.xx.fbcdn.net/rsrc.php/v3/ym/r/X8K3hliZWbP.js?_nc_x=Ij3Wp8lg5Kz","59","97","script","High","High","","2842","100","100","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","Facebook","","22183","8081","","","23301","22184","23263","23263","23301","38","22184","23301","1117","194","195","","","","1","0","","","75","73","220","1","","","","","","","b",
"3","230330_87_9H","31898.171","127.0.0.1","https://video.fbah3-1.fna.fbcdn.net/v/t39.25447-2/336433655_224372020252613_5885772521806167549_n.mp4?_nc_cat=107&ccb=1-7&_nc_sid=5aebc0&efg=eyJ2ZW5jb2RlX3RhZyI6ImRhc2hfcjJfdnA5X2dlbjFhdmNfcTcwX2ZyYWdfMl92aWRlbyJ9&_nc_ohc=ghsOjUTh6X8AX8DLecp&_nc_oc=AQnrTV_cFcVQfEVYfAjQQa1I-1P-J-d5avDlXRb9K2yr2_vepH2_qW-FzSdIqs2eAU4&_nc_ht=video.fbah3-1.fna&oh=00_AfAUKRXbd1-PO2OoR0s6KlfuNER4nlKRMWtaiIKIfcYHYg&oe=642A5EC9&bytestart=0&byteend=791","1","GET","video.fbah3-1.fna.fbcdn.net","/v/t39.25447-2/336433655_224372020252613_5885772521806167549_n.mp4?_nc_cat=107&ccb=1-7&_nc_sid=5aebc0&efg=eyJ2ZW5jb2RlX3RhZyI6ImRhc2hfcjJfdnA5X2dlbjFhdmNfcTcwX2ZyYWdfMl92aWRlbyJ9&_nc_ohc=ghsOjUTh6X8AX8DLecp&_nc_oc=AQnrTV_cFcVQfEVYfAjQQa1I-1P-J-d5avDlXRb9K2yr2_vepH2_qW-FzSdIqs2eAU4&_nc_ht=video.fbah3-1.fna&oh=00_AfAUKRXbd1-PO2OoR0s6KlfuNER4nlKRMWtaiIKIfcYHYg&oe=642A5EC9&bytestart=0&byteend=791","31898.171","44A2224D5F5576DB5C1C7CEE878601E2","https://www.facebook.com/plugins/page.php?href=https%3A%2F%2Fwww.facebook.com%2FMoIB.Official%2F&tabs=timeline&width=340&height=500&small_header=false&adapt_container_width=true&hide_cover=false&show_facepile=true&appId","200","Fetch","91","90","22204","22204.052","792","792","792","","max-age=1209600, no-transform","video/mp4","","772","HTTP/2","-1","-1","-1","-1","-1","-1","https://static.xx.fbcdn.net/rsrc.php/v3/ym/r/X8K3hliZWbP.js?_nc_x=Ij3Wp8lg5Kz","59","97","script","High","High","","3040","100","100","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","Facebook","","22200","8081","","","22295","22204","22294","22294","22295","1","22204","22295","91","195","196","","","","1","0","","","77","75","220","1","","","","","","","b",
"3","230330_87_9H","31898.172","127.0.0.1","https://video.fbah3-1.fna.fbcdn.net/v/t39.25447-2/338143411_142606391840088_3457391878321396246_n.mp4?_nc_cat=107&ccb=1-7&_nc_sid=5aebc0&efg=eyJ2ZW5jb2RlX3RhZyI6ImRhc2hfcjJfdnA5X2dlbjFhdmNfcTYwX2ZyYWdfMl92aWRlbyJ9&_nc_ohc=YcetiHy486oAX-9OBl_&_nc_ht=video.fbah3-1.fna&oh=00_AfD9W4f1z_xrm8ihIgETPYQzSEY9n15EIE6deKmxqbEiwA&oe=642AE633&bytestart=0&byteend=791","1","GET","video.fbah3-1.fna.fbcdn.net","/v/t39.25447-2/338143411_142606391840088_3457391878321396246_n.mp4?_nc_cat=107&ccb=1-7&_nc_sid=5aebc0&efg=eyJ2ZW5jb2RlX3RhZyI6ImRhc2hfcjJfdnA5X2dlbjFhdmNfcTYwX2ZyYWdfMl92aWRlbyJ9&_nc_ohc=YcetiHy486oAX-9OBl_&_nc_ht=video.fbah3-1.fna&oh=00_AfD9W4f1z_xrm8ihIgETPYQzSEY9n15EIE6deKmxqbEiwA&oe=642AE633&bytestart=0&byteend=791","31898.172","44A2224D5F5576DB5C1C7CEE878601E2","https://www.facebook.com/plugins/page.php?href=https%3A%2F%2Fwww.facebook.com%2FMoIB.Official%2F&tabs=timeline&width=340&height=500&small_header=false&adapt_container_width=true&hide_cover=false&show_facepile=true&appId","200","Fetch","69","60","22241","22241.08","792","792","792","","max-age=1209600, no-transform","video/mp4","","772","HTTP/2","-1","-1","-1","-1","-1","-1","https://static.xx.fbcdn.net/rsrc.php/v3/ym/r/X8K3hliZWbP.js?_nc_x=Ij3Wp8lg5Kz","59","97","script","High","High","","2815","100","100","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","Facebook","","22240","8081","","","22310","22241","22301","22301","22310","9","22241","22310","69","196","197","","","","1","0","","","79","77","220","1","","","","","","","b",
"3","230330_87_9H","31898.173","127.0.0.1","https://video.fbah3-1.fna.fbcdn.net/v/t39.25447-2/338384736_1259263271674994_6181579595034803389_n.mp4?_nc_cat=107&ccb=1-7&_nc_sid=5aebc0&efg=eyJ2ZW5jb2RlX3RhZyI6ImRhc2hfYXVkaW9fYWFjcF80OF9mbm9ybTE0X2ZyYWdfMl9hdWRpbyJ9&_nc_ohc=qzgEmqUvaUUAX8QVR2v&_nc_ht=video.fbah3-1.fna&oh=00_AfD2Vk93S-afyd1zSvY2kby525fcaAorz76sPQuP7noPaw&oe=642B1AFD&bytestart=15555&byteend=40279","1","GET","video.fbah3-1.fna.fbcdn.net","/v/t39.25447-2/338384736_1259263271674994_6181579595034803389_n.mp4?_nc_cat=107&ccb=1-7&_nc_sid=5aebc0&efg=eyJ2ZW5jb2RlX3RhZyI6ImRhc2hfYXVkaW9fYWFjcF80OF9mbm9ybTE0X2ZyYWdfMl9hdWRpbyJ9&_nc_ohc=qzgEmqUvaUUAX8QVR2v&_nc_ht=video.fbah3-1.fna&oh=00_AfD2Vk93S-afyd1zSvY2kby525fcaAorz76sPQuP7noPaw&oe=642B1AFD&bytestart=15555&byteend=40279","31898.173","44A2224D5F5576DB5C1C7CEE878601E2","https://www.facebook.com/plugins/page.php?href=https%3A%2F%2Fwww.facebook.com%2FMoIB.Official%2F&tabs=timeline&width=340&height=500&small_header=false&adapt_container_width=true&hide_cover=false&show_facepile=true&appId","200","Fetch","711","678","22321","22320.576","24725","24725","24725","","max-age=1209600, no-transform","video/mp4","","772","HTTP/2","-1","-1","-1","-1","-1","-1","https://static.xx.fbcdn.net/rsrc.php/v3/ym/r/X8K3hliZWbP.js?_nc_x=Ij3Wp8lg5Kz","59","97","script","High","High","","2848","100","100","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","Facebook","","22311","8081","","","23032","22321","22999","22999","23032","33","22321","23032","711","197","198","","","","1","0","","","81","75","220","1","","","","","","","b",
"3","230330_87_9H","31898.174","127.0.0.1","https://video.fbah3-1.fna.fbcdn.net/v/t39.25447-2/338237246_758176105705277_2560520216791456253_n.mp4?_nc_cat=104&ccb=1-7&_nc_sid=5aebc0&efg=eyJ2ZW5jb2RlX3RhZyI6ImRhc2hfYXVkaW9fYWFjcF80OF9mbm9ybTE0X2ZyYWdfMl9hdWRpbyJ9&_nc_ohc=MiIBOBCzPfMAX-jOERe&_nc_ht=video.fbah3-1.fna&oh=00_AfA-UtOhmqvNaIBta-ZHmkdkuo5JW9EOUVsVolH-hy72mQ&oe=642A6B81&bytestart=39631&byteend=64015","1","GET","video.fbah3-1.fna.fbcdn.net","/v/t39.25447-2/338237246_758176105705277_2560520216791456253_n.mp4?_nc_cat=104&ccb=1-7&_nc_sid=5aebc0&efg=eyJ2ZW5jb2RlX3RhZyI6ImRhc2hfYXVkaW9fYWFjcF80OF9mbm9ybTE0X2ZyYWdfMl9hdWRpbyJ9&_nc_ohc=MiIBOBCzPfMAX-jOERe&_nc_ht=video.fbah3-1.fna&oh=00_AfA-UtOhmqvNaIBta-ZHmkdkuo5JW9EOUVsVolH-hy72mQ&oe=642A6B81&bytestart=39631&byteend=64015","31898.174","44A2224D5F5576DB5C1C7CEE878601E2","https://www.facebook.com/plugins/page.php?href=https%3A%2F%2Fwww.facebook.com%2FMoIB.Official%2F&tabs=timeline&width=340&height=500&small_header=false&adapt_container_width=true&hide_cover=false&show_facepile=true&appId","200","Fetch","275","274","23044","23044.126","24385","24385","24385","","max-age=1209600, no-transform","video/mp4","","772","HTTP/2","-1","-1","-1","-1","-1","-1","https://static.xx.fbcdn.net/rsrc.php/v3/ym/r/X8K3hliZWbP.js?_nc_x=Ij3Wp8lg5Kz","59","97","script","High","High","","2845","100","100","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","Facebook","","23043","8081","","","23319","23044","23318","23318","23319","1","23044","23319","275","198","199","","","","1","0","","","83","75","220","1","","","","","","","b",
"3","230330_87_9H","31923.46","127.0.0.1","https://platform.twitter.com/_next/static/chunks/vendors~ondemand.LottieWeb.d0dde7eb339d57b45e0d.js","1","GET","platform.twitter.com","/_next/static/chunks/vendors~ondemand.LottieWeb.d0dde7eb339d57b45e0d.js","31923.46","3D2EF154A2679DF82922F60E9E90962D","https://syndication.twitter.com/srv/timeline-profile/screen-name/MoIB_Official?dnt=false&embedId=twitter-widget-0&features=eyJ0ZndfdGltZWxpbmVfbGlzdCI6eyJidWNrZXQiOltdLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2ZvbGxvd2VyX2NvdW50X3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9iYWNrZW5kIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19yZWZzcmNfc2Vzc2lvbiI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfbWl4ZWRfbWVkaWFfMTU4OTciOnsiYnVja2V0IjoidHJlYXRtZW50IiwidmVyc2lvbiI6bnVsbH0sInRmd19leHBlcmltZW50c19jb29raWVfZXhwaXJhdGlvbiI6eyJidWNrZXQiOjEyMDk2MDAsInZlcnNpb24iOm51bGx9LCJ0ZndfZHVwbGljYXRlX3NjcmliZXNfdG9fc2V0dGluZ3MiOnsiYnVja2V0Ijoib24iLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3ZpZGVvX2hsc19keW5hbWljX21hbmlmZXN0c18xNTA4MiI6eyJidWNrZXQiOiJ0cnVlX2JpdHJhdGUiLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2xlZ2FjeV90aW1lbGluZV9zdW5zZXQiOnsiYnVja2V0Ijp0cnVlLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3R3ZWV0X2VkaXRfZnJvbnRlbmQiOnsiYnVja2V0Ijoib24iLCJ2ZXJzaW9uIjpudWxsfX0%3D&frame=false&hideBorder=false&hideFooter=false&hideHeader=false&hideScrollBar=false&lang=en&maxHeight=425px&origin=http%3A%2F%2Fwww.moib.gov.pk%2F&sessionId=cf71783efb721b1fd2bff5b14cacdea3e3275d8e&showHeader=true&showReplies=false&transparent=false&widgetsVersion=aaf4084522e3a%3A1674595607486","200","Script","181","177","23242","23241.891","41941","41941","151847","","public, max-age=315360000","application/javascript","gzip","610","http/1.1","-1","-1","-1","-1","-1","-1","https://platform.twitter.com/_next/static/chunks/runtime-2aa7644ee0b682b3d080.js","0","3179","script","Low","Low","","1945","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","41941","0","","","","","314089090","Edgecast","","23241","8081","","","23423","23242","23419","23419","23423","4","23242","23423","181","199","200","","","","1","0","non_blocking","","","","","","","","","","","","t.e",
"3","230330_87_9H","31898.175","127.0.0.1","https://video.fbah3-1.fna.fbcdn.net/v/t39.25447-2/336433655_224372020252613_5885772521806167549_n.mp4?_nc_cat=107&ccb=1-7&_nc_sid=5aebc0&efg=eyJ2ZW5jb2RlX3RhZyI6ImRhc2hfcjJfdnA5X2dlbjFhdmNfcTcwX2ZyYWdfMl92aWRlbyJ9&_nc_ohc=ghsOjUTh6X8AX8DLecp&_nc_oc=AQnrTV_cFcVQfEVYfAjQQa1I-1P-J-d5avDlXRb9K2yr2_vepH2_qW-FzSdIqs2eAU4&_nc_ht=video.fbah3-1.fna&oh=00_AfAUKRXbd1-PO2OoR0s6KlfuNER4nlKRMWtaiIKIfcYHYg&oe=642A5EC9&bytestart=138983&byteend=520633","1","GET","video.fbah3-1.fna.fbcdn.net","/v/t39.25447-2/336433655_224372020252613_5885772521806167549_n.mp4?_nc_cat=107&ccb=1-7&_nc_sid=5aebc0&efg=eyJ2ZW5jb2RlX3RhZyI6ImRhc2hfcjJfdnA5X2dlbjFhdmNfcTcwX2ZyYWdfMl92aWRlbyJ9&_nc_ohc=ghsOjUTh6X8AX8DLecp&_nc_oc=AQnrTV_cFcVQfEVYfAjQQa1I-1P-J-d5avDlXRb9K2yr2_vepH2_qW-FzSdIqs2eAU4&_nc_ht=video.fbah3-1.fna&oh=00_AfAUKRXbd1-PO2OoR0s6KlfuNER4nlKRMWtaiIKIfcYHYg&oe=642A5EC9&bytestart=138983&byteend=520633","31898.175","44A2224D5F5576DB5C1C7CEE878601E2","https://www.facebook.com/plugins/page.php?href=https%3A%2F%2Fwww.facebook.com%2FMoIB.Official%2F&tabs=timeline&width=340&height=500&small_header=false&adapt_container_width=true&hide_cover=false&show_facepile=true&appId","200","Fetch","961","888","23317","23316.736","381651","381651","381651","","max-age=1209600, no-transform","video/mp4","","772","HTTP/2","-1","-1","-1","-1","-1","-1","https://static.xx.fbcdn.net/rsrc.php/v3/ym/r/X8K3hliZWbP.js?_nc_x=Ij3Wp8lg5Kz","59","97","script","High","High","","3064","100","100","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","Facebook","","23316","8081","","","24278","23317","24205","24205","24278","73","23317","24278","961","200","201","","","","1","0","","","85","83","220","1","","","","","","","b",
"3","230330_87_9H","31898.176","127.0.0.1","https://video.fbah3-1.fna.fbcdn.net/v/t39.25447-2/338203958_1354351565410811_2645396375948102940_n.mp4?_nc_cat=106&ccb=1-7&_nc_sid=5aebc0&efg=eyJ2ZW5jb2RlX3RhZyI6ImRhc2hfcjJfdnA5X2dlbjFhdmNfcTkwX2ZyYWdfMl92aWRlbyJ9&_nc_ohc=f7xcIH8uM9wAX9fBLdu&_nc_ht=video.fbah3-1.fna&oh=00_AfB4YOlS4dQLcV1amV5EKR5FgZfLmsxrBpYVI2qRhbrD-g&oe=642AD61C&bytestart=0&byteend=791","1","GET","video.fbah3-1.fna.fbcdn.net","/v/t39.25447-2/338203958_1354351565410811_2645396375948102940_n.mp4?_nc_cat=106&ccb=1-7&_nc_sid=5aebc0&efg=eyJ2ZW5jb2RlX3RhZyI6ImRhc2hfcjJfdnA5X2dlbjFhdmNfcTkwX2ZyYWdfMl92aWRlbyJ9&_nc_ohc=f7xcIH8uM9wAX9fBLdu&_nc_ht=video.fbah3-1.fna&oh=00_AfB4YOlS4dQLcV1amV5EKR5FgZfLmsxrBpYVI2qRhbrD-g&oe=642AD61C&bytestart=0&byteend=791","31898.176","44A2224D5F5576DB5C1C7CEE878601E2","https://www.facebook.com/plugins/page.php?href=https%3A%2F%2Fwww.facebook.com%2FMoIB.Official%2F&tabs=timeline&width=340&height=500&small_header=false&adapt_container_width=true&hide_cover=false&show_facepile=true&appId","200","Fetch","118","80","23323","23323.295","792","792","792","","max-age=1209600, no-transform","video/mp4","","772","HTTP/2","-1","-1","-1","-1","-1","-1","https://static.xx.fbcdn.net/rsrc.php/v3/ym/r/X8K3hliZWbP.js?_nc_x=Ij3Wp8lg5Kz","59","97","script","High","High","","2818","100","100","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","Facebook","","23322","8081","","","23441","23323","23403","23403","23441","38","23323","23441","118","201","202","","","","1","0","","","87","85","220","1","","","","","","","b",
"3","230330_87_9H","31898.177","127.0.0.1","https://video.fbah3-1.fna.fbcdn.net/v/t39.25447-2/338384736_1259263271674994_6181579595034803389_n.mp4?_nc_cat=107&ccb=1-7&_nc_sid=5aebc0&efg=eyJ2ZW5jb2RlX3RhZyI6ImRhc2hfYXVkaW9fYWFjcF80OF9mbm9ybTE0X2ZyYWdfMl9hdWRpbyJ9&_nc_ohc=qzgEmqUvaUUAX8QVR2v&_nc_ht=video.fbah3-1.fna&oh=00_AfD2Vk93S-afyd1zSvY2kby525fcaAorz76sPQuP7noPaw&oe=642B1AFD&bytestart=40280&byteend=64714","1","GET","video.fbah3-1.fna.fbcdn.net","/v/t39.25447-2/338384736_1259263271674994_6181579595034803389_n.mp4?_nc_cat=107&ccb=1-7&_nc_sid=5aebc0&efg=eyJ2ZW5jb2RlX3RhZyI6ImRhc2hfYXVkaW9fYWFjcF80OF9mbm9ybTE0X2ZyYWdfMl9hdWRpbyJ9&_nc_ohc=qzgEmqUvaUUAX8QVR2v&_nc_ht=video.fbah3-1.fna&oh=00_AfD2Vk93S-afyd1zSvY2kby525fcaAorz76sPQuP7noPaw&oe=642B1AFD&bytestart=40280&byteend=64714","31898.177","44A2224D5F5576DB5C1C7CEE878601E2","https://www.facebook.com/plugins/page.php?href=https%3A%2F%2Fwww.facebook.com%2FMoIB.Official%2F&tabs=timeline&width=340&height=500&small_header=false&adapt_container_width=true&hide_cover=false&show_facepile=true&appId","200","Fetch","109","107","23341","23341.403","24435","24435","24435","","max-age=1209600, no-transform","video/mp4","","772","HTTP/2","-1","-1","-1","-1","-1","-1","https://static.xx.fbcdn.net/rsrc.php/v3/ym/r/X8K3hliZWbP.js?_nc_x=Ij3Wp8lg5Kz","59","97","script","High","High","","2848","100","100","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","Facebook","","23340","8081","","","23450","23341","23448","23448","23450","2","23341","23450","109","202","203","","","","1","0","","","89","87","220","1","","","","","","","b",
"3","230330_87_9H","31923.50","127.0.0.1","https://syndication.twitter.com/i/jot?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1680178322150%2C%22event_namespace%22%3A%7B%22action%22%3A%22results%22%2C%22client%22%3A%22tfw%22%2C%22page%22%3A%22timeline-profile%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%22aaf4084522e3a%3A1674595607486%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-0%22%2C%22widget_origin%22%3A%22http%3A%2F%2Fwww.moib.gov.pk%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%228aec920%3A1678208228078%22%2C%22widget_data_source%22%3A%22screen-name%3AMoIB_Official%22%7D&session_id=cf71783efb721b1fd2bff5b14cacdea3e3275d8e","1","GET","syndication.twitter.com","/i/jot?l=%7B%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1680178322150%2C%22event_namespace%22%3A%7B%22action%22%3A%22results%22%2C%22client%22%3A%22tfw%22%2C%22page%22%3A%22timeline-profile%22%2C%22section%22%3A%22main%22%7D%2C%22context%22%3A%22horizon%22%2C%22client_version%22%3A%22aaf4084522e3a%3A1674595607486%22%2C%22dnt%22%3Afalse%2C%22widget_id%22%3A%22twitter-widget-0%22%2C%22widget_origin%22%3A%22http%3A%2F%2Fwww.moib.gov.pk%2F%22%2C%22widget_frame%22%3A%22false%22%2C%22widget_partner%22%3A%22%22%2C%22widget_site_screen_name%22%3A%22%22%2C%22widget_site_user_id%22%3A%22%22%2C%22widget_creator_screen_name%22%3A%22%22%2C%22widget_creator_user_id%22%3A%22%22%2C%22widget_iframe_version%22%3A%228aec920%3A1678208228078%22%2C%22widget_data_source%22%3A%22screen-name%3AMoIB_Official%22%7D&session_id=cf71783efb721b1fd2bff5b14cacdea3e3275d8e","31923.50","3D2EF154A2679DF82922F60E9E90962D","https://syndication.twitter.com/srv/timeline-profile/screen-name/MoIB_Official?dnt=false&embedId=twitter-widget-0&features=eyJ0ZndfdGltZWxpbmVfbGlzdCI6eyJidWNrZXQiOltdLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2ZvbGxvd2VyX2NvdW50X3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9iYWNrZW5kIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19yZWZzcmNfc2Vzc2lvbiI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfbWl4ZWRfbWVkaWFfMTU4OTciOnsiYnVja2V0IjoidHJlYXRtZW50IiwidmVyc2lvbiI6bnVsbH0sInRmd19leHBlcmltZW50c19jb29raWVfZXhwaXJhdGlvbiI6eyJidWNrZXQiOjEyMDk2MDAsInZlcnNpb24iOm51bGx9LCJ0ZndfZHVwbGljYXRlX3NjcmliZXNfdG9fc2V0dGluZ3MiOnsiYnVja2V0Ijoib24iLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3ZpZGVvX2hsc19keW5hbWljX21hbmlmZXN0c18xNTA4MiI6eyJidWNrZXQiOiJ0cnVlX2JpdHJhdGUiLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2xlZ2FjeV90aW1lbGluZV9zdW5zZXQiOnsiYnVja2V0Ijp0cnVlLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3R3ZWV0X2VkaXRfZnJvbnRlbmQiOnsiYnVja2V0Ijoib24iLCJ2ZXJzaW9uIjpudWxsfX0%3D&frame=false&hideBorder=false&hideFooter=false&hideHeader=false&hideScrollBar=false&lang=en&maxHeight=425px&origin=http%3A%2F%2Fwww.moib.gov.pk%2F&sessionId=cf71783efb721b1fd2bff5b14cacdea3e3275d8e&showHeader=true&showReplies=false&transparent=false&widgetsVersion=aaf4084522e3a%3A1674595607486","200","Image","485","481","23367","23366.508","43","43","43","","must-revalidate, max-age=600","image/gif","","486","HTTP/2","-1","-1","-1","-1","-1","-1","https://syndication.twitter.com/srv/timeline-profile/screen-name/MoIB_Official?dnt=false&embedId=twitter-widget-0&features=eyJ0ZndfdGltZWxpbmVfbGlzdCI6eyJidWNrZXQiOltdLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2ZvbGxvd2VyX2NvdW50X3N1bnNldCI6eyJidWNrZXQiOnRydWUsInZlcnNpb24iOm51bGx9LCJ0ZndfdHdlZXRfZWRpdF9iYWNrZW5kIjp7ImJ1Y2tldCI6Im9uIiwidmVyc2lvbiI6bnVsbH0sInRmd19yZWZzcmNfc2Vzc2lvbiI6eyJidWNrZXQiOiJvbiIsInZlcnNpb24iOm51bGx9LCJ0ZndfbWl4ZWRfbWVkaWFfMTU4OTciOnsiYnVja2V0IjoidHJlYXRtZW50IiwidmVyc2lvbiI6bnVsbH0sInRmd19leHBlcmltZW50c19jb29raWVfZXhwaXJhdGlvbiI6eyJidWNrZXQiOjEyMDk2MDAsInZlcnNpb24iOm51bGx9LCJ0ZndfZHVwbGljYXRlX3NjcmliZXNfdG9fc2V0dGluZ3MiOnsiYnVja2V0Ijoib24iLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3ZpZGVvX2hsc19keW5hbWljX21hbmlmZXN0c18xNTA4MiI6eyJidWNrZXQiOiJ0cnVlX2JpdHJhdGUiLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X2xlZ2FjeV90aW1lbGluZV9zdW5zZXQiOnsiYnVja2V0Ijp0cnVlLCJ2ZXJzaW9uIjpudWxsfSwidGZ3X3R3ZWV0X2VkaXRfZnJvbnRlbmQiOnsiYnVja2V0Ijoib24iLCJ2ZXJzaW9uIjpudWxsfX0%3D&frame=false&hideBorder=false&hideFooter=false&hideHeader=false&hideScrollBar=false&lang=en&maxHeight=425px&origin=http%3A%2F%2Fwww.moib.gov.pk%2F&sessionId=cf71783efb721b1fd2bff5b14cacdea3e3275d8e&showHeader=true&showReplies=false&transparent=false&widgetsVersion=aaf4084522e3a%3A1674595607486","0","","parser","Low","Low","","8188","0","0","-1","-1","100","-1","-1","100","-1","-1","-1","-1","","","","","43","0","600","","","23365","8081","","","23852","23367","23848","23848","23852","4","23367","23852","485","203","204","","","","1","0","","","5","0","147","1","","","","","","","",
