"type","id","request_id","ip_addr","full_url","is_secure","method","host","url","raw_id","frame_id","documentURL","responseCode","request_type","load_ms","ttfb_ms","load_start","load_start_float","bytesIn","objectSize","objectSizeUncompressed","expires","cacheControl","contentType","contentEncoding","socket","protocol","dns_start","dns_end","connect_start","connect_end","ssl_start","ssl_end","initiator","initiator_line","initiator_column","initiator_type","priority","initial_priority","server_rtt","bytesOut","score_cache","score_cdn","score_gzip","score_cookies","score_keep-alive","score_minify","score_combine","score_compress","score_etags","dns_ms","connect_ms","ssl_ms","gzip_total","gzip_save","minify_total","minify_save","image_total","image_save","cache_time","cdn_provider","server_count","created","http2_stream_id","http2_stream_dependency","http2_stream_weight","http2_stream_exclusive","tls_version","tls_resumed","tls_next_proto","tls_cipher_suite","server_port","final_base_page","is_base_page","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","cpu.EvaluateScript","cpu.v8.compile","cpu.FunctionCall","cpuTime","run","cached","renderBlocking","jpeg_scan_count","score_progressive_jpeg","initiator_function","http2_server_settings",
"3","230330_MD_DR","2EAA9F01B498E28D39F8FEBBA989D6AB","127.0.0.1","https://www.piac.com.pk/","1","GET","www.piac.com.pk","/","2EAA9F01B498E28D39F8FEBBA989D6AB","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Document","1109","1075","351","350.649","42227","42227","270129","Wed, 17 Aug 2005 00:00:00 GMT","no-store, no-cache, must-revalidate, post-check=0, pre-check=0,public","text/html","gzip","25","HTTP/2","0","0","56","60","60","337","","","","script","Highest","Highest","","2113","-1","100","100","-1","100","-1","-1","-1","-1","-1","4","277","43257","0","","","","","","Cloudflare","","65","1","0","256","1","TLS 1.3","False","h2","4865","8081","1","1","1460","351","1426","1426","1460","34","56","1460","1390","0","1","140","30","3","173","1","0","","","","","",
"3","230330_MD_DR","8989.4","127.0.0.1","https://www.piac.com.pk/templates/pia2/css/bootstrap.min.css?f3479f8edf906ba500bd918b491dff14","1","GET","www.piac.com.pk","/templates/pia2/css/bootstrap.min.css?f3479f8edf906ba500bd918b491dff14","8989.4","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Stylesheet","185","177","1657","1656.796","22975","22975","155844","Tue, 19 Mar 2024 05:57:42 GMT","public, max-age=31536000","text/css","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","108","","parser","Highest","Highest","","1975","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","22975","0","","","","","30636257","Cloudflare","","1618","3","0","256","1","","","","","8081","","","1842","1657","1834","1834","1842","8","1657","1842","185","1","2","","","","","1","0","blocking","","","","",
"3","230330_MD_DR","8989.5","127.0.0.1","https://www.piac.com.pk/templates/pia2/css/travelicon.css?f3479f8edf906ba500bd918b491dff14","1","GET","www.piac.com.pk","/templates/pia2/css/travelicon.css?f3479f8edf906ba500bd918b491dff14","8989.5","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Stylesheet","466","451","1685","1684.789","5520","5520","33527","Fri, 22 Mar 2024 02:26:13 GMT","public, max-age=31536000","text/css","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","109","","parser","Highest","Highest","","1966","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","5520","0","","","","","30882768","Cloudflare","","1653","5","3","256","1","","","","","8081","","","2151","1685","2136","2136","2151","15","1685","2151","466","2","3","","","","","1","0","blocking","","","","",
"3","230330_MD_DR","8989.6","127.0.0.1","https://www.piac.com.pk/templates/pia2/css/select2.css?f3479f8edf906ba500bd918b491dff14","1","GET","www.piac.com.pk","/templates/pia2/css/select2.css?f3479f8edf906ba500bd918b491dff14","8989.6","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Stylesheet","401","385","1703","1702.601","2209","2209","18211","Tue, 19 Mar 2024 05:57:42 GMT","public, max-age=31536000","text/css","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","110","","parser","Highest","Highest","","1957","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","2209","0","","","","","30636257","Cloudflare","","1666","7","5","256","1","","","","","8081","","","2104","1703","2088","2088","2104","16","1703","2104","401","3","4","","","","","1","0","blocking","","","","",
"3","230330_MD_DR","8989.7","127.0.0.1","https://www.piac.com.pk/templates/pia2/css/jquery.scrollbar.css?f3479f8edf906ba500bd918b491dff14","1","GET","www.piac.com.pk","/templates/pia2/css/jquery.scrollbar.css?f3479f8edf906ba500bd918b491dff14","8989.7","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Stylesheet","181","175","1708","1707.684","3071","3071","22615","Tue, 19 Mar 2024 05:57:42 GMT","public, max-age=31536000","text/css","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","111","","parser","Highest","Highest","","1984","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","3071","0","","","","","30636257","Cloudflare","","1668","9","7","256","1","","","","","8081","","","1889","1708","1883","1883","1889","6","1708","1889","181","4","5","","","","","1","0","blocking","","","","",
"3","230330_MD_DR","8989.8","127.0.0.1","https://www.piac.com.pk/templates/pia2/css/cookiealert.css?f3479f8edf906ba500bd918b491dff14","1","GET","www.piac.com.pk","/templates/pia2/css/cookiealert.css?f3479f8edf906ba500bd918b491dff14","8989.8","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Stylesheet","415","402","1711","1711.227","297","297","533","Tue, 19 Mar 2024 05:57:42 GMT","public, max-age=31536000","text/css","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","112","","parser","Highest","Highest","","1969","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","297","0","","","","","30636257","Cloudflare","","1673","11","9","256","1","","","","","8081","","","2126","1711","2113","2113","2126","13","1711","2126","415","5","6","","","","","1","0","blocking","","","","",
"3","230330_MD_DR","8989.9","127.0.0.1","https://www.piac.com.pk/templates/pia2/css/styles.css?6","1","GET","www.piac.com.pk","/templates/pia2/css/styles.css?6","8989.9","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Stylesheet","155","141","1715","1715.142","10402","10402","59480","Tue, 19 Mar 2024 05:57:42 GMT","public, max-age=31536000","text/css","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","113","","parser","Highest","Highest","","1861","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","10402","0","","","","","30636257","Cloudflare","","1679","13","11","256","1","","","","","8081","","","1870","1715","1856","1856","1870","14","1715","1870","155","6","7","","","","","1","0","blocking","","","","",
"3","230330_MD_DR","8989.10","127.0.0.1","https://www.piac.com.pk/templates/pia2/js/jquery.min.js?f3479f8edf906ba500bd918b491dff14","1","GET","www.piac.com.pk","/templates/pia2/js/jquery.min.js?f3479f8edf906ba500bd918b491dff14","8989.10","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Script","415","389","1718","1718.054","30947","30947","89501","Tue, 19 Mar 2024 05:57:42 GMT","public, max-age=31536000","application/javascript","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","115","","parser","High","High","","1918","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","30947","0","","","","","30636257","Cloudflare","","1681","15","13","220","1","","","","","8081","","","2133","1718","2107","2107","2133","26","1718","2133","415","7","8","93","37","452","581","1","0","blocking","","","","",
"3","230330_MD_DR","8989.11","127.0.0.1","https://www.piac.com.pk/templates/pia2/js/jquery-ui-datepicker.js?f3479f8edf906ba500bd918b491dff14","1","GET","www.piac.com.pk","/templates/pia2/js/jquery-ui-datepicker.js?f3479f8edf906ba500bd918b491dff14","8989.11","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Script","465","454","1718","1718.457","14054","14054","54250","Tue, 19 Mar 2024 05:57:42 GMT","public, max-age=31536000","application/javascript","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","116","","parser","High","High","","1948","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","14054","0","","","","","30636257","Cloudflare","","1683","17","15","220","1","","","","","8081","","","2183","1718","2172","2172","2183","11","1718","2183","465","8","9","73","20","","92","1","0","blocking","","","","",
"3","230330_MD_DR","8989.12","127.0.0.1","https://www.piac.com.pk/templates/pia2/js/bootstrap.min.js?f3479f8edf906ba500bd918b491dff14","1","GET","www.piac.com.pk","/templates/pia2/js/bootstrap.min.js?f3479f8edf906ba500bd918b491dff14","8989.12","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Script","186","178","1722","1722.474","23051","23051","78129","Tue, 19 Mar 2024 05:57:42 GMT","public, max-age=31536000","application/javascript","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","117","","parser","High","High","","1927","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","23051","0","","","","","30636258","Cloudflare","","1686","21","17","220","1","","","","","8081","","","1908","1722","1900","1900","1908","8","1722","1908","186","9","10","29","22","82","133","1","0","blocking","","","","",
"3","230330_MD_DR","8989.13","127.0.0.1","https://www.piac.com.pk/templates/pia2/js/select2.full.js?f3479f8edf906ba500bd918b491dff14","1","GET","www.piac.com.pk","/templates/pia2/js/select2.full.js?f3479f8edf906ba500bd918b491dff14","8989.13","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Script","484","463","1723","1722.874","38243","38243","173566","Tue, 19 Mar 2024 05:57:42 GMT","public, max-age=31536000","application/javascript","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","118","","parser","High","High","","1924","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","38243","0","","","","","30636258","Cloudflare","","1688","23","21","220","1","","","","","8081","","","2207","1723","2186","2186","2207","21","1723","2207","484","10","11","65","48","6","120","1","0","blocking","","","","",
"3","230330_MD_DR","8989.14","127.0.0.1","https://www.piac.com.pk/templates/pia2/js/cookie.js?f3479f8edf906ba500bd918b491dff14","1","GET","www.piac.com.pk","/templates/pia2/js/cookie.js?f3479f8edf906ba500bd918b491dff14","8989.14","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Script","453","438","1723","1723.202","1387","1387","3423","Tue, 19 Mar 2024 05:57:42 GMT","public, max-age=31536000","application/javascript","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","119","","parser","High","High","","1906","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","1387","0","","","","","30636258","Cloudflare","","1690","25","23","220","1","","","","","8081","","","2176","1723","2161","2161","2176","15","1723","2176","453","11","12","1","1","","3","1","0","blocking","","","","",
"3","230330_MD_DR","8989.15","127.0.0.1","https://www.piac.com.pk/templates/pia2/js/custom.js?5","1","GET","www.piac.com.pk","/templates/pia2/js/custom.js?5","8989.15","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Script","450","444","1725","1724.984","1483","1483","5455","Tue, 19 Mar 2024 05:57:42 GMT","public, max-age=31536000","application/javascript","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","120","","parser","High","High","","1813","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","1483","0","","","","","30636258","Cloudflare","","1691","27","25","220","1","","","","","8081","","","2175","1725","2169","2169","2175","6","1725","2175","450","12","13","3","1","","4","1","0","blocking","","","","",
"3","230330_MD_DR","8989.19","127.0.0.1","https://www.piac.com.pk/templates/pia2/css/daterangepicker.css","1","GET","www.piac.com.pk","/templates/pia2/css/daterangepicker.css","8989.19","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Stylesheet","441","421","1725","1725.371","1589","1589","8066","Tue, 19 Mar 2024 05:57:43 GMT","public, max-age=31536000","text/css","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","281","","parser","Highest","Highest","","1882","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","1589","0","","","","","30636258","Cloudflare","","1696","19","13","256","1","","","","","8081","","","2166","1725","2146","2146","2166","20","1725","2166","441","13","14","","","","","1","0","in_body_parser_blocking","","","","",
"3","230330_MD_DR","8989.21","127.0.0.1","https://www.piac.com.pk/templates/pia2/js/sweetalert.min.js","1","GET","www.piac.com.pk","/templates/pia2/js/sweetalert.min.js","8989.21","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Script","452","416","1726","1725.795","18058","18058","67573","Tue, 19 Mar 2024 05:57:43 GMT","public, max-age=31536000","application/javascript","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","283","","parser","High","High","","1831","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","18058","0","","","","","30636258","Cloudflare","","1698","29","27","220","1","","","","","8081","","","2178","1726","2142","2142","2178","36","1726","2178","452","14","15","31","16","","47","1","0","in_body_parser_blocking","","","","",
"3","230330_MD_DR","8989.20","127.0.0.1","https://cdn.jsdelivr.net/momentjs/latest/moment.min.js","1","GET","cdn.jsdelivr.net","/momentjs/latest/moment.min.js","8989.20","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Script","531","527","1732","1732.243","17022","17022","51465","","public, max-age=31536000, s-maxage=31536000, immutable","application/javascript","gzip","108","HTTP/2","-1","-1","1713","1714","1714","1722","https://www.piac.com.pk/","282","","parser","High","High","","1702","100","100","100","-1","100","-1","-1","-1","-1","-1","1","8","17022","0","","","","","28398434","jsDelivr","","1697","3","1","220","1","TLS 1.3","False","h2","4865","8081","","","2263","1732","2259","2259","2263","4","1713","2263","540","15","16","21","13","","34","1","0","in_body_parser_blocking","","","","",
"3","230330_MD_DR","8989.30","127.0.0.1","https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css","1","GET","cdn.jsdelivr.net","/npm/slick-carousel@1.8.1/slick/slick.css","8989.30","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Stylesheet","469","467","1733","1732.693","569","569","1776","","public, max-age=31536000, s-maxage=31536000, immutable","text/css","gzip","108","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","5561","","parser","Highest","Highest","","1777","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","569","0","","","","","28398434","jsDelivr","","1724","1","0","256","1","","","","","8081","","","2202","1733","2200","2200","2202","2","1733","2202","469","16","17","","","","","1","0","in_body_parser_blocking","","","","",
"3","230330_MD_DR","8989.31","127.0.0.1","https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js","1","GET","cdn.jsdelivr.net","/npm/slick-carousel@1.8.1/slick/slick.min.js","8989.31","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Script","510","507","1735","1734.572","10429","10429","42863","","public, max-age=31536000, s-maxage=31536000, immutable","application/javascript","gzip","108","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","5562","","parser","High","High","","1744","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","10429","0","","","","","30856860","jsDelivr","","1730","5","3","220","1","","","","","8081","","","2245","1735","2242","2242","2245","3","1735","2245","510","17","18","9","8","","17","1","0","in_body_parser_blocking","","","","",
"3","230330_MD_DR","8989.32","127.0.0.1","https://www.piac.com.pk/templates/pia/js/cookiealert-standalone.js","1","GET","www.piac.com.pk","/templates/pia/js/cookiealert-standalone.js","8989.32","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Script","450","444","1735","1734.889","597","597","1283","Tue, 19 Mar 2024 05:18:26 GMT","public, max-age=31536000","application/javascript","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","5801","","parser","High","High","","1852","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","597","0","","","","","30633902","Cloudflare","","1731","31","29","220","1","","","","","8081","","","2185","1735","2179","2179","2185","6","1735","2185","450","18","19","8","0","","9","1","0","in_body_parser_blocking","","","","",
"3","230330_MD_DR","8989.33","127.0.0.1","https://fonts.googleapis.com/css?family=Exo+2:200,300,400,600,700","1","GET","fonts.googleapis.com","/css?family=Exo+2:200,300,400,600,700","8989.33","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Stylesheet","666","661","1928","1927.976","593","593","7755","Thu, 30 Mar 2023 15:53:25 GMT","private, max-age=86400, stale-while-revalidate=604800","text/css","gzip","133","HTTP/2","1857","1857","1917","1919","1919","1926","https://www.piac.com.pk/templates/pia2/css/styles.css?6","","","parser","Highest","Highest","","1777","50","100","100","-1","100","-1","-1","-1","-1","0","2","7","593","0","","","","","86400","Google","","1910","1","0","256","1","TLS 1.3","False","h2","4865","8081","","","2594","1928","2589","2589","2594","5","1917","2594","675","19","20","","","","","1","0","blocking","","","","",
"3","230330_MD_DR","8989.16","127.0.0.1","https://book-pia.crane.aero/ibe/js/esabcmn.js?matcher","1","GET","book-pia.crane.aero","/ibe/js/esabcmn.js?matcher","8989.16","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Script","445","442","2251","2250.677","121","121","111","0","max-age=0, no-cache, no-store, must-revalidate","application/javascript","gzip","114","HTTP/2","1643","1643","1716","1717","1717","2239","https://www.piac.com.pk/","122","","parser","High","High","","1699","-1","100","100","-1","100","-1","-1","-1","-1","0","1","522","121","0","","","","","","Google","","1693","1","0","220","1","TLS 1.3","False","h2","4865","8081","","","2696","2251","2693","2693","2696","3","1716","2696","968","20","21","1","0","","2","1","0","blocking","","","","",
"3","230330_MD_DR","8989.17","127.0.0.1","https://book-pia.crane.aero/ibe/js/esabcmn.js?cache","1","GET","book-pia.crane.aero","/ibe/js/esabcmn.js?cache","8989.17","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Script","491","488","2251","2251.237","7733","7733","20907","0","max-age=0, no-cache, no-store, must-revalidate","application/javascript","gzip","114","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","123","","parser","High","High","","1693","-1","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","7829","0","","","","","","Google","","1694","3","1","220","1","","","","","8081","","","2742","2251","2739","2739","2742","3","2251","2742","491","21","22","10","5","1","16","1","0","blocking","","","","",
"3","230330_MD_DR","8989.22","127.0.0.1","https://book-pia.crane.aero/ibe/js/hitit-ui/1.0.0/searchapi.js","1","GET","book-pia.crane.aero","/ibe/js/hitit-ui/1.0.0/searchapi.js","8989.22","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Script","406","402","2254","2253.689","9842","9842","32564","","","application/javascript","gzip","114","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","284","","parser","High","High","","1726","0","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","9842","0","","","","","0","Google","","1700","5","3","220","1","","","","","8081","","","2660","2254","2656","2656","2660","4","2254","2660","406","22","23","16","8","650","674","1","0","in_body_parser_blocking","","","","",
"3","230330_MD_DR","8989.18","127.0.0.1","https://book-pia.crane.aero/ibe/js/esabcmn.js?async","1","GET","book-pia.crane.aero","/ibe/js/esabcmn.js?async","8989.18","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Script","1379","1308","2918","2917.544","168601","168601","292301","0","max-age=0, no-cache, no-store, must-revalidate","application/javascript","gzip","114","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","124","","parser","Low","Low","","1693","-1","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","168752","0","","","","","","Google","","2904","7","0","147","1","","","","","8081","","","4297","2918","4226","4226","4297","71","2918","4297","1379","23","24","843","80","1922","2846","1","0","potentially_blocking","","","","",
"3","230330_MD_DR","8989.35","127.0.0.1","https://www.piac.com.pk/templates/pia2/fonts/icomoon.ttf","1","GET","www.piac.com.pk","/templates/pia2/fonts/icomoon.ttf","8989.35","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Font","303","233","2950","2949.906","88909","88909","176676","Mon, 03 Apr 2023 05:09:52 GMT","public, max-age=604800","font/ttf","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/templates/pia2/css/travelicon.css?f3479f8edf906ba500bd918b491dff14","","","parser","Lowest","Lowest","","2110","50","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","89385","0","","","","","306986","Cloudflare","","2945","33","0","110","1","","","","","8081","","","3253","2950","3183","3183","3253","70","2950","3253","303","24","25","","","","","1","0","non_blocking","","","","",
"3","230330_MD_DR","8989.41","127.0.0.1","https://fonts.gstatic.com/s/exo2/v20/7cHmv4okm5zmbtYoK-4W4nIp.woff2","1","GET","fonts.gstatic.com","/s/exo2/v20/7cHmv4okm5zmbtYoK-4W4nIp.woff2","8989.41","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Font","1310","1279","2955","2955.316","39736","39736","39736","Fri, 29 Mar 2024 12:08:44 GMT","public, max-age=31536000","font/woff2","","140","HTTP/2","-1","-1","2611","2614","2614","2625","https://fonts.googleapis.com/css?family=Exo+2:200,300,400,600,700","","","parser","Lowest","Lowest","","1957","100","100","-1","-1","100","-1","-1","-1","-1","-1","3","11","","","","","","","31522518","Google","","2948","1","0","110","1","TLS 1.3","False","h2","4865","8081","","","4265","2955","4234","4234","4265","31","2611","4265","1324","25","26","","","","","1","0","non_blocking","","","","",
"3","230330_MD_DR","8989.69","127.0.0.1","https://www.piac.com.pk/templates/pia/images/logo-new.png","1","GET","www.piac.com.pk","/templates/pia/images/logo-new.png","8989.69","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Image","258","256","2992","2992.202","31132","31132","31132","Wed, 19 Apr 2023 05:18:27 GMT","public, max-age=2592000","image/png","","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","252","","parser","High","Low","","2005","100","100","-1","-1","100","-1","-1","45","-1","-1","-1","-1","","","","","31132","16907","1689901","Cloudflare","","2982","35","0","147","1","","","","","8081","","","3250","2992","3248","3248","3250","2","2992","3250","258","26","27","","","","","1","0","","","","","",
"3","230330_MD_DR","8989.70","127.0.0.1","https://www.piac.com.pk/images/banners/istanbulBanner.png","1","GET","www.piac.com.pk","/images/banners/istanbulBanner.png","8989.70","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Image","19507","19401","3008","3007.552","1525803","1525803","1525803","Wed, 19 Apr 2023 05:57:44 GMT","public, max-age=2592000","image/png","","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","252","","parser","High","Low","","2005","100","100","-1","-1","100","-1","-1","100","-1","-1","-1","-1","","","","","1525803","0","1692258","Cloudflare","","2986","37","35","147","1","","","","","8081","","","22515","3008","22409","22409","22515","106","3008","22515","19507","27","28","","","","","1","0","","","","","",
"3","230330_MD_DR","8989.71","127.0.0.1","https://www.piac.com.pk/images/banners/umrah.jpg","1","GET","www.piac.com.pk","/images/banners/umrah.jpg","8989.71","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Image","17784","17684","3013","3012.834","1199899","1199899","1199899","Sat, 29 Apr 2023 08:33:43 GMT","public, max-age=2592000","image/jpeg","","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","252","","parser","High","Low","","1978","100","100","-1","-1","100","-1","-1","34","-1","-1","-1","-1","","","","","1199899","787820","2565617","Cloudflare","","2990","39","37","147","1","","","","","8081","","","20797","3013","20697","20697","20797","100","3013","20797","17784","28","29","","","","","1","0","","1","0","","",
"3","230330_MD_DR","8989.72","127.0.0.1","https://www.piac.com.pk/images/banners/call_fly_banner.jpg","1","GET","www.piac.com.pk","/images/banners/call_fly_banner.jpg","8989.72","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Image","12489","12419","3016","3015.839","498167","498167","498167","Wed, 19 Apr 2023 05:57:43 GMT","public, max-age=2592000","image/jpeg","","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","252","","parser","High","Low","","2008","100","100","-1","-1","100","-1","-1","30","-1","-1","-1","-1","","","","","498167","345725","1692258","Cloudflare","","2995","41","39","147","1","","","","","8081","","","15505","3016","15435","15435","15505","70","3016","15505","12489","29","30","","","","","1","0","","1","0","","",
"3","230330_MD_DR","8989.73","127.0.0.1","https://www.piac.com.pk/images/banners/europe.jpg","1","GET","www.piac.com.pk","/images/banners/europe.jpg","8989.73","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Image","17380","17272","3017","3017.098","1056313","1056313","1056313","Wed, 19 Apr 2023 05:57:43 GMT","public, max-age=2592000","image/jpeg","","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","252","","parser","High","Low","","1981","100","100","-1","-1","100","-1","-1","33","-1","-1","-1","-1","","","","","1056313","702342","1692258","Cloudflare","","2999","43","41","147","1","","","","","8081","","","20397","3017","20289","20289","20397","108","3017","20397","17380","30","31","","","","","1","0","","1","0","","",
"3","230330_MD_DR","8989.74","127.0.0.1","https://www.piac.com.pk/images/banners/uk.jpg","1","GET","www.piac.com.pk","/images/banners/uk.jpg","8989.74","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Image","12638","12596","3018","3018.058","504493","504493","504493","Wed, 19 Apr 2023 05:57:44 GMT","public, max-age=2592000","image/jpeg","","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","252","","parser","Low","Low","","1969","100","100","-1","-1","100","-1","-1","31","-1","-1","-1","-1","","","","","504493","343553","1692258","Cloudflare","","3001","45","43","147","1","","","","","8081","","","15656","3018","15614","15614","15656","42","3018","15656","12638","31","32","","","","","1","0","","1","0","","",
"3","230330_MD_DR","8989.75","127.0.0.1","https://www.piac.com.pk/images/banners/usa.jpg","1","GET","www.piac.com.pk","/images/banners/usa.jpg","8989.75","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Image","13278","13216","3019","3018.923","586038","586038","586038","Wed, 19 Apr 2023 05:57:43 GMT","public, max-age=2592000","image/jpeg","","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","252","","parser","Low","Low","","1972","100","100","-1","-1","100","-1","-1","35","-1","-1","-1","-1","","","","","586038","376119","1692258","Cloudflare","","3003","47","45","147","1","","","","","8081","","","16297","3019","16235","16235","16297","62","3019","16297","13278","32","33","","","","","1","0","","1","0","","",
"3","230330_MD_DR","8989.89","127.0.0.1","https://www.piac.com.pk/templates/pia2/images/locationIcon.svg","1","GET","www.piac.com.pk","/templates/pia2/images/locationIcon.svg","8989.89","649CEDA592775127C2B462F3C311CB1B","https://www.piac.com.pk/","200","Image","2428","2419","3175","3175.124","452","452","1052","Wed, 19 Apr 2023 05:57:43 GMT","public, max-age=2592000","image/svg+xml","gzip","25","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/","3772","","parser","High","Low","","2020","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","452","0","","","","","1692257","Cloudflare","","3159","49","37","220","1","","","","","8081","","","5603","3175","5594","5594","5603","9","3175","5603","2428","33","34","","","","","1","0","","","","","",
