"type","id","request_id","ip_addr","full_url","is_secure","method","host","url","raw_id","frame_id","documentURL","responseCode","request_type","load_ms","ttfb_ms","load_start","load_start_float","bytesIn","objectSize","objectSizeUncompressed","expires","cacheControl","contentType","contentEncoding","socket","protocol","dns_start","dns_end","connect_start","connect_end","ssl_start","ssl_end","initiator","initiator_line","initiator_column","initiator_type","priority","initial_priority","server_rtt","bytesOut","score_cache","score_cdn","score_gzip","score_cookies","score_keep-alive","score_minify","score_combine","score_compress","score_etags","dns_ms","connect_ms","ssl_ms","gzip_total","gzip_save","minify_total","minify_save","image_total","image_save","cache_time","cdn_provider","server_count","created","http2_stream_id","http2_stream_dependency","http2_stream_weight","http2_stream_exclusive","tls_version","tls_resumed","tls_next_proto","tls_cipher_suite","server_port","final_base_page","is_base_page","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","cpu.EvaluateScript","cpu.v8.compile","cpu.FunctionCall","cpuTime","run","cached","renderBlocking","jpeg_scan_count","score_progressive_jpeg","initiator_function","http2_server_settings",
"3","230330_X5_E2","16224.14","127.0.0.1","https://www.piac.com.pk/templates/piasubpage/js/custom.js?f3479f8edf906ba500bd918b491dff14","1","GET","www.piac.com.pk","/templates/piasubpage/js/custom.js?f3479f8edf906ba500bd918b491dff14","16224.14","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Script","334","332","829","829.315","1218","1218","4002","Tue, 19 Mar 2024 05:18:26 GMT","public, max-age=31536000","application/javascript","gzip","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","117","","parser","High","High","","2074","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","1218","0","","","","","30633482","Cloudflare","","809","21","19","220","1","","","","","8081","","","1163","829","1161","1161","1163","2","829","1163","334","11","12","4","2","","5","1","0","blocking","","","","",
"3","230330_X5_E2","16224.15","127.0.0.1","https://www.piac.com.pk/templates/piasubpage/js/cookie.js?f3479f8edf906ba500bd918b491dff14","1","GET","www.piac.com.pk","/templates/piasubpage/js/cookie.js?f3479f8edf906ba500bd918b491dff14","16224.15","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Script","359","354","830","829.762","1401","1401","3567","Tue, 19 Mar 2024 05:18:26 GMT","public, max-age=31536000","application/javascript","gzip","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","118","","parser","High","High","","2074","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","1401","0","","","","","30633482","Cloudflare","","811","23","21","220","1","","","","","8081","","","1189","830","1184","1184","1189","5","830","1189","359","12","13","2","1","","4","1","0","blocking","","","","",
"3","230330_X5_E2","16224.16","127.0.0.1","https://www.piac.com.pk/media/system/js/keepalive.js?f3479f8edf906ba500bd918b491dff14","1","GET","www.piac.com.pk","/media/system/js/keepalive.js?f3479f8edf906ba500bd918b491dff14","16224.16","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Script","342","340","830","830.182","306","306","462","Fri, 22 Mar 2024 20:11:09 GMT","public, max-age=31536000","application/javascript","gzip","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","120","","parser","High","High","","2059","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","306","0","","","","","30946245","Cloudflare","","812","25","23","220","1","","","","","8081","","","1172","830","1170","1170","1172","2","830","1172","342","13","14","1","0","2","3","1","0","blocking","","","","",
"3","230330_X5_E2","16224.17","127.0.0.1","https://www.piac.com.pk/templates/piasubpage/js/jui/bootstrap.min.js?f3479f8edf906ba500bd918b491dff14","1","GET","www.piac.com.pk","/templates/piasubpage/js/jui/bootstrap.min.js?f3479f8edf906ba500bd918b491dff14","16224.17","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Script","352","342","831","830.604","136","136","188","Fri, 22 Mar 2024 20:11:09 GMT","public, max-age=31536000","application/javascript","gzip","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","121","","parser","High","High","","2107","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","136","0","","","","","30946245","Cloudflare","","813","27","25","220","1","","","","","8081","","","1183","831","1173","1173","1183","10","831","1183","352","14","15","0","0","","1","1","0","blocking","","","","",
"3","230330_X5_E2","16224.18","127.0.0.1","https://www.piac.com.pk/templates/pia/js/cookiealert-standalone.js","1","GET","www.piac.com.pk","/templates/pia/js/cookiealert-standalone.js","16224.18","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Script","358","355","831","831.03","597","597","1283","Tue, 19 Mar 2024 05:18:26 GMT","public, max-age=31536000","application/javascript","gzip","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","630","","parser","High","High","","2002","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","597","0","","","","","30633483","Cloudflare","","814","29","27","220","1","","","","","8081","","","1189","831","1186","1186","1189","3","831","1189","358","15","16","62","1","","63","1","0","in_body_parser_blocking","","","","",
"3","230330_X5_E2","16224.22","127.0.0.1","https://fonts.googleapis.com/css?family=Exo+2:200,300,400,600,700","1","GET","fonts.googleapis.com","/css?family=Exo+2:200,300,400,600,700","16224.22","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Stylesheet","280","276","1342","1341.513","593","593","7755","Thu, 30 Mar 2023 16:00:25 GMT","private, max-age=86400, stale-while-revalidate=604800","text/css","gzip","36","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/templates/piasubpage/css/styles.css?6","","","parser","Highest","Highest","","1777","50","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","593","0","","","","","86400","Google","","1338","3","","","","","","","","","","","1622","1342","1618","1618","1622","4","1342","1622","280","16","17","","","","","1","0","blocking","","","","",
"3","230330_X5_E2","16224.57","127.0.0.1","https://www.piac.com.pk/templates/piasubpage/fonts/icomoon.ttf","1","GET","www.piac.com.pk","/templates/piasubpage/fonts/icomoon.ttf","16224.57","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Font","330","303","1827","1826.998","88909","88909","176676","Mon, 03 Apr 2023 07:42:00 GMT","public, max-age=604800","font/ttf","gzip","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/templates/piasubpage/css/travelicon.css?f3479f8edf906ba500bd918b491dff14","","","parser","Lowest","Lowest","","2146","50","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","89332","0","","","","","315695","Cloudflare","","1816","31","61","110","1","","","","","8081","","","2157","1827","2130","2130","2157","27","1827","2157","330","17","18","","","","","1","0","non_blocking","","","","",
"3","230330_X5_E2","16224.36","127.0.0.1","https://fonts.gstatic.com/s/exo2/v20/7cHmv4okm5zmbtYoK-4W4nIp.woff2","1","GET","fonts.gstatic.com","/s/exo2/v20/7cHmv4okm5zmbtYoK-4W4nIp.woff2","16224.36","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Font","238","197","1834","1834.442","39736","39736","39736","Fri, 29 Mar 2024 12:08:44 GMT","public, max-age=31536000","font/woff2","","107","HTTP/2","-1","-1","1629","1631","1631","1640","https://fonts.googleapis.com/css?family=Exo+2:200,300,400,600,700","","","parser","Lowest","Lowest","","1957","100","100","-1","-1","100","-1","-1","-1","-1","-1","2","9","","","","","","","31522099","Google","","1823","1","0","110","1","TLS 1.3","False","h2","4865","8081","","","2072","1834","2031","2031","2072","41","1629","2072","249","18","19","","","","","1","0","non_blocking","","","","Array",
"3","230330_X5_E2","16224.64","127.0.0.1","https://www.piac.com.pk/templates/pia/images/logo-new.png","1","GET","www.piac.com.pk","/templates/pia/images/logo-new.png","16224.64","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Image","261","251","1934","1934.02","31132","31132","31132","Wed, 19 Apr 2023 05:18:27 GMT","public, max-age=2592000","image/png","","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","630","","parser","High","Low","","2155","100","100","-1","-1","100","-1","-1","45","-1","-1","-1","-1","","","","","31132","16907","1689482","Cloudflare","","1899","33","0","147","1","","","","","8081","","","2195","1934","2185","2185","2195","10","1934","2195","261","19","20","","","","","1","0","","","","","",
"3","230330_X5_E2","16224.65","127.0.0.1","https://www.piac.com.pk/images/headers/pia_banner_experience.png","1","GET","www.piac.com.pk","/images/headers/pia_banner_experience.png","16224.65","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Image","1634","1580","1971","1970.521","331857","331857","331857","Sat, 22 Apr 2023 20:11:09 GMT","public, max-age=2592000","image/png","","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","630","","parser","High","Low","","2176","100","100","-1","-1","100","-1","-1","100","-1","-1","-1","-1","","","","","331857","0","2002244","Cloudflare","","1907","35","37","220","1","","","","","8081","","","3605","1971","3551","3551","3605","54","1971","3605","1634","20","21","","","","","1","0","","","","","",
"3","230330_X5_E2","16224.66","127.0.0.1","https://www.piac.com.pk/images/seatIcon.png","1","GET","www.piac.com.pk","/images/seatIcon.png","16224.66","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Image","241","237","1976","1975.577","3315","3315","3315","Mon, 24 Apr 2023 18:22:35 GMT","public, max-age=2592000","image/png","","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","630","","parser","High","Low","","2113","100","100","-1","-1","100","-1","-1","100","-1","-1","-1","-1","","","","","3315","0","2168530","Cloudflare","","1918","37","63","220","1","","","","","8081","","","2217","1976","2213","2213","2217","4","1976","2217","241","21","22","","","","","1","0","","","","","",
"3","230330_X5_E2","16224.67","127.0.0.1","https://www.piac.com.pk/images/excess_baggage.png","1","GET","www.piac.com.pk","/images/excess_baggage.png","16224.67","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Image","1848","1806","1978","1978.394","254210","254210","254210","Sat, 29 Apr 2023 16:00:26 GMT","public, max-age=2592000","image/png","","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","630","","parser","Low","Low","","2131","100","100","-1","-1","100","-1","-1","94","-1","-1","-1","-1","","","","","254210","15201","2592000","Cloudflare","","1922","39","33","147","1","","","","","8081","","","3826","1978","3784","3784","3826","42","1978","3826","1848","22","23","","","","","1","0","","","","","",
"3","230330_X5_E2","16224.68","127.0.0.1","https://www.piac.com.pk/images/content/facebook.svg","1","GET","www.piac.com.pk","/images/content/facebook.svg","16224.68","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Image","231","221","1979","1979.027","515","515","999","Wed, 19 Apr 2023 05:18:27 GMT","public, max-age=2592000","image/svg+xml","gzip","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","630","","parser","Low","Low","","2137","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","515","0","","","","","1689483","Cloudflare","","1926","41","39","147","1","","","","","8081","","","2210","1979","2200","2200","2210","10","1979","2210","231","23","24","","","","","1","0","","","","","",
"3","230330_X5_E2","16224.69","127.0.0.1","https://www.piac.com.pk/images/content/twitter%20(1).svg","1","GET","www.piac.com.pk","/images/content/twitter%20(1).svg","16224.69","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Image","431","409","1980","1979.699","836","836","1594","Wed, 19 Apr 2023 05:18:28 GMT","public, max-age=2592000","image/svg+xml","gzip","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","630","","parser","Low","Low","","2152","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","836","0","","","","","1689483","Cloudflare","","1931","43","41","147","1","","","","","8081","","","2411","1980","2389","2389","2411","22","1980","2411","431","24","25","","","","","1","0","","","","","",
"3","230330_X5_E2","16224.70","127.0.0.1","https://www.piac.com.pk/images/content/instagram.svg","1","GET","www.piac.com.pk","/images/content/instagram.svg","16224.70","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Image","431","416","1983","1983.163","978","978","2935","Wed, 19 Apr 2023 05:18:28 GMT","public, max-age=2592000","image/svg+xml","gzip","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","630","","parser","Low","Low","","2140","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","978","0","","","","","1689483","Cloudflare","","1937","45","43","147","1","","","","","8081","","","2414","1983","2399","2399","2414","15","1983","2414","431","25","26","","","","","1","0","","","","","",
"3","230330_X5_E2","16224.71","127.0.0.1","https://www.piac.com.pk/images/content/youtube.svg","1","GET","www.piac.com.pk","/images/content/youtube.svg","16224.71","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Image","865","852","1984","1983.756","1909","1909","4032","Wed, 19 Apr 2023 05:18:27 GMT","public, max-age=2592000","image/svg+xml","gzip","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","630","","parser","Low","Low","","2134","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","1909","0","","","","","1689481","Cloudflare","","1940","47","45","147","1","","","","","8081","","","2849","1984","2836","2836","2849","13","1984","2849","865","26","27","","","","","1","0","","","","","",
"3","230330_X5_E2","16224.72","127.0.0.1","https://www.piac.com.pk/images/content/appstore.png","1","GET","www.piac.com.pk","/images/content/appstore.png","16224.72","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Image","995","973","1984","1984.254","37735","37735","37735","Wed, 19 Apr 2023 05:18:28 GMT","public, max-age=2592000","image/png","","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","630","","parser","Low","Low","","2137","100","100","-1","-1","100","-1","-1","60","-1","-1","-1","-1","","","","","37735","14930","1689482","Cloudflare","","1943","49","47","147","1","","","","","8081","","","2979","1984","2957","2957","2979","22","1984","2979","995","27","28","","","","","1","0","","","","","",
"3","230330_X5_E2","16224.73","127.0.0.1","https://www.piac.com.pk/images/content/googleplay.png","1","GET","www.piac.com.pk","/images/content/googleplay.png","16224.73","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Image","937","904","1985","1984.824","30841","30841","30841","Wed, 19 Apr 2023 05:18:27 GMT","public, max-age=2592000","image/png","","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","630","","parser","Low","Low","","2143","100","100","-1","-1","100","-1","-1","51","-1","-1","-1","-1","","","","","30841","14930","1689481","Cloudflare","","1946","51","49","147","1","","","","","8081","","","2922","1985","2889","2889","2922","33","1985","2922","937","28","29","","","","","1","0","","","","","",
"3","230330_X5_E2","16224.74","127.0.0.1","https://www.piac.com.pk/images/content/huawai.png","1","GET","www.piac.com.pk","/images/content/huawai.png","16224.74","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Image","989","964","1985","1985.305","58364","58364","58364","Wed, 19 Apr 2023 05:18:27 GMT","public, max-age=2592000","image/png","","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","630","","parser","Low","Low","","2131","100","100","-1","-1","100","-1","-1","100","-1","-1","-1","-1","","","","","58364","0","1689481","Cloudflare","","1949","53","51","147","1","","","","","8081","","","2974","1985","2949","2949","2974","25","1985","2974","989","29","30","","","","","1","0","","","","","",
"3","230330_X5_E2","16224.75","127.0.0.1","https://www.piac.com.pk/templates/pia/images/logo-footer.png","1","GET","www.piac.com.pk","/templates/pia/images/logo-footer.png","16224.75","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Image","829","821","1986","1985.817","29163","29163","29163","Wed, 19 Apr 2023 05:18:28 GMT","public, max-age=2592000","image/png","","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","630","","parser","Low","Low","","2164","100","100","-1","-1","100","-1","-1","42","-1","-1","-1","-1","","","","","29163","16907","1689482","Cloudflare","","1952","55","53","147","1","","","","","8081","","","2815","1986","2807","2807","2815","8","1986","2815","829","30","31","","","","","1","0","","","","","",
"3","230330_X5_E2","16224.76","127.0.0.1","https://www.piac.com.pk/images/fospah.png","1","GET","www.piac.com.pk","/images/fospah.png","16224.76","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Image","860","844","1986","1986.338","5474","5474","5474","Wed, 19 Apr 2023 05:18:28 GMT","public, max-age=2592000","image/png","","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","630","","parser","Low","Low","","2107","100","100","-1","-1","100","-1","-1","100","-1","-1","-1","-1","","","","","5474","0","1689482","Cloudflare","","1955","57","55","147","1","","","","","8081","","","2846","1986","2830","2830","2846","16","1986","2846","860","31","32","","","","","1","0","","","","","",
"3","230330_X5_E2","16224.77","127.0.0.1","https://www.piac.com.pk/templates/pia/images/news_big_1.jpg","1","GET","www.piac.com.pk","/templates/pia/images/news_big_1.jpg","16224.77","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Image","870","855","1987","1986.85","16569","16569","16569","Wed, 19 Apr 2023 05:18:28 GMT","public, max-age=2592000","image/jpeg","","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","630","","parser","Low","Low","","2161","100","100","-1","-1","100","-1","-1","20","-1","-1","-1","-1","","","","","16569","13241","1689482","Cloudflare","","1958","59","57","147","1","","","","","8081","","","2857","1987","2842","2842","2857","15","1987","2857","870","32","33","","","","","1","0","","1","0","","",
"3","230330_X5_E2","16224.78","127.0.0.1","https://www.piac.com.pk/templates/pia/images/prime-minster-logo.jpg","1","GET","www.piac.com.pk","/templates/pia/images/prime-minster-logo.jpg","16224.78","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Image","1272","1237","1987","1987.375","100451","100451","100451","Wed, 19 Apr 2023 05:18:28 GMT","public, max-age=2592000","image/jpeg","","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","630","","parser","Low","Low","","2185","100","100","-1","-1","100","-1","-1","35","-1","-1","-1","-1","","","","","100451","65261","1689482","Cloudflare","","1962","61","59","147","1","","","","","8081","","","3259","1987","3224","3224","3259","35","1987","3259","1272","33","34","","","","","1","0","","1","0","","",
"3","230330_X5_E2","16224.79","127.0.0.1","https://www.piac.com.pk/templates/piasubpage/css/cubes.png","1","GET","www.piac.com.pk","/templates/piasubpage/css/cubes.png","16224.79","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","302","","1070","1070","1989","1988.87","0","0","","Thu, 30 Mar 2023 16:00:26 GMT","no-cache, no-store, must-revalidate, max-age=0,public","text/html","","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/templates/piasubpage/css/cookiealert.css?f3479f8edf906ba500bd918b491dff14","","","parser","High","Low","","2227","-1","100","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","","","","","","","","Cloudflare","","1964","","","","","","","","","8081","","","3059","1989","3059","3059","3059","0","1989","3059","1070","34","35","","","","","1","0","non_blocking","","","","",
"3","230330_X5_E2","16224.96","127.0.0.1","https://www.piac.com.pk/cdn-cgi/challenge-platform/h/b/scripts/alpha/invisible.js?ts=1680192000","1","GET","www.piac.com.pk","/cdn-cgi/challenge-platform/h/b/scripts/alpha/invisible.js?ts=1680192000","16224.96","E7AD843651427B8CF63168D28F402790","about:blank","200","Script","745","739","2040","2039.564","12415","12415","25035","","max-age=14400, public","application/javascript","gzip","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","","","script","Low","Low","","1828","50","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","12785","0","","","","","14400","Cloudflare","","2038","65","61","147","1","","","","","8081","","","2785","2040","2779","2779","2785","6","2040","2785","745","35","36","23","13","826","862","1","0","non_blocking","","","","",
"3","230330_X5_E2","99999.99999.1","127.0.0.1","https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvOTIuMC40NTE1LjEzMRIXCQHeCnVC1IE7EgUNY9YcTRIFDdDtN1QSFwkVY8BTu0GWkxIFDeeNQA4SBQ3OQUx6?alt=proto","1","","content-autofill.googleapis.com","/v1/pages/ChRDaHJvbWUvOTIuMC40NTE1LjEzMRIXCQHeCnVC1IE7EgUNY9YcTRIFDdDtN1QSFwkVY8BTu0GWkxIFDeeNQA4SBQ3OQUx6?alt=proto","99999.99999.1","F34D373E8C19187DEBB2975BD0725942","","200","","259","256","2076","2075.781","84","84","72","","private,max-age=604800","text/plain","gzip","190","HTTP/2","-1","-1","2054","2056","2056","2069","","","","","Lowest","","","0","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","13","","","","","","","","","","2052","1","0","110","1","TLS 1.3","False","h2","4865","8081","","","2335","2076","2332","2332","2335","3","2054","2335","274","36","37","","","","","1","0","","","","","{'SETTINGS_MAX_FRAME_SIZE': 1048576, 'SETTINGS_MAX_CONCURRENT_STREAMS': 250, 'SETTINGS_MAX_HEADER_LIST_SIZE': 1048896, 'SETTINGS_INITIAL_WINDOW_SIZE': 1048576}",
"3","230330_X5_E2","16224.97","127.0.0.1","https://www.piac.com.pk/cdn-cgi/challenge-platform/h/b/scripts/pica.js","1","GET","www.piac.com.pk","/cdn-cgi/challenge-platform/h/b/scripts/pica.js","16224.97","E7AD843651427B8CF63168D28F402790","about:blank","200","Other","389","366","2865","2864.728","3641","3641","6872","","max-age=14400, public","application/javascript","gzip","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","0","","parser","High","High","","1765","50","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","3641","0","","","","","14400","Cloudflare","","2854","67","35","220","1","","","","","8081","","","3254","2865","3231","3231","3254","23","2865","3254","389","37","38","","","","","1","0","","","","","",
"3","230330_X5_E2","16224.79-1","127.0.0.1","https://www.piac.com.pk/","1","GET","www.piac.com.pk","/","16224.79","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Image","753","737","3077","3076.668","42229","42229","270129","Wed, 17 Aug 2005 00:00:00 GMT","no-store, no-cache, must-revalidate, post-check=0, pre-check=0,public","text/html","gzip","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/templates/piasubpage/css/cookiealert.css?f3479f8edf906ba500bd918b491dff14","","","parser","High","High","","2338","-1","100","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","","Cloudflare","","3074","69","67","220","1","","","","","8081","","","3830","3077","3814","3814","3830","16","3077","3830","753","38","39","","","","","1","0","non_blocking","","","","",
"3","230330_X5_E2","16224.98","127.0.0.1","https://www.piac.com.pk/cdn-cgi/challenge-platform/h/b/cv/result/7b0190b69ec91c39","1","POST","www.piac.com.pk","/cdn-cgi/challenge-platform/h/b/cv/result/7b0190b69ec91c39","16224.98","E7AD843651427B8CF63168D28F402790","about:blank","200","XHR","281","277","4664","4664.11","28","28","2","","","text/plain","gzip","23","HTTP/2","-1","-1","-1","-1","-1","-1","https://www.piac.com.pk/cdn-cgi/challenge-platform/h/b/scripts/alpha/invisible.js?ts=1680192000","0","19001","script","High","High","","2272","0","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","28","0","","","","","0","Cloudflare","","4655","71","0","220","1","","","","","8081","","","4945","4664","4941","4941","4945","4","4664","4945","281","39","40","","","","","1","0","","","","eC","",
"3","230330_X5_E2","16224.99","127.0.0.1","https://www.piac.com.pk/templates/pia2/favicon/manifest.json","1","GET","www.piac.com.pk","/templates/pia2/favicon/manifest.json","16224.99","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Manifest","364","327","4697","4697.258","208","208","720","Thu, 30 Mar 2023 16:00:28 GMT","public, max-age=0,public","application/json","gzip","207","HTTP/2","4633","4633","4681","4683","4684","4692","","","","other","Medium","Medium","","1981","-1","100","100","-1","100","-1","-1","-1","-1","0","2","8","208","0","","","","","","Cloudflare","","4678","1","0","183","1","TLS 1.3","False","h2","4865","8081","","","5061","4697","5024","5024","5061","37","4681","5061","374","40","41","","","","","1","0","","","","","Array",
"3","230330_X5_E2","16224.100","127.0.0.1","https://www.piac.com.pk/templates/pia2/favicon/android-icon-192x192.png","1","GET","www.piac.com.pk","/templates/pia2/favicon/android-icon-192x192.png","16224.100","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Other","182","173","4739","4738.52","14342","14342","14342","Wed, 19 Apr 2023 05:57:50 GMT","public, max-age=2592000","image/png","","23","HTTP/2","-1","-1","-1","-1","-1","-1","","","","other","High","High","","2410","100","100","-1","-1","100","-1","-1","100","-1","-1","-1","-1","","","","","14342","0","1691842","Cloudflare","","4734","73","71","220","1","","","","","8081","","","4921","4739","4912","4912","4921","9","4739","4921","182","41","42","","","","","1","0","","","","","",
"3","230330_X5_E2","16224.101","127.0.0.1","https://www.piac.com.pk/templates/pia2/favicon/apple-icon-180x180.png","1","GET","www.piac.com.pk","/templates/pia2/favicon/apple-icon-180x180.png","16224.101","F34D373E8C19187DEBB2975BD0725942","https://www.piac.com.pk/experience/baggage/advance-purchase-excess-baggage","200","Other","171","165","4767","4767.232","15355","15355","15355","Wed, 19 Apr 2023 05:57:50 GMT","public, max-age=2592000","image/png","","23","HTTP/2","-1","-1","-1","-1","-1","-1","","","","other","High","High","","2404","100","100","-1","-1","100","-1","-1","100","-1","-1","-1","-1","","","","","15355","0","1691842","Cloudflare","","4762","75","73","220","1","","","","","8081","","","4938","4767","4932","4932","4938","6","4767","4938","171","42","43","","","","","1","0","","","","","",
