"type","id","request_id","ip_addr","full_url","is_secure","method","host","url","raw_id","frame_id","documentURL","responseCode","request_type","load_ms","ttfb_ms","load_start","load_start_float","bytesIn","objectSize","objectSizeUncompressed","expires","cacheControl","contentType","contentEncoding","socket","protocol","dns_start","dns_end","connect_start","connect_end","ssl_start","ssl_end","initiator","initiator_line","initiator_column","initiator_type","priority","initial_priority","server_rtt","bytesOut","score_cache","score_cdn","score_gzip","score_cookies","score_keep-alive","score_minify","score_combine","score_compress","score_etags","dns_ms","connect_ms","ssl_ms","gzip_total","gzip_save","minify_total","minify_save","image_total","image_save","cache_time","cdn_provider","server_count","created","tls_version","tls_resumed","tls_next_proto","tls_cipher_suite","server_port","final_base_page","is_base_page","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","cpu.EvaluateScript","cpu.v8.compile","cpuTime","run","cached","renderBlocking","http2_stream_id","http2_stream_dependency","http2_stream_weight","http2_stream_exclusive","cpu.FunctionCall","http2_server_settings","jpeg_scan_count","score_progressive_jpeg","initiator_function",
"3","230330_Q9_MH","8671.51","127.0.0.1","http://servant.indexisto.com/files/searchbox/searchbox.nocache.js?type=edit","0","GET","servant.indexisto.com","/files/searchbox/searchbox.nocache.js?type=edit","8671.51","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","500","Script","168","168","1259","1259.175","0","0","","","","","","237","http/1.1","1161","1161","1255","1255","-1","-1","https://www.fpsc.gov.pk/downloads","152","","parser","High","High","","982","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","-1","","","","","","","","","","1236","","","","","8080","","","1427","1259","1427","1427","1427","0","1259","1427","168","8","9","","","","1","0","blocking","","","","","","","","","",
"3","230330_Q9_MH","8671.10","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/jquery_update/replace/ui/themes/base/minified/jquery.ui.accordion.min.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/jquery_update/replace/ui/themes/base/minified/jquery.ui.accordion.min.css?rc4kj0","8671.10","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","741","733","1421","1421.088","651","651","651","Thu, 13 Apr 2023 19:02:46 GMT","max-age=1209600","text/css","","25","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","90","","parser","Highest","Highest","","1927","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1152","","","","","8081","","","2162","1421","2154","2154","2162","8","1421","2162","741","9","10","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.11","127.0.0.1","https://www.fpsc.gov.pk/modules/comment/comment.css?rc4kj0","1","GET","www.fpsc.gov.pk","/modules/comment/comment.css?rc4kj0","8671.11","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","751","743","1423","1423.018","184","184","184","Thu, 13 Apr 2023 19:02:46 GMT","max-age=1209600","text/css","","23","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","102","","parser","Highest","Highest","","1735","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1154","","","","","8081","","","2174","1423","2166","2166","2174","8","1423","2174","751","10","11","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.12","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/date/date_api/date.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/date/date_api/date.css?rc4kj0","8671.12","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","749","744","1665","1665.281","3733","3733","3733","Thu, 13 Apr 2023 19:02:46 GMT","max-age=1209600","text/css","","43","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","102","","parser","Highest","Highest","","1774","100","0","32","-1","100","-1","-1","-1","-1","-1","-1","-1","3733","2523","","","","","1209600","","","1159","","","","","8081","","","2414","1665","2409","2409","2414","5","1665","2414","749","11","12","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.13","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/date/date_popup/themes/datepicker.1.7.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/date/date_popup/themes/datepicker.1.7.css?rc4kj0","8671.13","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","750","746","1669","1669.364","3722","3722","3722","Thu, 13 Apr 2023 19:02:46 GMT","max-age=1209600","text/css","","61","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","102","","parser","Highest","Highest","","1831","100","0","24","-1","100","-1","-1","-1","-1","-1","-1","-1","3722","2804","","","","","1209600","","","1161","","","","","8081","","","2419","1669","2415","2415","2419","4","1669","2419","750","12","13","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.14","127.0.0.1","https://www.fpsc.gov.pk/modules/field/theme/field.css?rc4kj0","1","GET","www.fpsc.gov.pk","/modules/field/theme/field.css?rc4kj0","8671.14","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","517","510","1888","1887.694","550","550","550","Thu, 13 Apr 2023 19:02:46 GMT","max-age=1209600","text/css","","75","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","102","","parser","Highest","Highest","","1741","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1167","","","","","8081","","","2405","1888","2398","2398","2405","7","1888","2405","517","13","14","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.15","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/google_cse/google_cse.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/google_cse/google_cse.css?rc4kj0","8671.15","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","230","227","2193","2193.354","198","198","198","Thu, 13 Apr 2023 19:02:46 GMT","max-age=1209600","text/css","","25","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","102","","parser","Highest","Highest","","1783","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1168","","","","","8081","","","2423","2193","2420","2420","2423","3","2193","2423","230","14","15","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.16","127.0.0.1","https://www.fpsc.gov.pk/modules/node/node.css?rc4kj0","1","GET","www.fpsc.gov.pk","/modules/node/node.css?rc4kj0","8671.16","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","232","228","2196","2196.341","144","144","144","Thu, 13 Apr 2023 19:02:46 GMT","max-age=1209600","text/css","","23","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","102","","parser","Highest","Highest","","1717","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1171","","","","","8081","","","2428","2196","2424","2424","2428","4","2196","2428","232","15","16","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.17","127.0.0.1","https://www.fpsc.gov.pk/modules/search/search.css?rc4kj0","1","GET","www.fpsc.gov.pk","/modules/search/search.css?rc4kj0","8671.17","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","393","386","2201","2200.706","564","564","564","Thu, 13 Apr 2023 19:02:46 GMT","max-age=1209600","text/css","","81","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","102","","parser","Highest","Highest","","1729","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1172","","","","","8081","","","2594","2201","2587","2587","2594","7","2201","2594","393","16","17","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.18","127.0.0.1","https://www.fpsc.gov.pk/modules/user/user.css?rc4kj0","1","GET","www.fpsc.gov.pk","/modules/user/user.css?rc4kj0","8671.18","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","225","221","2445","2445.19","1827","1827","1827","Thu, 13 Apr 2023 19:02:46 GMT","max-age=1209600","text/css","","75","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","102","","parser","Highest","Highest","","1717","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1174","","","","","8081","","","2670","2445","2666","2666","2670","4","2445","2670","225","17","18","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.19","127.0.0.1","https://www.fpsc.gov.pk/modules/forum/forum.css?rc4kj0","1","GET","www.fpsc.gov.pk","/modules/forum/forum.css?rc4kj0","8671.19","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","241","237","2447","2447.465","1056","1056","1056","Thu, 13 Apr 2023 19:02:46 GMT","max-age=1209600","text/css","","43","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","102","","parser","Highest","Highest","","1723","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1179","","","","","8081","","","2688","2447","2684","2684","2688","4","2447","2688","241","18","19","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.20","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/views/css/views.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/views/css/views.css?rc4kj0","8671.20","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","349","346","2450","2450","707","707","707","Thu, 13 Apr 2023 19:02:46 GMT","max-age=1209600","text/css","","61","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","102","","parser","Highest","Highest","","1765","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1183","","","","","8081","","","2799","2450","2796","2796","2799","3","2450","2799","349","19","20","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.21","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/accordion_blocks/accordion_init.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/accordion_blocks/accordion_init.css?rc4kj0","8671.21","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","436","429","2452","2452.085","476","476","476","Thu, 13 Apr 2023 19:02:46 GMT","max-age=1209600","text/css","","25","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","110","","parser","Highest","Highest","","1813","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1188","","","","","8081","","","2888","2452","2881","2881","2888","7","2452","2888","436","20","21","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.22","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/ctools/css/ctools.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/ctools/css/ctools.css?rc4kj0","8671.22","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","458","451","2455","2454.564","509","509","509","Thu, 13 Apr 2023 19:02:46 GMT","max-age=1209600","text/css","","23","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","110","","parser","Highest","Highest","","1771","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1189","","","","","8081","","","2913","2455","2906","2906","2913","7","2455","2913","458","21","22","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.23","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/panels/css/panels.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/panels/css/panels.css?rc4kj0","8671.23","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","423","416","2603","2602.874","786","786","786","Thu, 13 Apr 2023 19:02:47 GMT","max-age=1209600","text/css","","81","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","110","","parser","Highest","Highest","","1771","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1191","","","","","8081","","","3026","2603","3019","3019","3026","7","2603","3026","423","22","23","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.24","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/panels/plugins/layouts/flexible/flexible.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/panels/plugins/layouts/flexible/flexible.css?rc4kj0","8671.24","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","425","418","2676","2675.851","58","58","58","Thu, 13 Apr 2023 19:02:47 GMT","max-age=1209600","text/css","","75","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","110","","parser","Highest","Highest","","1840","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1193","","","","","8081","","","3101","2676","3094","3094","3101","7","2676","3101","425","23","24","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.25","127.0.0.1","https://www.fpsc.gov.pk/sites/default/files/ctools/css/90875d127316d86640f69e5aaf32b0e7.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/default/files/ctools/css/90875d127316d86640f69e5aaf32b0e7.css?rc4kj0","8671.25","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","438","431","2694","2693.867","123","123","123","Thu, 13 Apr 2023 19:02:47 GMT","max-age=1209600","text/css","","43","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","110","","parser","Highest","Highest","","1855","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1195","","","","","8081","","","3132","2694","3125","3125","3132","7","2694","3132","438","24","25","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.26","127.0.0.1","https://www.fpsc.gov.pk/sites/default/files/ctools/css/5c8229f459edf4315b9c3568a645af38.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/default/files/ctools/css/5c8229f459edf4315b9c3568a645af38.css?rc4kj0","8671.26","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","505","498","2805","2804.585","1307","1307","1307","Thu, 13 Apr 2023 19:02:47 GMT","max-age=1209600","text/css","","61","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","110","","parser","Highest","Highest","","1855","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1196","","","","","8081","","","3310","2805","3303","3303","3310","7","2805","3310","505","25","26","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.28","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/tb_megamenu/css/bootstrap.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/tb_megamenu/css/bootstrap.css?rc4kj0","8671.28","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","816","786","2899","2898.877","78696","78696","78696","Thu, 13 Apr 2023 19:02:47 GMT","max-age=1209600","text/css","","25","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","118","","parser","Highest","Highest","","1795","100","0","13","-1","100","-1","-1","-1","-1","-1","-1","-1","78696","67993","","","","","1209600","","","1199","","","","","8081","","","3715","2899","3685","3685","3715","30","2899","3715","816","26","27","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.29","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/tb_megamenu/css/base.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/tb_megamenu/css/base.css?rc4kj0","8671.29","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","807","790","2918","2917.77","27434","27434","27434","Thu, 13 Apr 2023 19:02:47 GMT","max-age=1209600","text/css","","23","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","118","","parser","Highest","Highest","","1780","100","0","15","-1","100","-1","-1","-1","-1","-1","-1","-1","27434","23104","","","","","1209600","","","1201","","","","","8081","","","3725","2918","3708","3708","3725","17","2918","3725","807","27","28","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.30","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/tb_megamenu/css/default.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/tb_megamenu/css/default.css?rc4kj0","8671.30","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","1016","988","3034","3034.386","41617","41617","41617","Thu, 13 Apr 2023 19:02:47 GMT","max-age=1209600","text/css","","81","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","118","","parser","Highest","Highest","","1789","100","0","16","-1","100","-1","-1","-1","-1","-1","-1","-1","41617","34836","","","","","1209600","","","1202","","","","","8081","","","4050","3034","4022","4022","4050","28","3034","4050","1016","28","29","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.31","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/tb_megamenu/css/compatibility.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/tb_megamenu/css/compatibility.css?rc4kj0","8671.31","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","792","784","3113","3112.614","700","700","700","Thu, 13 Apr 2023 19:02:47 GMT","max-age=1209600","text/css","","75","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","118","","parser","Highest","Highest","","1807","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1203","","","","","8081","","","3905","3113","3897","3897","3905","8","3113","3905","792","29","30","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.32","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/tb_megamenu/css/styles/green.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/tb_megamenu/css/styles/green.css?rc4kj0","8671.32","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","869","862","3138","3138.452","1961","1961","1961","Thu, 13 Apr 2023 19:02:47 GMT","max-age=1209600","text/css","","43","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","118","","parser","Highest","Highest","","1804","100","0","21","-1","100","-1","-1","-1","-1","-1","-1","-1","1961","1540","","","","","1209600","","","1205","","","","","8081","","","4007","3138","4000","4000","4007","7","3138","4007","869","30","31","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.33","127.0.0.1","https://www.fpsc.gov.pk/sites/all/themes/professional_theme/style.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/themes/professional_theme/style.css?rc4kj0","8671.33","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","1311","1273","3320","3319.84","58974","58974","58974","Thu, 13 Apr 2023 19:02:48 GMT","max-age=1209600","text/css","","61","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","128","","parser","Highest","Highest","","1789","100","0","19","-1","100","-1","-1","-1","-1","-1","-1","-1","58974","47223","","","","","1209600","","","1207","","","","","8081","","","4631","3320","4593","4593","4631","38","3320","4631","1311","31","32","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.34","127.0.0.1","https://www.fpsc.gov.pk/sites/all/themes/professional_theme/responsive.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/themes/professional_theme/responsive.css?rc4kj0","8671.34","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","476","447","3723","3722.505","30763","30763","30763","Thu, 13 Apr 2023 19:02:48 GMT","max-age=1209600","text/css","","25","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","128","","parser","Highest","Highest","","1804","100","0","12","-1","100","-1","-1","-1","-1","-1","-1","-1","30763","26872","","","","","1209600","","","1208","","","","","8081","","","4199","3723","4170","4170","4199","29","3723","4199","476","32","33","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.35","127.0.0.1","https://www.fpsc.gov.pk/sites/default/files/fontyourface/wysiwyg.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/default/files/fontyourface/wysiwyg.css?rc4kj0","8671.35","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","459","451","3728","3727.662","378","378","378","Thu, 13 Apr 2023 19:02:48 GMT","max-age=1209600","text/css","","23","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","134","","parser","Highest","Highest","","1786","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1209","","","","","8081","","","4187","3728","4179","4179","4187","8","3728","4187","459","33","34","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.36","127.0.0.1","https://www.fpsc.gov.pk/sites/default/files/fontyourface/font.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/default/files/fontyourface/font.css?rc4kj0","8671.36","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","324","320","3917","3916.537","385","385","385","Thu, 13 Apr 2023 19:02:48 GMT","max-age=1209600","text/css","","75","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","134","","parser","Highest","Highest","","1777","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1211","","","","","8081","","","4241","3917","4237","4237","4241","4","3917","4241","324","34","35","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.37","127.0.0.1","https://www.fpsc.gov.pk/sites/default/files/fontyourface/local_fonts/Oswald_Regular-normal-normal/stylesheet.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/default/files/fontyourface/local_fonts/Oswald_Regular-normal-normal/stylesheet.css?rc4kj0","8671.37","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","225","222","4019","4019.183","146","146","146","Thu, 13 Apr 2023 19:02:48 GMT","max-age=1209600","text/css","","43","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","134","","parser","Highest","Highest","","1918","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1213","","","","","8081","","","4244","4019","4241","4241","4244","3","4019","4244","225","35","36","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.38","127.0.0.1","https://www.fpsc.gov.pk/sites/default/files/fontyourface/local_fonts/pdms-normal-normal/stylesheet.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/default/files/fontyourface/local_fonts/pdms-normal-normal/stylesheet.css?rc4kj0","8671.38","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Stylesheet","360","353","4054","4054.298","144","144","144","Thu, 13 Apr 2023 19:02:48 GMT","max-age=1209600","text/css","","81","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","134","","parser","Highest","Highest","","1888","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","1215","","","","","8081","","","4414","4054","4407","4407","4414","7","4054","4414","360","36","37","","","","1","0","","","","","","","","","","",
"3","230330_Q9_MH","8671.39","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/jquery_update/replace/jquery/1.10/jquery.min.js?v=1.10.2","1","GET","www.fpsc.gov.pk","/sites/all/modules/jquery_update/replace/jquery/1.10/jquery.min.js?v=1.10.2","8671.39","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Script","982","971","4204","4203.712","93113","93113","93113","Thu, 13 Apr 2023 19:02:48 GMT","max-age=1209600","application/javascript","","23","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","135","","parser","High","High","","1951","100","0","35","-1","100","-1","-1","-1","-1","-1","-1","-1","93113","60286","","","","","1209600","","","1217","","","","","8081","","","5186","4204","5175","5175","5186","11","4204","5186","982","37","38","91","35","253","1","0","blocking","","","","","127","","","","",
"3","230330_Q9_MH","8671.40","127.0.0.1","https://www.fpsc.gov.pk/misc/jquery.once.js?v=1.2","1","GET","www.fpsc.gov.pk","/misc/jquery.once.js?v=1.2","8671.40","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Script","229","225","4207","4206.707","2974","2974","2974","Thu, 13 Apr 2023 19:02:48 GMT","max-age=1209600","application/javascript","","25","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","136","","parser","High","High","","1804","100","0","36","-1","100","-1","-1","-1","-1","-1","-1","-1","2974","1895","","","","","1209600","","","1219","","","","","8081","","","4436","4207","4432","4432","4436","4","4207","4436","229","38","39","2","1","3","1","0","blocking","","","","","","","","","",
"3","230330_Q9_MH","8671.41","127.0.0.1","https://www.fpsc.gov.pk/misc/drupal.js?rc4kj0","1","GET","www.fpsc.gov.pk","/misc/drupal.js?rc4kj0","8671.41","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Script","287","273","4255","4254.637","20219","20219","20219","Thu, 13 Apr 2023 19:02:48 GMT","max-age=1209600","application/javascript","","75","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","137","","parser","High","High","","1792","100","0","34","-1","100","-1","-1","-1","-1","-1","-1","-1","20219","13277","","","","","1209600","","","1221","","","","","8081","","","4542","4255","4528","4528","4542","14","4255","4542","287","39","40","20","7","28","1","0","blocking","","","","","","","","","",
"3","230330_Q9_MH","8671.42","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/jquery_update/replace/ui/ui/minified/jquery.ui.core.min.js?v=1.10.2","1","GET","www.fpsc.gov.pk","/sites/all/modules/jquery_update/replace/ui/ui/minified/jquery.ui.core.min.js?v=1.10.2","8671.42","7B86CB385905E3F3C6E6D279EC33246D","https://www.fpsc.gov.pk/downloads","200","Script","288","258","4257","4257.45","4292","4292","4292","Thu, 13 Apr 2023 19:02:48 GMT","max-age=1209600","application/javascript","","43","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/downloads","138","","parser","High","High","","1984","100","0","44","-1","100","-1","-1","-1","-1","-1","-1","-1","4292","2379","","","","","1209600","","","1222","","","","","8081","","","4545","4257","4515","4515","4545","30","4257","4545","288","40","41","12","2","14","1","0","blocking","","","","","","","","","",
