"type","id","request_id","ip_addr","full_url","is_secure","method","host","url","raw_id","frame_id","documentURL","responseCode","request_type","load_ms","ttfb_ms","load_start","load_start_float","bytesIn","objectSize","objectSizeUncompressed","expires","cacheControl","contentType","contentEncoding","socket","protocol","dns_start","dns_end","connect_start","connect_end","ssl_start","ssl_end","initiator","initiator_line","initiator_column","initiator_type","priority","initial_priority","server_rtt","bytesOut","score_cache","score_cdn","score_gzip","score_cookies","score_keep-alive","score_minify","score_combine","score_compress","score_etags","dns_ms","connect_ms","ssl_ms","gzip_total","gzip_save","minify_total","minify_save","image_total","image_save","cache_time","cdn_provider","server_count","created","tls_version","tls_resumed","tls_next_proto","tls_cipher_suite","server_port","final_base_page","is_base_page","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","cpu.EvaluateScript","cpu.v8.compile","cpuTime","run","cached","renderBlocking","http2_stream_id","http2_stream_dependency","http2_stream_weight","http2_stream_exclusive","cpu.FunctionCall","http2_server_settings","jpeg_scan_count","score_progressive_jpeg","initiator_function",
"3","230330_ED_MC","B8F99D437DA07A40D0F762962F57FBBC","127.0.0.1","https://www.fpsc.gov.pk/","1","GET","www.fpsc.gov.pk","/","B8F99D437DA07A40D0F762962F57FBBC","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Document","2320","2286","7545","7544.905","62682","62682","62682","Sun, 19 Nov 1978 05:00:00 GMT","no-cache, must-revalidate","text/html","","30","http/1.1","6030","6031","6110","6113","6113","7543","","","","script","Highest","Highest","","2089","-1","-1","16","-1","100","-1","-1","-1","-1","1","3","1430","63074","52440","","","","","","","","78","TLS 1.3","False","http/1.1","4865","8081","1","1","9865","7545","9831","9831","9865","34","6030","9865","3754","0","1","17","8","25","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.4","127.0.0.1","https://www.fpsc.gov.pk/modules/system/system.base.css?rc4kj0","1","GET","www.fpsc.gov.pk","/modules/system/system.base.css?rc4kj0","4479.4","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","242","238","10048","10048.191","5428","5428","5428","Thu, 13 Apr 2023 18:58:07 GMT","max-age=1209600","text/css","","30","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","83","","parser","Highest","Highest","","1744","100","0","34","-1","100","-1","-1","-1","-1","-1","-1","-1","5428","3534","","","","","1209600","","","10045","","","","","8081","","","10290","10048","10286","10286","10290","4","10048","10290","242","1","2","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.5","127.0.0.1","https://www.fpsc.gov.pk/modules/system/system.menus.css?rc4kj0","1","GET","www.fpsc.gov.pk","/modules/system/system.menus.css?rc4kj0","4479.5","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","387","384","10137","10136.584","2035","2035","2035","Thu, 13 Apr 2023 18:58:07 GMT","max-age=1209600","text/css","","44","http/1.1","-1","-1","10067","10070","10071","10083","https://www.fpsc.gov.pk/","83","","parser","Highest","Highest","","1747","100","0","-1","-1","100","-1","-1","-1","-1","-1","3","12","","","","","","","1209600","","","10057","TLS 1.3","False","http/1.1","4865","8081","","","10524","10137","10521","10521","10524","3","10067","10524","402","2","3","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.6","127.0.0.1","https://www.fpsc.gov.pk/modules/system/system.messages.css?rc4kj0","1","GET","www.fpsc.gov.pk","/modules/system/system.messages.css?rc4kj0","4479.6","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","592","585","10170","10169.585","961","961","961","Thu, 13 Apr 2023 18:58:07 GMT","max-age=1209600","text/css","","50","http/1.1","-1","-1","10079","10084","10084","10094","https://www.fpsc.gov.pk/","83","","parser","Highest","Highest","","1756","100","0","-1","-1","100","-1","-1","-1","-1","-1","5","10","","","","","","","1209600","","","10062","TLS 1.3","True","http/1.1","4865","8081","","","10762","10170","10755","10755","10762","7","10079","10762","607","3","4","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.7","127.0.0.1","https://www.fpsc.gov.pk/modules/system/system.theme.css?rc4kj0","1","GET","www.fpsc.gov.pk","/modules/system/system.theme.css?rc4kj0","4479.7","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","799","792","10194","10194.108","3711","3711","3711","Thu, 13 Apr 2023 18:58:07 GMT","max-age=1209600","text/css","","60","http/1.1","-1","-1","10101","10103","10103","10113","https://www.fpsc.gov.pk/","83","","parser","Highest","Highest","","1747","100","0","33","-1","100","-1","-1","-1","-1","-1","2","10","3711","2480","","","","","1209600","","","10076","TLS 1.3","True","http/1.1","4865","8081","","","10993","10194","10986","10986","10993","7","10101","10993","811","4","5","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.8","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/jquery_update/replace/ui/themes/base/minified/jquery.ui.core.min.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/jquery_update/replace/ui/themes/base/minified/jquery.ui.core.min.css?rc4kj0","4479.8","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","959","948","10202","10201.807","928","928","928","Thu, 13 Apr 2023 18:58:07 GMT","max-age=1209600","text/css","","82","http/1.1","-1","-1","10123","10124","10124","10131","https://www.fpsc.gov.pk/","89","","parser","Highest","Highest","","1912","100","0","-1","-1","100","-1","-1","-1","-1","-1","1","7","","","","","","","1209600","","","10088","TLS 1.3","True","http/1.1","4865","8081","","","11161","10202","11150","11150","11161","11","10123","11161","967","5","6","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.61","127.0.0.1","http://servant.indexisto.com/files/searchbox/searchbox.nocache.js?type=edit","0","GET","servant.indexisto.com","/files/searchbox/searchbox.nocache.js?type=edit","4479.61","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","500","Script","490","490","10210","10210.426","0","0","","","","","","282","http/1.1","10120","10120","10207","10207","-1","-1","https://www.fpsc.gov.pk/","162","","parser","High","High","","982","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","0","-1","","","","","","","","","","10191","","","","","8080","","","10700","10210","10700","10700","10700","0","10210","10700","490","6","7","","","","1","0","blocking","","","","","","","","","",
"3","230330_ED_MC","4479.9","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/jquery_update/replace/ui/themes/base/minified/jquery.ui.theme.min.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/jquery_update/replace/ui/themes/base/minified/jquery.ui.theme.min.css?rc4kj0","4479.9","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","1087","1070","10299","10298.749","13658","13658","13658","Thu, 13 Apr 2023 18:58:07 GMT","max-age=1209600","text/css","","30","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","89","","parser","Highest","Highest","","1915","100","0","16","-1","100","-1","-1","-1","-1","-1","-1","-1","13658","11404","","","","","1209600","","","10090","","","","","8081","","","11386","10299","11369","11369","11386","17","10299","11386","1087","7","8","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.25","127.0.0.1","https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.4.0/css/font-awesome.min.css","1","GET","cdnjs.cloudflare.com","/ajax/libs/font-awesome/4.4.0/css/font-awesome.min.css","4479.25","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","257","243","10413","10413.08","5936","5936","26711","Tue, 19 Mar 2024 20:13:36 GMT","public, max-age=30672000","text/css","gzip","184","HTTP/2","10097","10097","10178","10179","10179","10409","https://www.fpsc.gov.pk/","107","","parser","Highest","Highest","","1939","100","100","100","-1","100","-1","-1","-1","-1","0","1","230","5936","0","","","","","30002827","Cloudflare","","10134","TLS 1.3","False","h2","4865","8081","","","10670","10413","10656","10656","10670","14","10178","10670","488","8","9","","","","1","0","blocking","1","0","256","1","","","","","",
"3","230330_ED_MC","4479.10","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/jquery_update/replace/ui/themes/base/minified/jquery.ui.accordion.min.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/jquery_update/replace/ui/themes/base/minified/jquery.ui.accordion.min.css?rc4kj0","4479.10","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","689","684","10532","10532.451","651","651","651","Thu, 13 Apr 2023 18:58:08 GMT","max-age=1209600","text/css","","44","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","89","","parser","Highest","Highest","","1927","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10097","","","","","8081","","","11221","10532","11216","11216","11221","5","10532","11221","689","9","10","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.11","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/views_slideshow/views_slideshow.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/views_slideshow/views_slideshow.css?rc4kj0","4479.11","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","496","493","10767","10766.577","155","155","155","Thu, 13 Apr 2023 18:58:08 GMT","max-age=1209600","text/css","","50","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","89","","parser","Highest","Highest","","1813","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10107","","","","","8081","","","11263","10767","11260","11260","11263","3","10767","11263","496","10","11","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.12","127.0.0.1","https://www.fpsc.gov.pk/modules/comment/comment.css?rc4kj0","1","GET","www.fpsc.gov.pk","/modules/comment/comment.css?rc4kj0","4479.12","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","377","373","11002","11001.862","184","184","184","Thu, 13 Apr 2023 18:58:08 GMT","max-age=1209600","text/css","","60","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","101","","parser","Highest","Highest","","1735","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10109","","","","","8081","","","11379","11002","11375","11375","11379","4","11002","11379","377","11","12","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.13","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/date/date_api/date.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/date/date_api/date.css?rc4kj0","4479.13","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","269","266","11174","11173.592","3733","3733","3733","Thu, 13 Apr 2023 18:58:08 GMT","max-age=1209600","text/css","","82","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","101","","parser","Highest","Highest","","1774","100","0","32","-1","100","-1","-1","-1","-1","-1","-1","-1","3733","2523","","","","","1209600","","","10114","","","","","8081","","","11443","11174","11440","11440","11443","3","11174","11443","269","12","13","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.14","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/date/date_popup/themes/datepicker.1.7.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/date/date_popup/themes/datepicker.1.7.css?rc4kj0","4479.14","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","265","261","11231","11230.897","3722","3722","3722","Thu, 13 Apr 2023 18:58:08 GMT","max-age=1209600","text/css","","44","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","101","","parser","Highest","Highest","","1831","100","0","24","-1","100","-1","-1","-1","-1","-1","-1","-1","3722","2804","","","","","1209600","","","10115","","","","","8081","","","11496","11231","11492","11492","11496","4","11231","11496","265","13","14","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.15","127.0.0.1","https://www.fpsc.gov.pk/modules/field/theme/field.css?rc4kj0","1","GET","www.fpsc.gov.pk","/modules/field/theme/field.css?rc4kj0","4479.15","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","340","331","11267","11266.776","550","550","550","Thu, 13 Apr 2023 18:58:08 GMT","max-age=1209600","text/css","","50","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","101","","parser","Highest","Highest","","1741","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10116","","","","","8081","","","11607","11267","11598","11598","11607","9","11267","11607","340","14","15","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.16","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/google_cse/google_cse.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/google_cse/google_cse.css?rc4kj0","4479.16","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","237","228","11390","11390.414","198","198","198","Thu, 13 Apr 2023 18:58:08 GMT","max-age=1209600","text/css","","60","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","101","","parser","Highest","Highest","","1783","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10117","","","","","8081","","","11627","11390","11618","11618","11627","9","11390","11627","237","15","16","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.17","127.0.0.1","https://www.fpsc.gov.pk/modules/node/node.css?rc4kj0","1","GET","www.fpsc.gov.pk","/modules/node/node.css?rc4kj0","4479.17","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","283","278","11398","11398.199","144","144","144","Thu, 13 Apr 2023 18:58:08 GMT","max-age=1209600","text/css","","30","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","101","","parser","Highest","Highest","","1717","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10119","","","","","8081","","","11681","11398","11676","11676","11681","5","11398","11681","283","16","17","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.18","127.0.0.1","https://www.fpsc.gov.pk/modules/search/search.css?rc4kj0","1","GET","www.fpsc.gov.pk","/modules/search/search.css?rc4kj0","4479.18","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","310","307","11450","11449.579","564","564","564","Thu, 13 Apr 2023 18:58:08 GMT","max-age=1209600","text/css","","82","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","101","","parser","Highest","Highest","","1729","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10120","","","","","8081","","","11760","11450","11757","11757","11760","3","11450","11760","310","17","18","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.19","127.0.0.1","https://www.fpsc.gov.pk/modules/user/user.css?rc4kj0","1","GET","www.fpsc.gov.pk","/modules/user/user.css?rc4kj0","4479.19","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","347","342","11500","11499.775","1827","1827","1827","Thu, 13 Apr 2023 18:58:08 GMT","max-age=1209600","text/css","","44","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","101","","parser","Highest","Highest","","1717","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10121","","","","","8081","","","11847","11500","11842","11842","11847","5","11500","11847","347","18","19","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.20","127.0.0.1","https://www.fpsc.gov.pk/modules/forum/forum.css?rc4kj0","1","GET","www.fpsc.gov.pk","/modules/forum/forum.css?rc4kj0","4479.20","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","243","237","11612","11612.038","1056","1056","1056","Thu, 13 Apr 2023 18:58:08 GMT","max-age=1209600","text/css","","50","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","101","","parser","Highest","Highest","","1723","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10126","","","","","8081","","","11855","11612","11849","11849","11855","6","11612","11855","243","19","20","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.21","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/views/css/views.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/views/css/views.css?rc4kj0","4479.21","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","265","261","11632","11632.18","707","707","707","Thu, 13 Apr 2023 18:58:08 GMT","max-age=1209600","text/css","","60","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","101","","parser","Highest","Highest","","1765","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10128","","","","","8081","","","11897","11632","11893","11893","11897","4","11632","11897","265","20","21","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.22","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/accordion_blocks/accordion_init.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/accordion_blocks/accordion_init.css?rc4kj0","4479.22","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","295","292","11687","11686.991","476","476","476","Thu, 13 Apr 2023 18:58:08 GMT","max-age=1209600","text/css","","30","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","106","","parser","Highest","Highest","","1813","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10129","","","","","8081","","","11982","11687","11979","11979","11982","3","11687","11982","295","21","22","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.23","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/ctools/css/ctools.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/ctools/css/ctools.css?rc4kj0","4479.23","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","307","300","11773","11773.487","509","509","509","Thu, 13 Apr 2023 18:58:08 GMT","max-age=1209600","text/css","","82","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","106","","parser","Highest","Highest","","1771","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10132","","","","","8081","","","12080","11773","12073","12073","12080","7","11773","12080","307","22","23","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.24","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/panels/css/panels.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/panels/css/panels.css?rc4kj0","4479.24","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","241","237","11870","11869.709","786","786","786","Thu, 13 Apr 2023 18:58:08 GMT","max-age=1209600","text/css","","44","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","106","","parser","Highest","Highest","","1771","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10133","","","","","8081","","","12111","11870","12107","12107","12111","4","11870","12111","241","23","24","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.26","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/tb_megamenu/css/bootstrap.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/tb_megamenu/css/bootstrap.css?rc4kj0","4479.26","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","532","500","11874","11873.596","78696","78696","78696","Thu, 13 Apr 2023 18:58:08 GMT","max-age=1209600","text/css","","50","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","114","","parser","Highest","Highest","","1795","100","0","13","-1","100","-1","-1","-1","-1","-1","-1","-1","78696","67993","","","","","1209600","","","10136","","","","","8081","","","12406","11874","12374","12374","12406","32","11874","12406","532","24","25","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.27","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/tb_megamenu/css/base.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/tb_megamenu/css/base.css?rc4kj0","4479.27","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","691","673","11903","11903.207","27434","27434","27434","Thu, 13 Apr 2023 18:58:09 GMT","max-age=1209600","text/css","","60","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","114","","parser","Highest","Highest","","1780","100","0","15","-1","100","-1","-1","-1","-1","-1","-1","-1","27434","23104","","","","","1209600","","","10138","","","","","8081","","","12594","11903","12576","12576","12594","18","11903","12594","691","25","26","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.28","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/tb_megamenu/css/default.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/tb_megamenu/css/default.css?rc4kj0","4479.28","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","648","612","11986","11986.467","41617","41617","41617","Thu, 13 Apr 2023 18:58:09 GMT","max-age=1209600","text/css","","30","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","114","","parser","Highest","Highest","","1789","100","0","16","-1","100","-1","-1","-1","-1","-1","-1","-1","41617","34836","","","","","1209600","","","10139","","","","","8081","","","12634","11986","12598","12598","12634","36","11986","12634","648","26","27","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.29","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/tb_megamenu/css/compatibility.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/tb_megamenu/css/compatibility.css?rc4kj0","4479.29","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","277","268","12087","12087.194","700","700","700","Thu, 13 Apr 2023 18:58:09 GMT","max-age=1209600","text/css","","82","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","114","","parser","Highest","Highest","","1807","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10142","","","","","8081","","","12364","12087","12355","12355","12364","9","12087","12364","277","27","28","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.30","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/tb_megamenu/css/styles/green.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/tb_megamenu/css/styles/green.css?rc4kj0","4479.30","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","493","489","12116","12116.072","1961","1961","1961","Thu, 13 Apr 2023 18:58:09 GMT","max-age=1209600","text/css","","44","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","114","","parser","Highest","Highest","","1804","100","0","21","-1","100","-1","-1","-1","-1","-1","-1","-1","1961","1540","","","","","1209600","","","10143","","","","","8081","","","12609","12116","12605","12605","12609","4","12116","12609","493","28","29","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.31","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/views_slideshow/contrib/views_slideshow_cycle/views_slideshow_cycle.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/views_slideshow/contrib/views_slideshow_cycle/views_slideshow_cycle.css?rc4kj0","4479.31","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","235","231","12397","12396.563","876","876","876","Thu, 13 Apr 2023 18:58:09 GMT","max-age=1209600","text/css","","82","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","128","","parser","Highest","Highest","","1921","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10144","","","","","8081","","","12632","12397","12628","12628","12632","4","12397","12632","235","29","30","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.32","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/views_ticker/views.ticker.scroller.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/views_ticker/views.ticker.scroller.css?rc4kj0","4479.32","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","395","392","12416","12416.454","841","841","841","Thu, 13 Apr 2023 18:58:09 GMT","max-age=1209600","text/css","","50","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","128","","parser","Highest","Highest","","1822","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10145","","","","","8081","","","12811","12416","12808","12808","12811","3","12416","12811","395","30","31","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.33","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/panels/plugins/layouts/threecol_33_34_33/threecol_33_34_33.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/panels/plugins/layouts/threecol_33_34_33/threecol_33_34_33.css?rc4kj0","4479.33","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","226","222","12610","12610.251","497","497","497","Thu, 13 Apr 2023 18:58:09 GMT","max-age=1209600","text/css","","60","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","128","","parser","Highest","Highest","","1894","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10147","","","","","8081","","","12836","12610","12832","12832","12836","4","12610","12836","226","31","32","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.34","127.0.0.1","https://www.fpsc.gov.pk/sites/default/files/ctools/css/8cc3d26bf7694df54dc0bd4c091e798f.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/default/files/ctools/css/8cc3d26bf7694df54dc0bd4c091e798f.css?rc4kj0","4479.34","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","238","235","12622","12621.789","181","181","181","Thu, 13 Apr 2023 18:58:09 GMT","max-age=1209600","text/css","","44","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","128","","parser","Highest","Highest","","1855","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10148","","","","","8081","","","12860","12622","12857","12857","12860","3","12622","12860","238","32","33","","","","1","0","","","","","","","","","","",
"3","230330_ED_MC","4479.35","127.0.0.1","https://www.fpsc.gov.pk/sites/all/modules/quicktabs/css/quicktabs.css?rc4kj0","1","GET","www.fpsc.gov.pk","/sites/all/modules/quicktabs/css/quicktabs.css?rc4kj0","4479.35","E8B502F63EC1C1113881EA9B1DACFCD1","https://www.fpsc.gov.pk/","200","Stylesheet","231","227","12650","12649.814","219","219","219","Thu, 13 Apr 2023 18:58:09 GMT","max-age=1209600","text/css","","30","http/1.1","-1","-1","-1","-1","-1","-1","https://www.fpsc.gov.pk/","128","","parser","Highest","Highest","","1789","100","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","1209600","","","10150","","","","","8081","","","12881","12650","12877","12877","12881","4","12650","12881","231","33","34","","","","1","0","","","","","","","","","","",
