"type","id","request_id","ip_addr","full_url","is_secure","method","host","url","raw_id","frame_id","documentURL","responseCode","request_type","load_ms","ttfb_ms","load_start","load_start_float","bytesIn","objectSize","objectSizeUncompressed","expires","cacheControl","contentType","contentEncoding","socket","protocol","dns_start","dns_end","connect_start","connect_end","ssl_start","ssl_end","initiator","initiator_line","initiator_column","initiator_type","priority","initial_priority","server_rtt","bytesOut","score_cache","score_cdn","score_gzip","score_cookies","score_keep-alive","score_minify","score_combine","score_compress","score_etags","dns_ms","connect_ms","ssl_ms","gzip_total","gzip_save","minify_total","minify_save","image_total","image_save","cache_time","cdn_provider","server_count","created","tls_version","tls_resumed","tls_next_proto","tls_cipher_suite","server_port","final_base_page","is_base_page","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","cpu.EvaluateScript","cpu.v8.compile","cpu.FunctionCall","cpuTime","run","cached","http2_stream_id","http2_stream_dependency","http2_stream_weight","http2_stream_exclusive","renderBlocking","initiator_function","jpeg_scan_count","score_progressive_jpeg","http2_server_settings",
"3","230330_QC_6Z","A2C5918DF564C865FEBDF3E77F2D1F17","127.0.0.1","https://mofa.gov.pk/","1","GET","mofa.gov.pk","/","A2C5918DF564C865FEBDF3E77F2D1F17","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Document","2802","2784","2160","2159.768","27181","27181","152266","","","text/html","gzip","30","http/1.1","949","950","1024","1027","1027","2158","","","","script","Highest","Highest","","2077","-1","-1","100","-1","100","-1","-1","-1","-1","1","3","1131","27181","0","","","","","","","","73","TLS 1.3","False","http/1.1","4865","8081","1","1","4962","2160","4944","4944","4962","18","949","4962","3937","0","1","292","11","1","303","1","0","","","","","","","","","",
"3","230330_QC_6Z","973.4","127.0.0.1","https://fonts.googleapis.com/css?family=Nunito%20Sans:200,300,400,600,700,800,900,200italic,300italic,400italic,600italic,700italic,800italic,900italic%7CPoppins:400,700,600,500&subset=latin&display=swap&ver=1674735361","1","GET","fonts.googleapis.com","/css?family=Nunito%20Sans:200,300,400,600,700,800,900,200italic,300italic,400italic,600italic,700italic,800italic,900italic%7CPoppins:400,700,600,500&subset=latin&display=swap&ver=1674735361","973.4","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","589","585","5230","5229.692","1255","1255","29379","Thu, 30 Mar 2023 12:44:44 GMT","private, max-age=86400, stale-while-revalidate=604800","text/css","gzip","36","HTTP/2","5078","5078","5141","5143","5143","5170","https://mofa.gov.pk/","134","","parser","Highest","Highest","","2335","50","100","100","-1","100","-1","-1","-1","-1","0","2","27","1255","0","","","","","86400","Google","","5135","TLS 1.3","False","h2","4865","8081","","","5819","5230","5815","5815","5819","4","5141","5819","618","1","2","","","","","1","0","1","0","256","1","non_blocking","","","","",
"3","230330_QC_6Z","973.6","127.0.0.1","https://mofa.gov.pk/wp-includes/css/dist/block-library/style.min.css?ver=6.0.3","1","GET","mofa.gov.pk","/wp-includes/css/dist/block-library/style.min.css?ver=6.0.3","973.6","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","327","315","5230","5230.26","11681","11681","88932","","","text/css","gzip","30","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","106","","parser","Highest","Highest","","1975","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","11681","0","","","","","0","","","5186","","","","","8081","","","5557","5230","5545","5545","5557","12","5230","5557","327","2","3","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.7","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/redux-framework/redux-core/assets/css/extendify-utilities.css?ver=4.4.0","1","GET","mofa.gov.pk","/wp-content/plugins/redux-framework/redux-core/assets/css/extendify-utilities.css?ver=4.4.0","973.7","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","489","479","5300","5299.633","5880","5880","53435","","","text/css","gzip","88","http/1.1","-1","-1","5218","5219","5219","5228","https://mofa.gov.pk/","110","","parser","Highest","Highest","","2071","0","0","100","-1","100","-1","-1","-1","-1","-1","1","9","5880","0","","","","","0","","","5189","TLS 1.3","False","http/1.1","4865","8081","","","5789","5300","5779","5779","5789","10","5218","5789","499","3","4","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.28","127.0.0.1","https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.0.3","1","GET","fonts.googleapis.com","/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.0.3","973.28","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","526","521","5300","5300.364","1712","1712","50391","Thu, 30 Mar 2023 12:44:44 GMT","private, max-age=86400, stale-while-revalidate=604800","text/css","gzip","36","HTTP/2","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","134","","parser","Highest","Highest","","2902","50","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","1712","0","","","","","86400","Google","","5236","","","","","8081","","","5826","5300","5821","5821","5826","5","5300","5826","526","4","5","","","","","1","0","3","1","256","1","blocking","","","","",
"3","230330_QC_6Z","973.8","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/custom-twitter-feeds/css/ctf-styles.min.css?ver=2.0.6","1","GET","mofa.gov.pk","/wp-content/plugins/custom-twitter-feeds/css/ctf-styles.min.css?ver=2.0.6","973.8","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","763","757","5301","5300.722","3113","3113","17382","","","text/css","gzip","102","http/1.1","-1","-1","5232","5233","5233","5240","https://mofa.gov.pk/","111","","parser","Highest","Highest","","2017","0","0","100","-1","100","-1","-1","-1","-1","-1","1","7","3113","0","","","","","0","","","5191","TLS 1.3","True","http/1.1","4865","8081","","","6064","5301","6058","6058","6064","6","5232","6064","771","5","6","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.9","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/eleslider/assets/eleslider.css?ver=6.0.3","1","GET","mofa.gov.pk","/wp-content/plugins/eleslider/assets/eleslider.css?ver=6.0.3","973.9","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","1048","1045","5303","5302.752","2044","2044","7879","","","text/css","gzip","110","http/1.1","-1","-1","5241","5242","5242","5248","https://mofa.gov.pk/","112","","parser","Highest","Highest","","1978","0","0","100","-1","100","-1","-1","-1","-1","-1","1","6","2044","0","","","","","0","","","5197","TLS 1.3","True","http/1.1","4865","8081","","","6351","5303","6348","6348","6351","3","5241","6351","1055","6","7","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.10","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/events-manager/includes/css/events-manager.min.css?ver=6.3","1","GET","mofa.gov.pk","/wp-content/plugins/events-manager/includes/css/events-manager.min.css?ver=6.3","973.10","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","1445","1423","5305","5304.902","38278","38278","210868","","","text/css","gzip","116","http/1.1","-1","-1","5245","5248","5248","5254","https://mofa.gov.pk/","113","","parser","Highest","Highest","","2032","0","0","100","-1","100","-1","-1","-1","-1","-1","3","6","38278","0","","","","","0","","","5198","TLS 1.3","True","http/1.1","4865","8081","","","6750","5305","6728","6728","6750","22","5245","6750","1454","7","8","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.50","127.0.0.1","http://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js","0","GET","ajax.googleapis.com","/ajax/libs/jquery/3.3.1/jquery.min.js","973.50","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Script","496","480","5312","5311.917","30399","30399","86927","Thu, 28 Mar 2024 18:12:47 GMT","public, max-age=31536000, stale-while-revalidate=2592000","text/javascript","gzip","252","http/1.1","5215","5215","5302","5303","-1","-1","https://mofa.gov.pk/","1339","","parser","High","High","","976","100","100","100","-1","100","-1","-1","-1","-1","0","1","-1","30399","0","","","","","31469283","Google","","5277","","","","","8080","","","5808","5312","5792","5792","5808","16","5302","5808","497","8","9","49","24","134","207","1","0","","","","","in_body_parser_blocking","","","","",
"3","230330_QC_6Z","973.5","127.0.0.1","https://cdnjs.cloudflare.com/ajax/libs/chosen/1.8.7/chosen.css","1","GET","cdnjs.cloudflare.com","/ajax/libs/chosen/1.8.7/chosen.css","973.5","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","669","661","5385","5384.776","2469","2469","12188","Tue, 19 Mar 2024 12:44:45 GMT","public, max-age=30672000","text/css","gzip","42","HTTP/2","5114","5114","5176","5183","5183","5383","https://mofa.gov.pk/","77","","parser","Highest","Highest","","1951","100","100","100","-1","100","-1","-1","-1","-1","0","7","200","2469","0","","","","","30672000","Cloudflare","","5151","TLS 1.3","False","h2","4865","8081","","","6054","5385","6046","6046","6054","8","5176","6054","876","9","10","","","","","1","0","1","0","256","1","blocking","","","","",
"3","230330_QC_6Z","973.67","127.0.0.1","https://cdnjs.cloudflare.com/ajax/libs/chosen/1.8.7/chosen.jquery.min.js","1","GET","cdnjs.cloudflare.com","/ajax/libs/chosen/1.8.7/chosen.jquery.min.js","973.67","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Script","229","223","5385","5385.404","6632","6632","29121","Tue, 19 Mar 2024 12:44:44 GMT","public, max-age=30672000","application/javascript","gzip","42","HTTP/2","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","1586","","parser","High","High","","1939","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","6632","0","","","","","19673719","Cloudflare","","5297","","","","","8081","","","5614","5385","5608","5608","5614","6","5385","5614","229","10","11","6","5","","12","1","0","3","1","220","1","in_body_parser_blocking","","","","",
"3","230330_QC_6Z","973.11","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/menu-image/includes/css/menu-image.css?ver=3.0.8","1","GET","mofa.gov.pk","/wp-content/plugins/menu-image/includes/css/menu-image.css?ver=3.0.8","973.11","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","790","787","5565","5564.579","825","825","3343","","","text/css","gzip","30","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","117","","parser","Highest","Highest","","2002","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","825","0","","","","","0","","","5200","","","","","8081","","","6355","5565","6352","6352","6355","3","5565","6355","790","11","12","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.12","127.0.0.1","https://mofa.gov.pk/wp-includes/css/dashicons.min.css?ver=6.0.3","1","GET","mofa.gov.pk","/wp-includes/css/dashicons.min.css?ver=6.0.3","973.12","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","1177","1140","5808","5808.483","35730","35730","59016","","","text/css","gzip","88","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","118","","parser","Highest","Highest","","1930","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","35730","0","","","","","0","","","5201","","","","","8081","","","6985","5808","6948","6948","6985","37","5808","6985","1177","12","13","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.13","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/tf-numbers-number-counter-animaton/assets/css/font-awesome.min.css?ver=1","1","GET","mofa.gov.pk","/wp-content/plugins/tf-numbers-number-counter-animaton/assets/css/font-awesome.min.css?ver=1","973.13","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","605","595","6071","6071.383","7057","7057","31078","","","text/css","gzip","102","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","119","","parser","Highest","Highest","","2074","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","7057","0","","","","","0","","","5203","","","","","8081","","","6676","6071","6666","6666","6676","10","6071","6676","605","13","14","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.14","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/tf-numbers-number-counter-animaton/assets/css/style.css?ver=1","1","GET","mofa.gov.pk","/wp-content/plugins/tf-numbers-number-counter-animaton/assets/css/style.css?ver=1","973.14","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","376","372","6360","6360.47","468","468","1334","","","text/css","gzip","110","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","120","","parser","Highest","Highest","","2041","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","468","0","","","","","0","","","5204","","","","","8081","","","6736","6360","6732","6732","6736","4","6360","6736","376","14","15","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.15","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/search-filter-pro/public/assets/css/search-filter.min.css?ver=2.4.6","1","GET","mofa.gov.pk","/wp-content/plugins/search-filter-pro/public/assets/css/search-filter.min.css?ver=2.4.6","973.15","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","551","541","6363","6362.525","6369","6369","37477","","","text/css","gzip","30","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","121","","parser","Highest","Highest","","2059","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","6369","0","","","","","0","","","5205","","","","","8081","","","6914","6363","6904","6904","6914","10","6363","6914","551","15","16","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.16","127.0.0.1","https://mofa.gov.pk/wp-content/themes/citygov/style.css?ver=6.0.3","1","GET","mofa.gov.pk","/wp-content/themes/citygov/style.css?ver=6.0.3","973.16","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","329","317","6683","6683.108","16149","16149","71420","","","text/css","gzip","102","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","122","","parser","Highest","Highest","","1936","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","16149","0","","","","","0","","","5207","","","","","8081","","","7012","6683","7000","7000","7012","12","6683","7012","329","16","17","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.17","127.0.0.1","https://mofa.gov.pk/wp-content/themes/citygov/styles/fontawesome.css?ver=6.0.3","1","GET","mofa.gov.pk","/wp-content/themes/citygov/styles/fontawesome.css?ver=6.0.3","973.17","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","281","276","6747","6747.231","9929","9929","45683","","","text/css","gzip","110","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","123","","parser","Highest","Highest","","1975","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","9929","0","","","","","0","","","5208","","","","","8081","","","7028","6747","7023","7023","7028","5","6747","7028","281","17","18","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.18","127.0.0.1","https://mofa.gov.pk/wp-content/themes/citygov/style-mobile.css?ver=6.0.3","1","GET","mofa.gov.pk","/wp-content/themes/citygov/style-mobile.css?ver=6.0.3","973.18","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","256","253","6754","6754.354","3805","3805","15523","","","text/css","gzip","116","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","124","","parser","Highest","Highest","","1957","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","3805","0","","","","","0","","","5209","","","","","8081","","","7010","6754","7007","7007","7010","3","6754","7010","256","18","19","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.19","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0","1","GET","mofa.gov.pk","/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0","973.19","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","253","243","6920","6919.919","3977","3977","19363","","","text/css","gzip","30","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","125","","parser","Highest","Highest","","2056","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","3977","0","","","","","0","","","5210","","","","","8081","","","7173","6920","7163","7163","7173","10","6920","7173","253","19","20","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.20","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.12.0","1","GET","mofa.gov.pk","/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.12.0","973.20","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","251","248","6991","6991.065","708","708","9921","","","text/css","gzip","88","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","126","","parser","Highest","Highest","","2023","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","708","0","","","","","0","","","5212","","","","","8081","","","7242","6991","7239","7239","7242","3","6991","7242","251","20","21","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.21","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.12.0","1","GET","mofa.gov.pk","/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.12.0","973.21","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","526","487","7020","7019.513","16799","16799","132562","","","text/css","gzip","116","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","127","","parser","Highest","Highest","","2002","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","16799","0","","","","","0","","","5213","","","","","8081","","","7546","7020","7507","7507","7546","39","7020","7546","526","21","22","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.22","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6","1","GET","mofa.gov.pk","/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6","973.22","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","245","241","7021","7021.311","2409","2409","12876","","","text/css","gzip","102","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","128","","parser","Highest","Highest","","2026","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","2409","0","","","","","0","","","5215","","","","","8081","","","7266","7021","7262","7262","7266","4","7021","7266","245","22","23","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.23","127.0.0.1","https://mofa.gov.pk/wp-content/uploads/elementor/css/post-56514.css?ver=1675929992","1","GET","mofa.gov.pk","/wp-content/uploads/elementor/css/post-56514.css?ver=1675929992","973.23","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","368","362","7032","7032.283","360","360","1103","","","text/css","gzip","110","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","129","","parser","Highest","Highest","","1987","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","360","0","","","","","0","","","5216","","","","","8081","","","7400","7032","7394","7394","7400","6","7032","7400","368","23","24","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.24","127.0.0.1","https://mofa.gov.pk/wp-content/uploads/elementor/css/post-20.css?ver=1675929992","1","GET","mofa.gov.pk","/wp-content/uploads/elementor/css/post-20.css?ver=1675929992","973.24","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","280","277","7179","7179.048","2065","2065","23535","","","text/css","gzip","30","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","130","","parser","Highest","Highest","","1978","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","2065","0","","","","","0","","","5220","","","","","8081","","","7459","7179","7456","7456","7459","3","7179","7459","280","24","25","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.25","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/master-slider/public/assets/css/masterslider.main.css?ver=3.8.7","1","GET","mofa.gov.pk","/wp-content/plugins/master-slider/public/assets/css/masterslider.main.css?ver=3.8.7","973.25","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","267","254","7247","7247.114","8017","8017","64689","","","text/css","gzip","88","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","131","","parser","Highest","Highest","","2047","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","8017","0","","","","","0","","","5222","","","","","8081","","","7514","7247","7501","7501","7514","13","7247","7514","267","25","26","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.26","127.0.0.1","https://mofa.gov.pk/wp-content/uploads/master-slider/custom.css?ver=314.9","1","GET","mofa.gov.pk","/wp-content/uploads/master-slider/custom.css?ver=314.9","973.26","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","375","366","7272","7271.837","3181","3181","66187","","","text/css","gzip","102","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","132","","parser","Highest","Highest","","1960","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","3181","0","","","","","0","","","5223","","","","","8081","","","7647","7272","7638","7638","7647","9","7272","7647","375","26","27","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.27","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=5.6.3","1","GET","mofa.gov.pk","/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=5.6.3","973.27","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","269","265","7408","7407.842","842","842","3509","","","text/css","gzip","110","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","133","","parser","Highest","Highest","","2119","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","842","0","","","","","0","","","5234","","","","","8081","","","7677","7408","7673","7673","7677","4","7408","7677","269","27","28","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.29","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider.min.css?ver=e5da025b","1","GET","mofa.gov.pk","/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider.min.css?ver=e5da025b","973.29","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","286","277","7464","7464.189","4067","4067","22153","","","text/css","gzip","30","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","135","","parser","Highest","Highest","","2158","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","4067","0","","","","","0","","","5244","","","","","8081","","","7750","7464","7741","7741","7750","9","7464","7750","286","28","29","","","","","1","0","","","","","blocking","","","","",
"3","230330_QC_6Z","973.51","127.0.0.1","https://mofa.gov.pk/wp-content/uploads/redux/custom-fonts/fonts.css?ver=1680180282","1","GET","mofa.gov.pk","/wp-content/uploads/redux/custom-fonts/fonts.css?ver=1680180282","973.51","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","237","237","7518","7517.891","0","0","","","","text/css","","88","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","1557","","parser","Highest","Highest","","1987","-1","-1","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","","","","5278","","","","","8081","","","7755","7518","7755","7755","7755","0","7518","7755","237","29","30","","","","","1","0","","","","","in_body_parser_blocking","","","","",
"3","230330_QC_6Z","973.52","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/shortcodes-ultimate/includes/css/shortcodes.css?ver=5.12.11","1","GET","mofa.gov.pk","/wp-content/plugins/shortcodes-ultimate/includes/css/shortcodes.css?ver=5.12.11","973.52","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","339","329","7550","7549.663","7773","7773","45539","","","text/css","gzip","116","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","1558","","parser","Highest","Highest","","2035","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","7773","0","","","","","0","","","5279","","","","","8081","","","7889","7550","7879","7879","7889","10","7550","7889","339","30","31","","","","","1","0","","","","","in_body_parser_blocking","","","","",
"3","230330_QC_6Z","973.53","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/tf-numbers-number-counter-animaton/inc/tf-footer-style.css?ver=1000","1","GET","mofa.gov.pk","/wp-content/plugins/tf-numbers-number-counter-animaton/inc/tf-footer-style.css?ver=1000","973.53","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","247","247","7652","7652.416","0","0","","","","text/css","","102","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","1559","","parser","Highest","Highest","","2059","-1","-1","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","","","","5280","","","","","8081","","","7899","7652","7899","7899","7899","0","7652","7899","247","31","32","","","","","1","0","","","","","in_body_parser_blocking","","","","",
"3","230330_QC_6Z","973.54","127.0.0.1","https://mofa.gov.pk/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.12.0","1","GET","mofa.gov.pk","/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.12.0","973.54","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Stylesheet","305","299","7681","7681.203","2592","2592","18468","","","text/css","gzip","110","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","1560","","parser","Highest","Highest","","2041","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","2592","0","","","","","0","","","5281","","","","","8081","","","7986","7681","7980","7980","7986","6","7681","7986","305","32","33","","","","","1","0","","","","","in_body_parser_blocking","","","","",
"3","230330_QC_6Z","973.30","127.0.0.1","https://mofa.gov.pk/wp-includes/js/jquery/jquery.min.js?ver=3.6.0","1","GET","mofa.gov.pk","/wp-includes/js/jquery/jquery.min.js?ver=3.6.0","973.30","E6C5C3664993671FB858B21A3F871E53","https://mofa.gov.pk/","200","Script","490","475","7762","7761.65","30908","30908","89521","","","application/javascript","gzip","30","http/1.1","-1","-1","-1","-1","-1","-1","https://mofa.gov.pk/","137","","parser","High","High","","1894","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","30908","0","","","","","0","","","5249","","","","","8081","","","8252","7762","8237","8237","8252","15","7762","8252","490","33","34","90","34","16","141","1","0","","","","","blocking","","","","",
