"type","id","request_id","ip_addr","full_url","is_secure","method","host","url","raw_id","frame_id","documentURL","responseCode","request_type","load_ms","ttfb_ms","load_start","load_start_float","bytesIn","objectSize","objectSizeUncompressed","expires","cacheControl","contentType","contentEncoding","socket","protocol","dns_start","dns_end","connect_start","connect_end","ssl_start","ssl_end","initiator","initiator_line","initiator_column","initiator_type","priority","initial_priority","server_rtt","bytesOut","score_cache","score_cdn","score_gzip","score_cookies","score_keep-alive","score_minify","score_combine","score_compress","score_etags","dns_ms","connect_ms","ssl_ms","gzip_total","gzip_save","minify_total","minify_save","image_total","image_save","cache_time","cdn_provider","server_count","created","server_port","final_base_page","is_base_page","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","cpu.EvaluateScript","cpu.v8.compile","cpuTime","run","cached","renderBlocking","cpu.FunctionCall","tls_version","tls_resumed","tls_next_proto","tls_cipher_suite","jpeg_scan_count","score_progressive_jpeg","http2_stream_id","http2_stream_dependency","http2_stream_weight","http2_stream_exclusive","initiator_function","http2_server_settings",
"3","230330_VJ_EY","1E87D40A81E9BFD0C6F30EE754AF53BA","127.0.0.1","http://cms.ndma.gov.pk/","0","GET","cms.ndma.gov.pk","/","1E87D40A81E9BFD0C6F30EE754AF53BA","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Document","1794","1779","79","79.449","10222","10222","76817","","no-cache, private","text/html","gzip","23","http/1.1","-1","-1","48","53","-1","-1","","","","script","Highest","Highest","","1510","-1","-1","100","-1","100","-1","-1","-1","-1","-1","5","-1","10222","0","","","","","","","","75","8080","1","1","1873","79","1858","1858","1873","15","48","1873","1799","0","1","4","3","7","1","0","","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.4","127.0.0.1","http://cms.ndma.gov.pk/public/assets/css/master.css","0","GET","cms.ndma.gov.pk","/public/assets/css/master.css","3265.4","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","493","481","2071","2070.965","380","380","1030","","","text/css","gzip","23","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/","82","","parser","Highest","Highest","","2866","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","380","0","","","","","0","","","2058","8080","","","2564","2071","2552","2552","2564","12","2071","2564","493","1","2","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.5","127.0.0.1","http://cms.ndma.gov.pk/public/assets/styles.css","0","GET","cms.ndma.gov.pk","/public/assets/styles.css","3265.5","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","685","682","2085","2084.951","2905","2905","10744","","","text/css","gzip","25","http/1.1","-1","-1","51","53","-1","-1","http://cms.ndma.gov.pk/","83","","parser","Highest","Highest","","2854","0","0","100","-1","100","-1","-1","-1","-1","-1","2","-1","2905","0","","","","","0","","","2064","8080","","","2770","2085","2767","2767","2770","3","51","2770","687","2","3","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.6","127.0.0.1","http://cms.ndma.gov.pk/public/assets/lightBox/css/lightbox.min.css","0","GET","cms.ndma.gov.pk","/public/assets/lightBox/css/lightbox.min.css","3265.6","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","894","887","2092","2092.156","905","905","2608","","","text/css","gzip","43","http/1.1","2027","2027","2088","2090","-1","-1","http://cms.ndma.gov.pk/","84","","parser","Highest","Highest","","2911","0","0","100","-1","100","-1","-1","-1","-1","0","2","-1","905","0","","","","","0","","","2081","8080","","","2986","2092","2979","2979","2986","7","2088","2986","896","3","4","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.33","127.0.0.1","http://cms.ndma.gov.pk/public/assets/js/jquery-1.11.3.min.js","0","GET","cms.ndma.gov.pk","/public/assets/js/jquery-1.11.3.min.js","3265.33","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Script","1368","1356","2183","2183.148","33363","33363","96169","","","application/javascript","gzip","49","http/1.1","-1","-1","2169","2171","-1","-1","http://cms.ndma.gov.pk/","1375","","parser","High","Medium","","2848","0","0","100","-1","100","-1","-1","-1","-1","-1","2","-1","33363","0","","","","","0","","","2166","8080","","","3551","2183","3539","3539","3551","12","2169","3551","1370","4","5","90","36","165","1","0","in_body_parser_blocking","40","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.34","127.0.0.1","http://cms.ndma.gov.pk/public/assets/js/bootstrap.min.js","0","GET","cms.ndma.gov.pk","/public/assets/js/bootstrap.min.js","3265.34","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Script","933","905","2204","2204.198","9753","9753","36822","","","application/javascript","gzip","55","http/1.1","-1","-1","2175","2176","-1","-1","http://cms.ndma.gov.pk/","1377","","parser","Medium","Medium","","2836","0","0","100","-1","100","-1","-1","-1","-1","-1","1","-1","9753","0","","","","","0","","","2172","8080","","","3137","2204","3109","3109","3137","28","2175","3137","934","5","6","35","14","48","1","0","in_body_parser_blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.35","127.0.0.1","http://cms.ndma.gov.pk/public/assets/js/modernizr.custom.js","0","GET","cms.ndma.gov.pk","/public/assets/js/modernizr.custom.js","3265.35","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Script","886","879","2209","2208.536","3723","3723","8375","","","application/javascript","gzip","64","http/1.1","-1","-1","2186","2188","-1","-1","http://cms.ndma.gov.pk/","1378","","parser","Medium","Medium","","2845","0","0","100","-1","100","-1","-1","-1","-1","-1","2","-1","3723","0","","","","","0","","","2178","8080","","","3095","2209","3088","3088","3095","7","2186","3095","888","6","7","8","3","11","1","0","in_body_parser_blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.36","127.0.0.1","http://cms.ndma.gov.pk/public/assets/assets/rendro-easy-pie-chart/dist/jquery.easypiechart.min.js","0","GET","cms.ndma.gov.pk","/public/assets/assets/rendro-easy-pie-chart/dist/jquery.easypiechart.min.js","3265.36","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Script","617","611","2582","2582.027","1668","1668","3926","","","application/javascript","gzip","23","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/","1380","","parser","Medium","Medium","","2959","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","1668","0","","","","","0","","","2180","8080","","","3199","2582","3193","3193","3199","6","2582","3199","617","7","8","2","2","4","1","0","in_body_parser_blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.75","127.0.0.1","http://fonts.googleapis.com/css?family=Roboto:400,700,300,900,700italic,400italic,500,500italic,300italic","0","GET","fonts.googleapis.com","/css?family=Roboto:400,700,300,900,700italic,400italic,500,500italic,300italic","3265.75","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","466","462","2653","2653.346","1131","1131","23187","Thu, 30 Mar 2023 16:27:33 GMT","private, max-age=86400, stale-while-revalidate=604800","text/css","gzip","143","http/1.1","2580","2580","2635","2637","-1","-1","http://cms.ndma.gov.pk/public/assets/css/master.css","","","parser","Highest","Highest","","1132","50","100","100","-1","100","-1","-1","-1","-1","0","2","-1","1131","0","","","","","86400","Google","","2625","8080","","","3119","2653","3115","3115","3119","4","2635","3119","468","8","9","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.76","127.0.0.1","http://fonts.googleapis.com/css?family=Montserrat:400,700","0","GET","fonts.googleapis.com","/css?family=Montserrat:400,700","3265.76","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","469","465","2655","2654.903","528","528","3272","Thu, 30 Mar 2023 16:27:33 GMT","private, max-age=86400, stale-while-revalidate=604800","text/css","gzip","149","http/1.1","-1","-1","2641","2642","-1","-1","http://cms.ndma.gov.pk/public/assets/css/master.css","","","parser","Highest","Highest","","1132","50","100","100","-1","100","-1","-1","-1","-1","-1","1","-1","528","0","","","","","86400","Google","","2627","8080","","","3124","2655","3120","3120","3124","4","2641","3124","470","9","10","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.68","127.0.0.1","http://cms.ndma.gov.pk/public/assets/css/bootstrap.min.css","0","GET","cms.ndma.gov.pk","/public/assets/css/bootstrap.min.css","3265.68","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","463","455","2775","2774.838","19967","19967","122747","","","text/css","gzip","25","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/public/assets/css/master.css","","","parser","Highest","Highest","","2971","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","19967","0","","","","","0","","","2591","8080","","","3238","2775","3230","3230","3238","8","2775","3238","463","10","11","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.69","127.0.0.1","http://cms.ndma.gov.pk/public/assets/css/skin-bootstrap.css","0","GET","cms.ndma.gov.pk","/public/assets/css/skin-bootstrap.css","3265.69","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","309","306","2996","2996.419","1312","1312","4835","","","text/css","gzip","43","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/public/assets/css/master.css","","","parser","Highest","Highest","","2974","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","1312","0","","","","","0","","","2595","8080","","","3305","2996","3302","3302","3305","3","2996","3305","309","11","12","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.70","127.0.0.1","http://cms.ndma.gov.pk/public/assets/css/font-awesome.min.css","0","GET","cms.ndma.gov.pk","/public/assets/css/font-awesome.min.css","3265.70","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","324","317","3105","3104.611","6094","6094","26739","","","text/css","gzip","64","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/public/assets/css/master.css","","","parser","Highest","Highest","","2980","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","6094","0","","","","","0","","","2600","8080","","","3429","3105","3422","3422","3429","7","3105","3429","324","12","13","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.71","127.0.0.1","http://cms.ndma.gov.pk/public/assets/css/theme.css","0","GET","cms.ndma.gov.pk","/public/assets/css/theme.css","3265.71","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","312","305","3148","3148.149","7083","7083","35421","","","text/css","gzip","55","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/public/assets/css/master.css","","","parser","Highest","Highest","","2947","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","7083","0","","","","","0","","","2606","8080","","","3460","3148","3453","3453","3460","7","3148","3460","312","13","14","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.72","127.0.0.1","http://cms.ndma.gov.pk/public/assets/css/responsive.css","0","GET","cms.ndma.gov.pk","/public/assets/css/responsive.css","3265.72","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","331","328","3203","3203.002","1409","1409","4857","","","text/css","gzip","23","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/public/assets/css/master.css","","","parser","Highest","Highest","","2962","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","1409","0","","","","","0","","","2609","8080","","","3534","3203","3531","3531","3534","3","3203","3534","331","14","15","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.73","127.0.0.1","http://cms.ndma.gov.pk/public/assets/css/animate.css","0","GET","cms.ndma.gov.pk","/public/assets/css/animate.css","3265.73","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","232","226","3242","3241.621","4241","4241","72159","","","text/css","gzip","25","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/public/assets/css/master.css","","","parser","Highest","Highest","","2953","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","4241","0","","","","","0","","","2616","8080","","","3474","3242","3468","3468","3474","6","3242","3474","232","15","16","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.74","127.0.0.1","http://cms.ndma.gov.pk/public/assets/css/color.css","0","GET","cms.ndma.gov.pk","/public/assets/css/color.css","3265.74","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","313","310","3309","3309.46","1138","1138","4243","","","text/css","gzip","43","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/public/assets/css/master.css","","","parser","Highest","Highest","","2947","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","1138","0","","","","","0","","","2620","8080","","","3622","3309","3619","3619","3622","3","3309","3622","313","16","17","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.77","127.0.0.1","http://cms.ndma.gov.pk/public/assets/fonts/flaticon/flaticon.css","0","GET","cms.ndma.gov.pk","/public/assets/fonts/flaticon/flaticon.css","3265.77","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","300","296","3433","3432.817","306","306","802","","","text/css","gzip","64","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/public/assets/css/master.css","","","parser","Highest","Highest","","2989","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","306","0","","","","","0","","","2630","8080","","","3733","3433","3729","3729","3733","4","3433","3733","300","17","18","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.78","127.0.0.1","http://cms.ndma.gov.pk/public/assets/assets/loader/css/loader.css","0","GET","cms.ndma.gov.pk","/public/assets/assets/loader/css/loader.css","3265.78","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","225","222","3465","3464.988","1295","1295","5415","","","text/css","gzip","55","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/public/assets/css/master.css","","","parser","Highest","Highest","","2992","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","1295","0","","","","","0","","","2638","8080","","","3690","3465","3687","3687","3690","3","3465","3690","225","18","19","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.79","127.0.0.1","http://cms.ndma.gov.pk/public/assets/assets/owl-carousel/owl.carousel.css","0","GET","cms.ndma.gov.pk","/public/assets/assets/owl-carousel/owl.carousel.css","3265.79","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","297","292","3478","3478.142","536","536","1547","","","text/css","gzip","25","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/public/assets/css/master.css","","","parser","Highest","Highest","","3016","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","536","0","","","","","0","","","2643","8080","","","3775","3478","3770","3770","3775","5","3478","3775","297","19","20","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.80","127.0.0.1","http://cms.ndma.gov.pk/public/assets/assets/owl-carousel/owl.theme.css","0","GET","cms.ndma.gov.pk","/public/assets/assets/owl-carousel/owl.theme.css","3265.80","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","336","327","3545","3544.585","619","619","1618","","","text/css","gzip","23","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/public/assets/css/master.css","","","parser","Highest","Highest","","3007","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","619","0","","","","","0","","","2646","8080","","","3881","3545","3872","3872","3881","9","3545","3881","336","20","21","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.81","127.0.0.1","http://cms.ndma.gov.pk/public/assets/assets/isotope/isotope.css","0","GET","cms.ndma.gov.pk","/public/assets/assets/isotope/isotope.css","3265.81","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Stylesheet","314","306","3555","3555.202","923","923","4133","","","text/css","gzip","49","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/public/assets/css/master.css","","","parser","Highest","Highest","","2986","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","923","0","","","","","0","","","2650","8080","","","3869","3555","3861","3861","3869","8","3555","3869","314","21","22","","","","1","0","blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.37","127.0.0.1","http://cms.ndma.gov.pk/public/assets/js/waypoints.min.js","0","GET","cms.ndma.gov.pk","/public/assets/js/waypoints.min.js","3265.37","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Script","311","308","3631","3630.538","2632","2632","8059","","","application/javascript","gzip","43","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/","1381","","parser","Medium","Medium","","2836","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","2632","0","","","","","0","","","2181","8080","","","3942","3631","3939","3939","3942","3","3631","3942","311","22","23","105","2","107","1","0","in_body_parser_blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.38","127.0.0.1","http://cms.ndma.gov.pk/public/assets/js/jquery.easypiechart.min.js","0","GET","cms.ndma.gov.pk","/public/assets/js/jquery.easypiechart.min.js","3265.38","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Script","220","217","3700","3700.282","1698","1698","3998","","","application/javascript","gzip","55","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/","1382","","parser","Medium","Medium","","2866","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","1698","0","","","","","0","","","2183","8080","","","3920","3700","3917","3917","3920","3","3700","3920","220","23","24","2","1","3","1","0","in_body_parser_blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.39","127.0.0.1","http://cms.ndma.gov.pk/public/assets/assets/loader/js/classie.js","0","GET","cms.ndma.gov.pk","/public/assets/assets/loader/js/classie.js","3265.39","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Script","307","301","3742","3742.053","690","690","1915","","","application/javascript","gzip","64","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/","1384","","parser","Medium","Medium","","2860","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","690","0","","","","","0","","","2189","8080","","","4049","3742","4043","4043","4049","6","3742","4049","307","24","25","1","1","2","1","0","in_body_parser_blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.40","127.0.0.1","http://cms.ndma.gov.pk/public/assets/assets/loader/js/pathLoader.js","0","GET","cms.ndma.gov.pk","/public/assets/assets/loader/js/pathLoader.js","3265.40","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Script","311","307","3785","3785.342","497","497","1063","","","application/javascript","gzip","25","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/","1385","","parser","Medium","Medium","","2869","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","497","0","","","","","0","","","2190","8080","","","4096","3785","4092","4092","4096","4","3785","4096","311","25","26","1","1","1","1","0","in_body_parser_blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.41","127.0.0.1","http://cms.ndma.gov.pk/public/assets/assets/loader/js/main.js","0","GET","cms.ndma.gov.pk","/public/assets/assets/loader/js/main.js","3265.41","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Script","348","337","3899","3899.303","880","880","2423","","","application/javascript","gzip","23","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/","1386","","parser","Medium","Medium","","2851","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","880","0","","","","","0","","","2192","8080","","","4247","3899","4236","4236","4247","11","3899","4247","348","26","27","3","1","4","1","0","in_body_parser_blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.42","127.0.0.1","http://cms.ndma.gov.pk/public/assets/js/classie.js","0","GET","cms.ndma.gov.pk","/public/assets/js/classie.js","3265.42","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Script","316","313","3902","3901.761","327","327","638","","","application/javascript","gzip","49","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/","1387","","parser","Medium","Medium","","2818","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","327","0","","","","","0","","","2194","8080","","","4218","3902","4215","4215","4218","3","3902","4218","316","27","28","1","0","1","1","0","in_body_parser_blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.43","127.0.0.1","http://cms.ndma.gov.pk/public/assets/assets/switcher/js/switcher.js","0","GET","cms.ndma.gov.pk","/public/assets/assets/switcher/js/switcher.js","3265.43","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Script","222","216","3927","3926.966","849","849","2003","","","application/javascript","gzip","55","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/","1389","","parser","Medium","Medium","","2869","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","849","0","","","","","0","","","2196","8080","","","4149","3927","4143","4143","4149","6","3927","4149","222","28","29","3","1","4","1","0","in_body_parser_blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.44","127.0.0.1","http://cms.ndma.gov.pk/public/assets/assets/owl-carousel/owl.carousel.min.js","0","GET","cms.ndma.gov.pk","/public/assets/assets/owl-carousel/owl.carousel.min.js","3265.44","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Script","396","341","3948","3947.728","6492","6492","23936","","","application/javascript","gzip","43","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/","1391","","parser","Medium","Medium","","2896","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","6492","0","","","","","0","","","2198","8080","","","4344","3948","4289","4289","4344","55","3948","4344","396","29","30","8","7","120","1","0","in_body_parser_blocking","105","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.45","127.0.0.1","http://cms.ndma.gov.pk/public/assets/assets/isotope/jquery.isotope.min.js","0","GET","cms.ndma.gov.pk","/public/assets/assets/isotope/jquery.isotope.min.js","3265.45","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Script","336","324","4063","4062.674","5062","5062","16045","","","application/javascript","gzip","64","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/","1392","","parser","Medium","Medium","","2887","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","5062","0","","","","","0","","","2199","8080","","","4399","4063","4387","4387","4399","12","4063","4399","336","30","31","22","5","26","1","0","in_body_parser_blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.46","127.0.0.1","http://cms.ndma.gov.pk/public/assets/js/jquery.smooth-scroll.js","0","GET","cms.ndma.gov.pk","/public/assets/js/jquery.smooth-scroll.js","3265.46","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Script","334","328","4103","4103.395","2318","2318","7872","","","application/javascript","gzip","25","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/","1394","","parser","Medium","Medium","","2857","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","2318","0","","","","","0","","","2200","8080","","","4437","4103","4431","4431","4437","6","4103","4437","334","31","32","3","2","5","1","0","in_body_parser_blocking","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.47","127.0.0.1","http://cms.ndma.gov.pk/public/assets/js/wow.min.js","0","GET","cms.ndma.gov.pk","/public/assets/js/wow.min.js","3265.47","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Script","214","212","4162","4162.352","2705","2705","8183","","","application/javascript","gzip","55","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/","1395","","parser","Medium","Medium","","2818","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","2705","0","","","","","0","","","2202","8080","","","4376","4162","4374","4374","4376","2","4162","4376","214","32","33","3","2","145","1","0","in_body_parser_blocking","139","","","","","","","","","","","","",
"3","230330_VJ_EY","62B67F1E52199926B2D6A89D16B82DE5","127.0.0.1","https://www.youtube.com/embed/SrLCQs4ApIQ?autoplay=0&rel=0&enablejsapi=1&playerapiid=ytplayer&wmode=transparent","1","GET","www.youtube.com","/embed/SrLCQs4ApIQ?autoplay=0&rel=0&enablejsapi=1&playerapiid=ytplayer&wmode=transparent","62B67F1E52199926B2D6A89D16B82DE5","DB3AD95FD57A4C4FE1F22A66BD883F26","https://www.youtube.com/embed/SrLCQs4ApIQ?autoplay=0&rel=0&enablejsapi=1&playerapiid=ytplayer&wmode=transparent","200","Document","10896","10605","4304","4303.623","0","0","74800","Mon, 01 Jan 1990 00:00:00 GMT","no-cache, no-store, max-age=0, must-revalidate","text/html","gzip","222","HTTP/2","-1","-1","4226","4231","4231","4252","http://cms.ndma.gov.pk/public/assets/js/jquery-1.11.3.min.js","3","20730","script","Highest","Highest","","2476","-1","100","100","-1","100","-1","-1","-1","-1","-1","5","21","30891","0","","","","","","Google","","4211","8081","","","15200","4304","14909","14909","15200","291","4226","15200","10922","33","34","87","24","111","1","0","","","TLS 1.3","False","h2","4865","","","","","","","","",
"3","230330_VJ_EY","B4F88EB047C5ED20905239F4C79AE2ED","127.0.0.1","https://www.youtube.com/embed/75uxjZKWktY?autoplay=0&rel=0&enablejsapi=1&playerapiid=ytplayer&wmode=transparent","1","GET","www.youtube.com","/embed/75uxjZKWktY?autoplay=0&rel=0&enablejsapi=1&playerapiid=ytplayer&wmode=transparent","B4F88EB047C5ED20905239F4C79AE2ED","B9EE521AF6F9B5DCFD39D14D8835CBD1","https://www.youtube.com/embed/75uxjZKWktY?autoplay=0&rel=0&enablejsapi=1&playerapiid=ytplayer&wmode=transparent","200","Document","11180","10929","4305","4305.077","0","0","74809","Mon, 01 Jan 1990 00:00:00 GMT","no-cache, no-store, max-age=0, must-revalidate","text/html","gzip","222","HTTP/2","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/public/assets/js/jquery-1.11.3.min.js","3","20730","script","Highest","Highest","","2476","-1","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","31078","0","","","","","","Google","","4263","8081","","","15485","4305","15234","15234","15485","251","4305","15485","11180","34","35","79","16","95","1","0","","","","","","","","","","","","","","",
"3","230330_VJ_EY","3265.48","127.0.0.1","http://cms.ndma.gov.pk/public/assets/js/jquery.placeholder.min.js","0","GET","cms.ndma.gov.pk","/public/assets/js/jquery.placeholder.min.js","3265.48","02ECCA037D554393547FD27783D007AB","http://cms.ndma.gov.pk/","200","Script","345","340","4321","4320.845","1162","1162","2724","","","application/javascript","gzip","23","http/1.1","-1","-1","-1","-1","-1","-1","http://cms.ndma.gov.pk/","1396","","parser","High","Medium","","2863","0","0","100","-1","100","-1","-1","-1","-1","-1","-1","-1","1162","0","","","","","0","","","2203","8080","","","4666","4321","4661","4661","4666","5","4321","4666","345","35","36","3","2","4","1","0","in_body_parser_blocking","","","","","","","","","","","","","",
