"type","id","request_id","ip_addr","full_url","is_secure","method","host","url","raw_id","frame_id","documentURL","responseCode","request_type","load_ms","ttfb_ms","load_start","load_start_float","bytesIn","objectSize","objectSizeUncompressed","expires","cacheControl","contentType","contentEncoding","socket","protocol","dns_start","dns_end","connect_start","connect_end","ssl_start","ssl_end","initiator","initiator_line","initiator_column","initiator_type","priority","initial_priority","server_rtt","bytesOut","score_cache","score_cdn","score_gzip","score_cookies","score_keep-alive","score_minify","score_combine","score_compress","score_etags","dns_ms","connect_ms","ssl_ms","gzip_total","gzip_save","minify_total","minify_save","image_total","image_save","cache_time","cdn_provider","server_count","created","server_port","final_base_page","is_base_page","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","renderBlocking","http2_stream_id","http2_stream_dependency","http2_stream_weight","http2_stream_exclusive","tls_version","tls_resumed","tls_next_proto","tls_cipher_suite","jpeg_scan_count","score_progressive_jpeg","initiator_function","http2_server_settings","cpu.EvaluateScript","cpu.v8.compile","cpuTime","cpu.FunctionCall",
"3","230331_14_8A","6E7514451613090B606BDA56D55F9FC7","127.0.0.1","http://www.mofept.gov.pk/","0","GET","www.mofept.gov.pk","/","6E7514451613090B606BDA56D55F9FC7","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Document","2384","2369","87","87.275","83839","83839","83839","","private","text/html","","23","http/1.1","-1","-1","55","59","-1","-1","","","","script","Highest","Highest","","1516","-1","-1","16","-1","100","-1","-1","-1","-1","-1","4","-1","83839","69614","","","","","","","","83","8080","1","1","2471","87","2456","2456","2471","15","55","2471","2388","0","1","1","0","","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.4","127.0.0.1","http://www.mofept.gov.pk/Content/css/bootstrap.min.css","0","GET","www.mofept.gov.pk","/Content/css/bootstrap.min.css","11251.4","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","657","637","2670","2670.112","166884","166884","166884","","","text/css","","23","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","93","","parser","Highest","Highest","","1597","0","0","13","-1","100","-1","-1","-1","-1","-1","-1","-1","166884","144166","","","","","0","","","2656","8080","","","3327","2670","3307","3307","3327","20","2670","3327","657","1","2","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.5","127.0.0.1","http://www.mofept.gov.pk/Content/css/jquery-ui.min.css","0","GET","www.mofept.gov.pk","/Content/css/jquery-ui.min.css","11251.5","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","810","794","2686","2685.674","29279","29279","29279","","","text/css","","25","http/1.1","-1","-1","57","60","-1","-1","http://www.mofept.gov.pk/","94","","parser","Highest","Highest","","1597","0","0","24","-1","100","-1","-1","-1","-1","-1","3","-1","29279","22066","","","","","0","","","2665","8080","","","3496","2686","3480","3480","3496","16","57","3496","813","2","3","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.6","127.0.0.1","http://www.mofept.gov.pk/Content/css/animate.css","0","GET","www.mofept.gov.pk","/Content/css/animate.css","11251.6","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","1365","1341","2730","2729.789","88597","88597","88597","","","text/css","","43","http/1.1","2619","2619","2689","2691","-1","-1","http://www.mofept.gov.pk/","95","","parser","Highest","Highest","","1579","0","0","7","-1","100","-1","-1","-1","-1","0","2","-1","88597","82141","","","","","0","","","2682","8080","","","4095","2730","4071","4071","4095","24","2689","4095","1367","3","4","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.7","127.0.0.1","http://www.mofept.gov.pk/Content/css/css-plugin-collections.css","0","GET","www.mofept.gov.pk","/Content/css/css-plugin-collections.css","11251.7","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","2600","2579","2754","2754.225","341040","341040","341040","","","text/css","","63","http/1.1","-1","-1","2712","2713","-1","-1","http://www.mofept.gov.pk/","96","","parser","Highest","Highest","","1624","0","0","12","-1","100","-1","-1","-1","-1","-1","1","-1","341040","298391","","","","","0","","","2692","8080","","","5354","2754","5333","5333","5354","21","2712","5354","2601","4","5","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.8","127.0.0.1","http://www.mofept.gov.pk/Content/css/menuzord-skins/menuzord-rounded-boxed.css","0","GET","www.mofept.gov.pk","/Content/css/menuzord-skins/menuzord-rounded-boxed.css","11251.8","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","614","611","2760","2759.954","2501","2501","2501","","","text/css","","75","http/1.1","-1","-1","2720","2721","-1","-1","http://www.mofept.gov.pk/","98","","parser","Highest","Highest","","1669","0","0","24","-1","100","-1","-1","-1","-1","-1","1","-1","2501","1879","","","","","0","","","2694","8080","","","3374","2760","3371","3371","3374","3","2720","3374","615","5","6","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.9","127.0.0.1","http://www.mofept.gov.pk/Content/css/style-main.css","0","GET","www.mofept.gov.pk","/Content/css/style-main.css","11251.9","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","2260","2243","2763","2762.91","224386","224386","224386","","","text/css","","83","http/1.1","-1","-1","2725","2726","-1","-1","http://www.mofept.gov.pk/","100","","parser","Highest","Highest","","1588","0","0","14","-1","100","-1","-1","-1","-1","-1","1","-1","224386","191816","","","","","0","","","2697","8080","","","5023","2763","5006","5006","5023","17","2725","5023","2261","6","7","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.15","127.0.0.1","https://code.jquery.com/jquery-2.2.4.min.js","1","GET","code.jquery.com","/jquery-2.2.4.min.js","11251.15","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Script","961","934","2766","2766.315","29811","29811","85578","","max-age=315360000","application/javascript","gzip","99","HTTP/2","2658","2658","2731","2732","2732","2742","http://www.mofept.gov.pk/","111","","parser","High","High","","1669","100","100","100","-1","100","-1","-1","-1","-1","0","1","10","29811","0","","","","","315360000","Highwinds","","2714","8081","","","3727","2766","3700","3700","3727","27","2731","3727","972","7","8","1","0","blocking","1","0","220","1","TLS 1.3","False","h2","4865","","","","","","","","",
"3","230331_14_8A","11251.16","127.0.0.1","https://code.jquery.com/ui/1.12.1/jquery-ui.min.js","1","GET","code.jquery.com","/ui/1.12.1/jquery-ui.min.js","11251.16","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Script","1330","1286","2767","2766.912","67751","67751","253668","","max-age=315360000","application/javascript","gzip","99","HTTP/2","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","112","","parser","High","High","","1690","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","67751","0","","","","","315360000","Highwinds","","2715","8081","","","4097","2767","4053","4053","4097","44","2767","4097","1330","8","9","1","0","blocking","3","1","220","1","","","","","","","","","","","","",
"3","230331_14_8A","11251.20","127.0.0.1","https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css","1","GET","cdnjs.cloudflare.com","/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css","11251.20","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","320","306","2768","2768.09","6874","6874","31000","Wed, 20 Mar 2024 03:12:17 GMT","public, max-age=30672000","text/css","gzip","123","HTTP/2","2676","2676","2749","2750","2750","2758","http://www.mofept.gov.pk/","116","","parser","Highest","Highest","","1828","100","100","100","-1","100","-1","-1","-1","-1","0","1","8","6874","0","","","","","30034854","Cloudflare","","2723","8081","","","3088","2768","3074","3074","3088","14","2749","3088","329","9","10","1","0","blocking","1","0","256","1","TLS 1.3","False","h2","4865","","","","","","","","",
"3","230331_14_8A","11251.38","127.0.0.1","https://cdnjs.cloudflare.com/ajax/libs/prettyPhoto/3.1.6/js/jquery.prettyPhoto.min.js","1","GET","cdnjs.cloudflare.com","/ajax/libs/prettyPhoto/3.1.6/js/jquery.prettyPhoto.min.js","11251.38","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Script","341","337","2770","2769.98","6168","6168","23576","Wed, 20 Mar 2024 03:12:17 GMT","public, max-age=30672000","application/javascript","gzip","123","HTTP/2","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","1423","","parser","High","High","","1795","100","100","100","-1","100","-1","-1","-1","-1","-1","-1","-1","6168","0","","","","","30333932","Cloudflare","","2739","8081","","","3111","2770","3107","3107","3111","4","2770","3111","341","10","11","1","0","in_body_parser_blocking","3","1","220","1","","","","","","","","","","","","",
"3","230331_14_8A","11251.10","127.0.0.1","http://www.mofept.gov.pk/Content/css/colors/theme-skin-color-set-1.css","0","GET","www.mofept.gov.pk","/Content/css/colors/theme-skin-color-set-1.css","11251.10","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","380","358","3331","3330.629","39054","39054","39054","","","text/css","","23","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","102","","parser","Highest","Highest","","1645","0","0","11","-1","100","-1","-1","-1","-1","-1","-1","-1","39054","34412","","","","","0","","","2700","8080","","","3711","3331","3689","3689","3711","22","3331","3711","380","11","12","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.11","127.0.0.1","http://www.mofept.gov.pk/Content/css/custom-bootstrap-margin-padding.css","0","GET","www.mofept.gov.pk","/Content/css/custom-bootstrap-margin-padding.css","11251.11","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","1815","1805","3379","3378.735","92371","92371","92371","","","text/css","","75","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","104","","parser","Highest","Highest","","1651","0","0","8","-1","100","-1","-1","-1","-1","-1","-1","-1","92371","84869","","","","","0","","","2702","8080","","","5194","3379","5184","5184","5194","10","3379","5194","1815","12","13","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.12","127.0.0.1","http://www.mofept.gov.pk/Content/css/responsive.css","0","GET","www.mofept.gov.pk","/Content/css/responsive.css","11251.12","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","383","371","3500","3499.695","10441","10441","10441","","","text/css","","25","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","106","","parser","Highest","Highest","","1588","0","0","20","-1","100","-1","-1","-1","-1","-1","-1","-1","10441","8336","","","","","0","","","2704","8080","","","3883","3500","3871","3871","3883","12","3500","3883","383","13","14","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.13","127.0.0.1","http://www.mofept.gov.pk/Content/css/demo-page-styles.css","0","GET","www.mofept.gov.pk","/Content/css/demo-page-styles.css","11251.13","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","371","367","3718","3717.724","387","387","387","","","text/css","","23","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","108","","parser","Highest","Highest","","1606","0","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","0","","","2707","8080","","","4089","3718","4085","4085","4089","4","3718","4089","371","14","15","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.14","127.0.0.1","http://www.mofept.gov.pk/Content/css/breaking-news-ticker.css","0","GET","www.mofept.gov.pk","/Content/css/breaking-news-ticker.css","11251.14","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","360","348","3889","3888.822","5827","5827","5827","","","text/css","","25","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","109","","parser","Highest","Highest","","1618","0","0","23","-1","100","-1","-1","-1","-1","-1","-1","-1","5827","4461","","","","","0","","","2709","8080","","","4249","3889","4237","4237","4249","12","3889","4249","360","15","16","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.21","127.0.0.1","http://www.mofept.gov.pk/Scripts/aaa/src/css/jbility.css","0","GET","www.mofept.gov.pk","/Scripts/aaa/src/css/jbility.css","11251.21","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","344","336","4103","4102.841","1811","1811","1811","","","text/css","","23","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","118","","parser","Highest","Highest","","1603","0","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","0","","","2726","8080","","","4447","4103","4439","4439","4447","8","4103","4447","344","16","17","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.17","127.0.0.1","http://www.mofept.gov.pk/Scripts/bootstrap.min.js","0","GET","www.mofept.gov.pk","/Scripts/bootstrap.min.js","11251.17","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Script","452","437","4108","4107.538","36868","36868","36868","","","application/javascript","","43","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","113","","parser","High","High","","1537","0","0","26","-1","100","-1","-1","-1","-1","-1","-1","-1","36868","27111","","","","","0","","","2717","8080","","","4560","4108","4545","4545","4560","15","4108","4560","452","17","18","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.18","127.0.0.1","http://www.mofept.gov.pk/Scripts/datatables.min.js","0","GET","www.mofept.gov.pk","/Scripts/datatables.min.js","11251.18","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Script","1063","1044","4255","4254.872","84932","84932","84932","","","application/javascript","","25","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","114","","parser","High","High","","1540","0","0","34","-1","100","-1","-1","-1","-1","-1","-1","-1","84932","56026","","","","","0","","","2718","8080","","","5318","4255","5299","5299","5318","19","4255","5318","1063","18","19","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.19","127.0.0.1","http://www.mofept.gov.pk/Scripts/jquery.unobtrusive-ajax.min.js","0","GET","www.mofept.gov.pk","/Scripts/jquery.unobtrusive-ajax.min.js","11251.19","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Script","540","535","4457","4456.983","4061","4061","4061","","","application/javascript","","23","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","115","","parser","High","High","","1579","0","0","44","-1","100","-1","-1","-1","-1","-1","-1","-1","4061","2257","","","","","0","","","2721","8080","","","4997","4457","4992","4992","4997","5","4457","4997","540","19","20","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.37","127.0.0.1","http://www.mofept.gov.pk/Scripts/jquery-plugin-collection.js","0","GET","www.mofept.gov.pk","/Scripts/jquery-plugin-collection.js","11251.37","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Script","2582","2469","4568","4567.623","772814","772814","772814","","","application/javascript","","43","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","1422","","parser","High","High","","1570","0","0","27","-1","100","-1","-1","-1","-1","-1","-1","-1","772814","560366","","","","","0","","","2737","8080","","","7150","4568","7037","7037","7150","113","4568","7150","2582","20","21","1","0","in_body_parser_blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.39","127.0.0.1","http://www.mofept.gov.pk/Scripts/custom.js","0","GET","www.mofept.gov.pk","/Scripts/custom.js","11251.39","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Script","519","510","5001","5000.902","71162","71162","71162","","","application/javascript","","23","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","1425","","parser","High","High","","1516","0","0","17","-1","100","-1","-1","-1","-1","-1","-1","-1","71162","59030","","","","","0","","","2743","8080","","","5520","5001","5511","5511","5520","9","5001","5520","519","21","22","1","0","in_body_parser_blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.40","127.0.0.1","http://www.mofept.gov.pk/Scripts/breaking-news-ticker.min.js","0","GET","www.mofept.gov.pk","/Scripts/breaking-news-ticker.min.js","11251.40","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Script","435","425","5026","5025.71","10278","10278","10278","","","application/javascript","","83","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","1427","","parser","High","High","","1570","0","0","26","-1","100","-1","-1","-1","-1","-1","-1","-1","10278","7564","","","","","0","","","2746","8080","","","5461","5026","5451","5451","5461","10","5026","5461","435","22","23","1","0","in_body_parser_blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.49","127.0.0.1","https://fonts.googleapis.com/css?family=Open+Sans:400,300,600,700,800|family=Raleway:400,200,300,500,600,700,800,900|family=Titillium+Web:400,200,300,600,700,900","1","GET","fonts.googleapis.com","/css?family=Open+Sans:400,300,600,700,800|family=Raleway:400,200,300,500,600,700,800,900|family=Titillium+Web:400,200,300,600,700,900","11251.49","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","1089","1081","5063","5062.798","769","769","13415","Fri, 31 Mar 2023 03:12:20 GMT","private, max-age=86400, stale-while-revalidate=604800","text/css","gzip","173","HTTP/2","4998","4998","5052","5054","5054","5060","http://www.mofept.gov.pk/Content/css/style-main.css","","","parser","Highest","Highest","","2065","50","100","100","-1","100","-1","-1","-1","-1","0","2","6","769","0","","","","","86400","Google","","5048","8081","","","6152","5063","6144","6144","6152","8","5052","6152","1097","23","24","1","0","blocking","1","0","256","1","TLS 1.3","False","h2","4865","","","","","","","","",
"3","230331_14_8A","11251.44","127.0.0.1","http://www.mofept.gov.pk/Content/css/font-awesome.min.css","0","GET","www.mofept.gov.pk","/Content/css/font-awesome.min.css","11251.44","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","493","481","5201","5200.924","27494","27494","27494","","","text/css","","75","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/Content/css/style-main.css","","","parser","Highest","Highest","","1606","0","0","22","-1","100","-1","-1","-1","-1","-1","-1","-1","27494","21308","","","","","0","","","5032","8080","","","5694","5201","5682","5682","5694","12","5201","5694","493","24","25","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.45","127.0.0.1","http://www.mofept.gov.pk/Content/css/font-awesome-animation.min.css","0","GET","www.mofept.gov.pk","/Content/css/font-awesome-animation.min.css","11251.45","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","426","418","5328","5327.759","18434","18434","18434","","","text/css","","25","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/Content/css/style-main.css","","","parser","Highest","Highest","","1636","0","0","10","-1","100","-1","-1","-1","-1","-1","-1","-1","18434","16447","","","","","0","","","5036","8080","","","5754","5328","5746","5746","5754","8","5328","5754","426","25","26","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.46","127.0.0.1","http://www.mofept.gov.pk/Content/css/pe-icon-7-stroke.css","0","GET","www.mofept.gov.pk","/Content/css/pe-icon-7-stroke.css","11251.46","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","412","406","5358","5357.676","10394","10394","10394","","","text/css","","63","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/Content/css/style-main.css","","","parser","Highest","Highest","","1606","0","0","18","-1","100","-1","-1","-1","-1","-1","-1","-1","10394","8522","","","","","0","","","5040","8080","","","5770","5358","5764","5764","5770","6","5358","5770","412","26","27","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.47","127.0.0.1","http://www.mofept.gov.pk/Content/css/flaticon-set-carfixing.css","0","GET","www.mofept.gov.pk","/Content/css/flaticon-set-carfixing.css","11251.47","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","319","314","5466","5465.568","4052","4052","4052","","","text/css","","83","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/Content/css/style-main.css","","","parser","Highest","Highest","","1624","0","0","18","-1","100","-1","-1","-1","-1","-1","-1","-1","4052","3301","","","","","0","","","5042","8080","","","5785","5466","5780","5780","5785","5","5466","5785","319","27","28","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.48","127.0.0.1","http://www.mofept.gov.pk/Content/css/utility-classes.css","0","GET","www.mofept.gov.pk","/Content/css/utility-classes.css","11251.48","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Stylesheet","361","346","5524","5523.977","19780","19780","19780","","","text/css","","23","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/Content/css/style-main.css","","","parser","Highest","Highest","","1603","0","0","14","-1","100","-1","-1","-1","-1","-1","-1","-1","19780","16815","","","","","0","","","5045","8080","","","5885","5524","5870","5870","5885","15","5524","5885","361","28","29","1","0","blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.41","127.0.0.1","http://www.mofept.gov.pk/Scripts/aaa/src/js/jbility.js","0","GET","www.mofept.gov.pk","/Scripts/aaa/src/js/jbility.js","11251.41","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Script","307","300","5701","5701.499","3097","3097","3097","","","application/javascript","","75","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","1434","","parser","High","High","","1552","0","0","32","-1","100","-1","-1","-1","-1","-1","-1","-1","3097","2090","","","","","0","","","2748","8080","","","6008","5701","6001","6001","6008","7","5701","6008","307","29","30","1","0","in_body_parser_blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.42","127.0.0.1","http://www.mofept.gov.pk/Scripts/aaa/src/js/speechSynthesis.js","0","GET","www.mofept.gov.pk","/Scripts/aaa/src/js/speechSynthesis.js","11251.42","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Script","262","253","5759","5758.902","1869","1869","1869","","","application/javascript","","25","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","1435","","parser","High","High","","1576","0","0","-1","-1","100","-1","-1","-1","-1","-1","-1","-1","","","","","","","0","","","2751","8080","","","6021","5759","6012","6012","6021","9","5759","6021","262","30","31","1","0","in_body_parser_blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.43","127.0.0.1","http://www.mofept.gov.pk/Scripts/aaa/src/js/custom_accessibility.js","0","GET","www.mofept.gov.pk","/Scripts/aaa/src/js/custom_accessibility.js","11251.43","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Script","262","258","5772","5772.225","2116","2116","2116","","","application/javascript","","63","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/","1436","","parser","High","High","","1591","0","0","26","-1","100","-1","-1","-1","-1","-1","-1","-1","2116","1561","","","","","0","","","2753","8080","","","6034","5772","6030","6030","6034","4","5772","6034","262","31","32","1","0","in_body_parser_blocking","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.22","127.0.0.1","https://platform.twitter.com/widgets.js","1","GET","platform.twitter.com","/widgets.js","11251.22","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Script","487","450","6199","6198.596","27630","27630","93239","","public, max-age=1800","application/javascript","gzip","181","http/1.1","2658","2658","6179","6181","6182","6194","http://www.mofept.gov.pk/","852","","parser","Low","Low","","1549","0","100","100","-1","100","-1","-1","-1","-1","0","2","12","27630","0","","","","","1800","Edgecast","","6172","8081","","","6686","6199","6649","6649","6686","37","6179","6686","501","32","33","1","0","potentially_blocking","","","","","TLS 1.3","False","http/1.1","4865","","","","","","","","",
"3","230331_14_8A","11251.35","127.0.0.1","https://connect.facebook.net/en_GB/sdk.js","1","GET","connect.facebook.net","/en_GB/sdk.js","11251.35","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Script","725","714","6523","6523.031","1688","1688","3093","Fri, 31 Mar 2023 03:29:07 GMT","public,max-age=1200,stale-while-revalidate=3600","application/x-javascript","gzip","191","HTTP/2","2674","2674","6500","6503","6504","6518","http://www.mofept.gov.pk/","1419","","parser","Low","Low","","1762","0","100","100","-1","100","-1","-1","-1","-1","0","3","14","1688","0","","","","","1200","Facebook","","6494","8081","","","7248","6523","7237","7237","7248","11","6500","7248","742","33","34","1","0","potentially_blocking","1","0","147","1","TLS 1.3","False","h2","4865","","","","","","","","",
"3","230331_14_8A","11251.128","127.0.0.1","http://www.mofept.gov.pk/images/title-dots.png","0","GET","www.mofept.gov.pk","/images/title-dots.png","11251.128","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Image","372","358","6573","6572.502","2808","2808","2808","","","image/png","","63","http/1.1","-1","-1","-1","-1","-1","-1","http://www.mofept.gov.pk/Content/css/style-main.css","","","parser","Low","Low","","1711","0","0","-1","-1","100","-1","-1","100","-1","-1","-1","-1","","","","","2808","0","0","","","6568","8080","","","6945","6573","6931","6931","6945","14","6573","6945","372","34","35","1","0","","","","","","","","","","","","","","","","","",
"3","230331_14_8A","11251.91","127.0.0.1","https://fonts.gstatic.com/s/opensans/v34/memvYaGs126MiZpBA-UvWbX2vVnXBbObj2OVTS-mu0SC55I.woff2","1","GET","fonts.gstatic.com","/s/opensans/v34/memvYaGs126MiZpBA-UvWbX2vVnXBbObj2OVTS-mu0SC55I.woff2","11251.91","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Font","1610","1573","6607","6607.149","39372","39372","39372","Wed, 27 Mar 2024 10:31:26 GMT","public, max-age=31536000","font/woff2","","185","HTTP/2","-1","-1","6187","6189","6189","6198","https://fonts.googleapis.com/css?family=Open+Sans:400,300,600,700,800|family=Raleway:400,200,300,500,600,700,800,900|family=Titillium+Web:400,200,300,600,700,900","","","parser","Lowest","Lowest","","2041","100","100","-1","-1","100","-1","-1","-1","-1","-1","2","9","","","","","","","31303145","Google","","6597","8081","","","8217","6607","8180","8180","8217","37","6187","8217","1621","35","36","1","0","non_blocking","1","0","110","1","TLS 1.3","False","h2","4865","","","","","","","","",
"3","230331_14_8A","11251.124","127.0.0.1","https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/fonts/fontawesome-webfont.woff2?v=4.7.0","1","GET","cdnjs.cloudflare.com","/ajax/libs/font-awesome/4.7.0/fonts/fontawesome-webfont.woff2?v=4.7.0","11251.124","405F4047B1492AD9A9CC24B42984FF4F","http://www.mofept.gov.pk/","200","Font","441","399","6610","6609.65","77160","77160","77160","Wed, 20 Mar 2024 03:12:20 GMT","public, max-age=30672000","application/octet-stream","","206","HTTP/2","-1","-1","6591","6594","6594","6603","https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css","","","parser","Lowest","Lowest","","2209","100","100","-1","-1","100","-1","-1","-1","-1","-1","3","9","","","","","","","30033464","Cloudflare","","6577","8081","","","7051","6610","7009","7009","7051","42","6591","7051","453","36","37","1","0","non_blocking","1","0","110","1","TLS 1.3","False","h2","4865","","","","","","","","",
