"loadTime","docTime","fullyLoaded","bytesOut","bytesOutDoc","bytesIn","bytesInDoc","requests","requestsFull","requestsDoc","responses_200","responses_404","responses_other","result","testStartOffset","cached","optimization_checked","main_frame","loadEventStart","loadEventEnd","domContentLoadedEventStart","domContentLoadedEventEnd","URL","connections","final_base_page_request","final_base_page_request_id","final_url","firstPaint","firstContentfulPaint","firstImagePaint","firstMeaningfulPaint","domInteractive","renderBlockingCSS","renderBlockingJS","TTFB","basePageSSLTime","score_cache","score_cdn","score_gzip","score_cookies","score_keep-alive","score_minify","score_combine","score_compress","score_etags","score_progressive_jpeg","gzip_total","gzip_savings","minify_total","minify_savings","image_total","image_savings","base_page_cdn","cpu.UpdateLayerTree","cpu.EventDispatch","cpu.CommitLoad","cpu.EvaluateScript","cpu.v8.compile","cpu.ParseHTML","cpu.ResourceFetcher::requestResource","cpu.ParseAuthorStyleSheet","cpu.FunctionCall","cpu.UpdateLayoutTree","cpu.MarkDOMContent","cpu.MarkLoad","cpu.Layout","cpu.IntersectionObserverController::computeIntersections","cpu.Paint","cpu.MinorGC","cpu.V8.GC_HEAP_PROLOGUE","cpu.V8.GC_HEAP_EXTERNAL_PROLOGUE","cpu.V8.GC_SCAVENGER_COMPLETE_SWEEP_ARRAY_BUFFERS","cpu.V8.GC_SCAVENGER","cpu.V8.GC_TIME_TO_SAFEPOINT","cpu.V8.GC_HEAP_PROLOGUE_SAFEPOINT","cpu.V8.GC_SCAVENGER_SCAVENGE","cpu.V8.GC_SCAVENGER_SCAVENGE_WEAK_GLOBAL_HANDLES_IDENTIFY","cpu.V8.GC_SCAVENGER_SCAVENGE_ROOTS","cpu.V8.GC_SCAVENGER_SCAVENGE_PARALLEL","cpu.V8.GC_SCAVENGER_SCAVENGE_WEAK_GLOBAL_HANDLES_PROCESS","cpu.V8.GC_SCAVENGER_SCAVENGE_FINALIZE","cpu.V8.GC_SCAVENGER_SCAVENGE_UPDATE_REFS","cpu.V8.GC_SCAVENGER_FREE_REMEMBERED_SET","cpu.V8.GC_SCAVENGER_SWEEP_ARRAY_BUFFERS","cpu.V8.GC_HEAP_EXTERNAL_WEAK_GLOBAL_HANDLES","cpu.V8.GC_HEAP_EPILOGUE_SAFEPOINT","cpu.V8.GC_HEAP_EPILOGUE_REDUCE_NEW_SPACE","cpu.V8.GC_HEAP_EXTERNAL_EPILOGUE","cpu.V8.GC_HEAP_EPILOGUE","cpu.largestContentfulPaint::Candidate","cpu.ResourceChangePriority","cpu.HitTest","cpu.TimerFire","cpu.XHRReadyStateChange","cpu.XHRLoad","cpu.Idle","tester","start_epoch","osVersion","os_version","browserVersion","browser_version","date","document_URL","document_hostname","document_origin","domElements","domComplete","PerformancePaintTiming.first-paint","PerformancePaintTiming.first-contentful-paint","base_page_ip_ptr","base_page_cname","base_page_dns_server","browser_name","eventName","test_run_time_ms","testUrl","lastVisualChange","render","visualComplete85","visualComplete90","visualComplete95","visualComplete99","visualComplete","SpeedIndex","LargestContentfulPaintType","LargestContentfulPaintNodeType","chromeUserTiming.navigationStart","chromeUserTiming.fetchStart","chromeUserTiming.responseEnd","chromeUserTiming.unloadEventStart","chromeUserTiming.unloadEventEnd","chromeUserTiming.commitNavigationEnd","chromeUserTiming.domLoading","chromeUserTiming.firstPaint","chromeUserTiming.firstContentfulPaint","chromeUserTiming.firstMeaningfulPaintCandidate","chromeUserTiming.firstImagePaint","chromeUserTiming.firstMeaningfulPaint","chromeUserTiming.LayoutShift","chromeUserTiming.domInteractive","chromeUserTiming.domContentLoadedEventStart","chromeUserTiming.domContentLoadedEventEnd","chromeUserTiming.InteractiveTime","chromeUserTiming.domComplete","chromeUserTiming.loadEventStart","chromeUserTiming.loadEventEnd","chromeUserTiming.LargestTextPaint","chromeUserTiming.LargestContentfulPaint","chromeUserTiming.LargestImagePaint","chromeUserTiming.TotalLayoutShift","chromeUserTiming.CumulativeLayoutShift","FirstInteractive","maxFID","TTIMeasurementEnd","LastInteractive","TimeToInteractive","FirstCPUIdle","TotalBlockingTime","testID","run","step","effectiveBps","domTime","aft","titleTime","domLoading","server_rtt","edge-processed","effectiveBpsDoc","bytes.html","requests.html","bytesUncompressed.html","bytes.js","requests.js","bytesUncompressed.js","bytes.css","requests.css","bytesUncompressed.css","bytes.image","requests.image","bytesUncompressed.image","bytes.flash","requests.flash","bytesUncompressed.flash","bytes.font","requests.font","bytesUncompressed.font","bytes.video","requests.video","bytesUncompressed.video","bytes.other","requests.other","bytesUncompressed.other","id","cpu.V8.GC_MC_COMPLETE_SWEEPING","cpu.V8.GC_MC_COMPLETE_SWEEP_ARRAY_BUFFERS","cpu.V8.GC_MC_INCREMENTAL_START","cpu.V8.GC_MC_INCREMENTAL_EXTERNAL_PROLOGUE","cpu.V8.GC_MC_INCREMENTAL_EMBEDDER_PROLOGUE","cpu.BlinkGC.IncrementalMarkingStartMarking","cpu.BlinkGC.VisitRoots","cpu.V8.GC_MC_INCREMENTAL_EXTERNAL_EPILOGUE","cpu.V8.GC_MC_INCREMENTAL","cpu.V8.GC_MC_INCREMENTAL_EMBEDDER_TRACING","cpu.BlinkGC.UnifiedMarkingStep","cpu.BlinkGC.IncrementalMarkingWithDeadline","cpu.BlinkGC.MarkProcessWorklists","cpu.BlinkGC.MarkBailOutObjects","cpu.BlinkGC.IncrementalMarkingStep","cpu.BlinkGC.MarkFlushEphemeronPairs","cpu.BlinkGC.MarkFlushV8References","cpu.BlinkGC.MarkProcessNotFullyconstructeddWorklist","cpu.BlinkGC.MarkProcessMarkingWorklist","cpu.BlinkGC.MarkProcessWriteBarrierWorklist","cpu.MajorGC","cpu.V8.GC_MC_INCREMENTAL_FINALIZE","cpu.V8.GC_MC_INCREMENTAL_FINALIZE_BODY","cpu.V8.GC_MARK_COMPACTOR","cpu.V8.GC_MC_PROLOGUE","cpu.V8.GC_MC_MARK","cpu.V8.GC_MC_MARK_FINISH_INCREMENTAL","cpu.BlinkGC.AtomicPauseMarkPrologue","cpu.BlinkGC.AtomicPauseMarkRoots","cpu.V8.GC_MC_MARK_ROOTS","cpu.V8.GC_MC_MARK_MAIN","cpu.V8.GC_MC_MARK_WEAK_CLOSURE","cpu.V8.GC_MC_MARK_EMBEDDER_TRACING_CLOSURE","cpu.V8.GC_MC_MARK_EMBEDDER_TRACING","cpu.BlinkGC.AtomicPauseMarkTransitiveClosure","cpu.BlinkGC.MarkInvokeEphemeronCallbacks","cpu.V8.GC_MC_MARK_WEAK_CLOSURE_EPHEMERON","cpu.V8.GC_MC_MARK_WEAK_CLOSURE_EPHEMERON_MARKING","cpu.V8.GC_MC_MARK_WEAK_CLOSURE_WEAK_HANDLES","cpu.V8.GC_MC_MARK_WEAK_CLOSURE_WEAK_ROOTS","cpu.V8.GC_MC_MARK_WEAK_CLOSURE_HARMONY","cpu.V8.GC_MC_CLEAR","cpu.V8.GC_MC_CLEAR_STRING_TABLE","cpu.V8.GC_MC_CLEAR_FLUSHABLE_BYTECODE","cpu.V8.GC_MC_CLEAR_FLUSHED_JS_FUNCTIONS","cpu.V8.GC_MC_CLEAR_WEAK_LISTS","cpu.V8.GC_MC_CLEAR_MAPS","cpu.V8.GC_MC_CLEAR_WEAK_REFERENCES","cpu.V8.GC_MC_CLEAR_WEAK_COLLECTIONS","cpu.V8.GC_MC_SWEEP","cpu.V8.GC_MC_EVACUATE","cpu.V8.GC_MC_EVACUATE_PROLOGUE","cpu.V8.GC_MC_EVACUATE_COPY","cpu.V8.GC_MC_EVACUATE_COPY_PARALLEL","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_TO_NEW_ROOTS","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_SLOTS_MAIN","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_PARALLEL","cpu.V8.GC_MC_EVACUATE_UPDATE_POINTERS_WEAK","cpu.V8.GC_MC_EVACUATE_REBALANCE","cpu.V8.GC_MC_EVACUATE_CLEAN_UP","cpu.V8.GC_MC_EVACUATE_EPILOGUE","cpu.V8.GC_MC_FINISH","cpu.V8.GC_MC_FINISH_SWEEP_ARRAY_BUFFERS","cpu.V8.GC_MC_EPILOGUE","cpu.V8.GC_HEAP_EMBEDDER_TRACING_EPILOGUE","cpu.BlinkGC.AtomicPauseMarkEpilogue","cpu.BlinkGC.AtomicPauseSweepAndCompact","cpu.BlinkGC.LazySweepOnAllocation","cpu.BlinkGC.LazySweepInIdle","LargestContentfulPaintImageURL",
"7883","7883","8028","268031","263317","3821580","3818142","74","74","73","73","0","1","0","0","0","1","E6804482D37910119A4265B9A3E1DAD8","7883","7891","2109","2127","https://www.nih.org.pk/novel-coranavirus-2019-ncov","5","0","5929C9201250422523098BAA1C5F182F","https://www.nih.org.pk/novel-coranavirus-2019-ncov","1844.2000000011","1844","1844","1844","2109","15","1","451","12","79","100","100","-1","100","-1","-1","100","-1","0","341935","0","-1","-1","2805839","0","Cloudflare","88","3","0","149","164","44","156","130","1176","170","0","0","479","9","13","0","0","0","0","0","0","1","0","1","1","34","0","0","0","0","0","0","0","0","0","0","0","0","1","35","2","0","5371","mukeet-ThinkPad-T490-192.168.0.112","1680178796.5323","","","92.0.4515.131","92.0.4515.131","1680178814.0845","https://www.nih.org.pk/novel-coranavirus-2019-ncov","www.nih.org.pk","https://www.nih.org.pk","1148","7883","1844.2000000011","1844.2000000011","","","ignat.ns.cloudflare.com","android - chrome","Step_1","25233","https://www.nih.org.pk/novel-coranavirus-2019-ncov","6116","1848","6116","6116","6116","6116","6116","3978","background-image","SECTION","0","41","491","518","518","520","522","1844","1844","1844","1844","1844","2594","2109","2109","2127","","7883","7883","7891","1844","6116","6116","0.056099086900847","0.056099086900847","5933","1115","11524","5933","5933","5933","1484","230330_6P_6C","1","1","504365","0","0","0","0","0","1","513743","14727","2","79180","176840","24","604867","114517","19","654716","2835095","17","2890590","0","0","0","680196","10","680196","0","0","0","205","2","179","230330_6P_6C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.nih.org.pk/public/img/bg/home_hero_1.jpg",
"4048","4048","5350","258131","249849","1657535","1654069","71","71","69","70","0","1","0","0","0","1","471F48453604B422DAFFF82C59AE942A","4048","4052","1796","1806","https://www.nih.org.pk/global-health-security-agenda-ghsa","5","0","735D1544B636E33A078641DB7F47959C","https://www.nih.org.pk/global-health-security-agenda-ghsa","1585.9000000004","1586","1586","1586","1796","15","1","370","13","78","100","100","-1","100","-1","-1","98","-1","0","372270","0","-1","-1","768761","20340","Cloudflare","36","14","0","132","136","22","148","100","979","111","0","0","171","7","19","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","1","15","1","0","3433","mukeet-ThinkPad-T490-192.168.0.112","1680178840.4963","","","92.0.4515.131","92.0.4515.131","1680178858.3397","https://www.nih.org.pk/global-health-security-agenda-ghsa","www.nih.org.pk","https://www.nih.org.pk","427","4048","1585.9000000004","1585.9000000004","","","ignat.ns.cloudflare.com","android - chrome","Step_1","19587","https://www.nih.org.pk/global-health-security-agenda-ghsa","5141","1583","5141","5141","5141","5141","5141","3284","background-image","SECTION","0","45","377","450","450","454","455","1585","1585","1585","1585","1585","2293","1796","1796","1806","","4048","4048","4052","1586","5154","5154","0.029408264799176","0.029408264799176","","962","8554","5081","","","1121","230330_0E_6D","1","1","332838","0","0","0","0","0","1","449719","6492","2","22590","176205","24","603440","114517","19","654716","836852","16","967389","0","0","0","523264","8","523264","0","0","0","205","2","179","230330_0E_6D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.nih.org.pk/public/img/bg/home_hero_1.jpg",
"6259","6259","6466","263515","258810","2996438","2993000","73","73","72","72","0","1","0","0","0","1","85F6FD77D6E613D72EF13FD326B8AE29","6259","6266","1754","1764","https://www.nih.org.pk/antimicrobial-resistance","5","0","184D4F96A5E6132F77204E1FC4CB5A6C","https://www.nih.org.pk/antimicrobial-resistance","1601.1999999993","1601","1601","1601","1754","15","1","410","8","79","100","100","-1","100","-1","-1","100","-1","51","371014","0","-1","-1","2074878","0","Cloudflare","40","4","0","120","138","24","139","102","1014","116","0","0","222","8","19","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","2","25","1","0","4463","mukeet-ThinkPad-T490-192.168.0.112","1680178880.0405","","","92.0.4515.131","92.0.4515.131","1680178898.4116","https://www.nih.org.pk/antimicrobial-resistance","www.nih.org.pk","https://www.nih.org.pk","498","6259","1601.1999999993","1601.1999999993","","","izabella.ns.cloudflare.com","android - chrome","Step_1","20752","https://www.nih.org.pk/antimicrobial-resistance","5625","1607","5625","5625","5625","5625","5625","3645","background-image","SECTION","0","63","448","479","479","481","482","1601","1601","1601","1601","1601","2441","1754","1754","1764","","6259","6259","6266","1601","5631","5631","0.028816085426188","0.028816085426188","","979","9863","5470","","","1116","230330_RG_6E","1","1","494788","0","0","0","0","0","1","511711","7054","2","26772","174601","24","601027","114517","19","654716","2142969","17","2273506","0","0","0","557092","9","557092","0","0","0","205","2","179","230330_RG_6E","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.nih.org.pk/public/img/bg/home_hero_1.jpg",
"3599","3599","5031","254636","246375","1604403","1600937","71","71","69","70","0","1","0","0","0","1","AC95DAF75E365E2F818A85C375412EC9","3599","3608","1572","1583","https://www.nih.org.pk/national-tb-control-program","5","0","42B17D277DD1BAFA3355382468702562","https://www.nih.org.pk/national-tb-control-program","1274.6999999993","1275","1275","1275","1572","15","1","325","12","77","100","100","-1","100","-1","-1","100","-1","19","372035","0","-1","-1","558766","0","Cloudflare","33","4","1","141","155","20","128","108","925","108","0","0","215","6","17","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","1","16","1","0","3134","mukeet-ThinkPad-T490-192.168.0.112","1680178920.2682","","","92.0.4515.131","92.0.4515.131","1680178937.8857","https://www.nih.org.pk/national-tb-control-program","www.nih.org.pk","https://www.nih.org.pk","421","3598","1274.6999999993","1274.6999999993","","","ignat.ns.cloudflare.com","android - chrome","Step_1","18906","https://www.nih.org.pk/national-tb-control-program","3698","1253","3698","3698","3698","3698","3698","2463","background-image","SECTION","0","48","365","401","401","405","406","1274","1274","1274","1274","1274","2633","1572","1572","1583","","3598","3599","3608","1275","3720","3720","0.063691258971341","0.063691258971341","","865","8231","4756","","","1015","230330_X5_6F","1","1","340927","0","0","0","0","0","1","488985","6507","2","22124","176121","24","603323","114517","19","654716","626857","14","757394","0","0","0","680196","10","680196","0","0","0","205","2","179","230330_X5_6F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.nih.org.pk/public/img/bg/home_hero_1.jpg",
"5529","5529","5752","255345","251297","2717992","2714554","72","72","71","70","1","1","0","0","0","1","22BFFDF9CE812F89F774D9C3D1D32896","5530","5533","1582","1592","https://www.nih.org.pk/cmlt","5","0","5734468F05B6936CA163FAFF86B3CAF7","https://www.nih.org.pk/cmlt","1356","1356","2159","1356","1582","15","1","396","12","78","100","100","-1","100","-1","-1","100","-1","0","374132","0","-1","-1","1792657","0","Cloudflare","40","4","0","110","156","16","127","110","1138","105","0","0","248","6","18","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","1","23","1","0","3624","mukeet-ThinkPad-T490-192.168.0.112","1680178958.9178","","","92.0.4515.131","92.0.4515.131","1680178975.7217","https://www.nih.org.pk/cmlt","www.nih.org.pk","https://www.nih.org.pk","466","5529","1356","1356","","","izabella.ns.cloudflare.com","android - chrome","Step_1","21180","https://www.nih.org.pk/cmlt","2150","1342","1880","2150","2150","2150","2150","1467","text","P","0","54","434","486","486","489","490","1356","1356","1356","2159","1356","2087","1582","1582","1592","","5529","5529","5533","1356","1356","2159","0.046022667439488","0.046022667439488","","1115","9090","5485","","","1282","230330_N3_6G","1","1","507466","0","0","0","0","0","1","528843","8599","3","29269","176831","24","605447","114517","19","654716","1860748","15","1991285","0","0","0","557092","9","557092","0","0","0","205","2","179","230330_N3_6G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"3378","3378","4962","253361","245085","1499253","1495787","71","71","69","70","0","1","0","0","0","1","A3F27060A6C39D1A771EFD4F977D028E","3378","3386","1509","1523","https://www.nih.org.pk/research-scientific-publications","5","0","E6EEA1437B31456584F4FC83958484CA","https://www.nih.org.pk/research-scientific-publications","1256.9000000004","1257","1257","1257","1509","15","1","366","15","78","100","100","-1","100","-1","-1","100","-1","21","374381","0","-1","-1","565352","0","Cloudflare","57","3","0","149","151","18","141","101","1085","121","0","0","330","7","22","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","2","11","0","0","2743","mukeet-ThinkPad-T490-192.168.0.112","1680178997.9565","","","92.0.4515.131","92.0.4515.131","1680179014.0081","https://www.nih.org.pk/research-scientific-publications","www.nih.org.pk","https://www.nih.org.pk","463","3378","1256.9000000004","1256.9000000004","","","izabella.ns.cloudflare.com","android - chrome","Step_1","19722","https://www.nih.org.pk/research-scientific-publications","3502","1253","3502","3502","3502","3502","3502","2324","text","P","0","46","374","440","440","443","444","1256","1256","1256","1256","1256","2180","1509","1509","1523","","3378","3378","3386","1257","1257","2264","0.029590211489122","0.029590211489122","","1042","8170","4737","","","1305","230330_X4_6H","1","1","326208","0","0","0","0","0","1","496609","9116","2","37722","176188","24","603670","114517","19","654716","633443","14","763980","0","0","0","565784","10","565784","0","0","0","205","2","179","230330_X4_6H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"12787","12787","13009","300952","296286","6549833","6546395","82","82","81","79","2","1","0","0","0","1","4E9B593B94451D8B6AA59736168582C2","12787","12793","1809","1819","https://www.nih.org.pk/newsletters","5","0","342D6B9AC1FBE2C961849187D5253618","https://www.nih.org.pk/newsletters","1628.0999999996","1628","1628","1628","1809","15","1","411","8","73","100","100","-1","100","-1","-1","70","-1","2","333875","0","-1","-1","5574762","1702977","Cloudflare","100","4","0","105","136","22","161","107","1109","138","0","0","308","33","39","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","1","0","0","0","0","6","93","1","0","10555","mukeet-ThinkPad-T490-192.168.0.112","1680179035.852","","","92.0.4515.131","92.0.4515.131","1680179052.6553","https://www.nih.org.pk/newsletters","www.nih.org.pk","https://www.nih.org.pk","590","12787","1628.0999999996","1628.0999999996","","","izabella.ns.cloudflare.com","android - chrome","Step_1","32660","https://www.nih.org.pk/newsletters","8551","1632","8551","8551","8551","8551","8551","5219","text","P","0","40","421","482","482","485","486","1628","1628","1628","1628","1628","2364","1809","1809","1819","","12787","12787","12793","1628","1628","2455","0.028270652115931","0.028270652115931","6903","1014","16368","6903","6903","6903","1183","230330_63_6J","1","1","519910","0","0","0","0","0","1","528958","8040","4","36777","176685","24","605826","114517","19","654716","5604018","24","5659513","0","0","0","646368","9","646368","0","0","0","205","2","179","230330_63_6J","0","0","1","0","0","20","0","0","5","0","0","0","5","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","2","2","2","18","",
"3614","3614","5155","250195","241985","1459105","1455639","70","70","68","69","0","1","0","0","0","1","B3017C4A1AEEB9B93B71A1DE5C24E0DF","3614","3621","1735","1745","https://www.nih.org.pk/guidelines","5","0","375C6E2B8559FDEC7165DABD9E80650D","https://www.nih.org.pk/guidelines","1567","1567","1567","1567","1735","15","1","339","16","78","100","100","-1","100","-1","-1","100","-1","21","375038","0","-1","-1","567450","0","Cloudflare","32","4","0","114","150","20","147","107","902","112","0","0","179","6","23","0","0","0","0","0","0","1","0","0","1","25","0","0","0","0","0","0","0","0","0","0","0","0","1","16","1","0","3315","mukeet-ThinkPad-T490-192.168.0.112","1680179086.4122","","","92.0.4515.131","92.0.4515.131","1680179102.5909","https://www.nih.org.pk/guidelines","www.nih.org.pk","https://www.nih.org.pk","445","3614","1567","1567","","","ignat.ns.cloudflare.com","android - chrome","Step_1","21654","https://www.nih.org.pk/guidelines","3731","1560","3731","3731","3731","3731","3731","2657","text","P","0","45","370","405","405","408","409","1567","1567","1567","1567","1567","2633","1735","1735","1745","","3614","3614","3621","1567","1567","2704","0.028270349653678","0.028270349653678","","858","8343","4928","","","960","230330_HY_6K","1","1","302970","0","0","0","0","0","1","444469","7189","2","26250","178389","24","608042","114517","19","654716","635541","15","766078","0","0","0","523264","8","523264","0","0","0","205","2","179","230330_HY_6K","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"3816","3816","5604","250162","241952","1459353","1455887","70","70","68","69","0","1","0","0","0","1","ADE8E656C867754A54055AFEA7583B44","3816","3823","1984","1995","https://www.nih.org.pk/advisories","5","0","CFAB844E9AB616DF2F3F3BDE68D4B2B3","https://www.nih.org.pk/advisories","1820.7999999989","1821","1821","1821","1984","15","1","559","15","78","100","100","-1","100","-1","-1","100","-1","21","375261","0","-1","-1","567771","0","Cloudflare","28","4","0","111","132","20","147","100","969","113","0","0","157","7","28","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","1","17","1","0","3743","mukeet-ThinkPad-T490-192.168.0.112","1680179126.3602","","","92.0.4515.131","92.0.4515.131","1680179143.9174","https://www.nih.org.pk/advisories","www.nih.org.pk","https://www.nih.org.pk","475","3816","1820.7999999989","1820.7999999989","","","izabella.ns.cloudflare.com","android - chrome","Step_1","22636","https://www.nih.org.pk/advisories","3992","1820","3992","3992","3992","3992","3992","2918","text","P","0","44","567","627","627","630","632","1820","1820","1820","1820","1820","2622","1984","1985","1995","","3816","3816","3823","1821","1821","2722","0.028268826912678","0.028268826912678","","924","8843","5293","","","1076","230330_Z0_6M","1","1","289267","0","0","0","0","0","1","447002","7098","2","28719","178407","24","608038","114517","19","654716","635862","15","766399","0","0","0","523264","8","523264","0","0","0","205","2","179","230330_Z0_6M","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"3303","3303","5034","245103","236911","1367211","1363745","69","69","67","68","0","1","0","0","0","1","2A812AE7A0AD21B4B382B964DB6D8950","3303","3311","1539","1549","https://www.nih.org.pk/sops","5","0","786FDD1DD92AC8A619F9078C3AFC343A","https://www.nih.org.pk/sops","1321.8000000007","1322","1322","1322","1539","15","1","420","9","77","100","100","-1","100","-1","-1","100","-1","0","370851","0","-1","-1","479696","0","Cloudflare","26","4","0","98","141","17","147","113","1019","99","0","0","154","6","16","0","0","0","0","0","0","0","0","0","1","24","0","0","0","0","0","0","0","0","0","0","0","0","1","19","1","0","3148","mukeet-ThinkPad-T490-192.168.0.112","1680179167.6569","","","92.0.4515.131","92.0.4515.131","1680179184.1065","https://www.nih.org.pk/sops","www.nih.org.pk","https://www.nih.org.pk","426","3303","1321.8000000007","1321.8000000007","","","ignat.ns.cloudflare.com","android - chrome","Step_1","19323","https://www.nih.org.pk/sops","3412","1320","3412","3412","3412","3412","3412","2392","text","P","0","47","450","492","492","496","497","1321","1321","1321","1321","1321","2137","1539","1539","1549","","3303","3303","3311","1322","1322","2234","0.028235785518941","0.028235785518941","","995","8247","4810","","","1049","230330_3G_6N","1","1","296317","0","0","0","0","0","1","473029","5989","2","21995","175449","24","602332","114517","19","654716","547787","14","678324","0","0","0","523264","8","523264","0","0","0","205","2","179","230330_3G_6N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13565","13565","13778","340207","335526","7284490","7281052","91","91","90","85","5","1","0","0","0","1","0AC007432DA6A233392386D20FBC92BA","13565","13574","1872","1884","https://www.nih.org.pk/health-education","5","0","8843B4AFFFA9A9AE096D023177659C47","https://www.nih.org.pk/health-education","1508.5","1509","1509","1509","1872","15","1","425","11","82","100","100","-1","100","-1","-1","82","-1","2","338255","0","-1","-1","6303326","1161259","Cloudflare","113","4","0","125","138","33","165","105","975","176","0","0","737","88","44","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","10","102","1","0","10900","mukeet-ThinkPad-T490-192.168.0.112","1680179205.4998","","","92.0.4515.131","92.0.4515.131","1680179222.5262","https://www.nih.org.pk/health-education","www.nih.org.pk","https://www.nih.org.pk","939","13565","1508.5","1508.5","","","ignat.ns.cloudflare.com","android - chrome","Step_1","32946","https://www.nih.org.pk/health-education","10915","1516","10915","10915","10915","10915","10915","6287","text","P","0","44","458","505","505","509","510","1508","1508","1508","1508","1508","2414","1872","1872","1884","","13565","13565","13574","1509","1509","2498","0.029992305777839","0.029992305777839","8387","892","17382","8387","8387","8387","1166","230330_CR_6P","1","1","545532","0","0","0","0","0","1","554113","12498","7","62557","178320","24","608315","114517","19","654716","6332582","30","6388077","0","0","0","646368","9","646368","0","0","0","205","2","179","230330_CR_6P","0","0","1","0","0","0","0","0","0","0","0","0","9","1","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","2","1","0","14","",
"3923","3923","5519","251722","243482","1455939","1452473","70","70","68","69","0","1","0","0","0","1","D1E79038B95703CB093B6B7CF9B07D27","3923","3933","1849","1860","https://www.nih.org.pk/idsr-weekly-bulletin","5","0","3B6899F89F51FB9787A86757244B7468","https://www.nih.org.pk/idsr-weekly-bulletin","1705.3999999985","1705","1705","1705","1849","15","1","440","14","78","100","100","-1","100","-1","-1","100","-1","21","371511","0","-1","-1","567771","0","Cloudflare","32","4","0","127","142","22","139","116","1009","110","0","0","194","7","18","0","0","0","0","0","0","2","0","1","0","23","0","0","0","0","0","0","0","0","0","0","0","0","1","27","0","0","3543","mukeet-ThinkPad-T490-192.168.0.112","1680179256.6003","","","92.0.4515.131","92.0.4515.131","1680179275.4418","https://www.nih.org.pk/idsr-weekly-bulletin","www.nih.org.pk","https://www.nih.org.pk","474","3923","1705.3999999985","1705.3999999985","","","ignat.ns.cloudflare.com","android - chrome","Step_1","19556","https://www.nih.org.pk/idsr-weekly-bulletin","4077","1695","4077","4077","4077","4077","4077","2839","text","P","0","47","478","515","515","518","519","1705","1705","1705","1705","1705","2920","1849","1850","1860","","3923","3923","3933","1705","1705","3005","0.06547193917888","0.059800786776171","","959","8758","5294","","","1098","230330_K2_6Q","1","1","286658","0","0","0","0","0","1","417017","6367","2","26478","175724","24","603626","114517","19","654716","635862","15","766399","0","0","0","523264","8","523264","0","0","0","205","2","179","230330_K2_6Q","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
