"loadTime","docTime","fullyLoaded","bytesOut","bytesOutDoc","bytesIn","bytesInDoc","requests","requestsFull","requestsDoc","responses_200","responses_404","responses_other","result","testStartOffset","cached","optimization_checked","main_frame","loadEventStart","loadEventEnd","domContentLoadedEventStart","domContentLoadedEventEnd","URL","connections","final_base_page_request","final_base_page_request_id","final_url","firstPaint","firstContentfulPaint","firstMeaningfulPaint","firstImagePaint","domInteractive","renderBlockingCSS","renderBlockingJS","TTFB","basePageSSLTime","score_cache","score_cdn","score_gzip","score_cookies","score_keep-alive","score_minify","score_combine","score_compress","score_etags","score_progressive_jpeg","gzip_total","gzip_savings","minify_total","minify_savings","image_total","image_savings","base_page_cdn","cpu.UpdateLayerTree","cpu.EventDispatch","cpu.CommitLoad","cpu.EvaluateScript","cpu.v8.compile","cpu.ParseHTML","cpu.ResourceFetcher::requestResource","cpu.ParseAuthorStyleSheet","cpu.MinorGC","cpu.V8.GC_HEAP_PROLOGUE","cpu.V8.GC_HEAP_EXTERNAL_PROLOGUE","cpu.V8.GC_SCAVENGER_COMPLETE_SWEEP_ARRAY_BUFFERS","cpu.V8.GC_SCAVENGER","cpu.V8.GC_TIME_TO_SAFEPOINT","cpu.V8.GC_HEAP_PROLOGUE_SAFEPOINT","cpu.V8.GC_SCAVENGER_SCAVENGE","cpu.V8.GC_SCAVENGER_SCAVENGE_WEAK_GLOBAL_HANDLES_IDENTIFY","cpu.V8.GC_SCAVENGER_SCAVENGE_ROOTS","cpu.V8.GC_SCAVENGER_SCAVENGE_PARALLEL","cpu.V8.GC_SCAVENGER_SCAVENGE_WEAK_GLOBAL_HANDLES_PROCESS","cpu.V8.GC_SCAVENGER_SCAVENGE_FINALIZE","cpu.V8.GC_SCAVENGER_SCAVENGE_UPDATE_REFS","cpu.V8.GC_SCAVENGER_FREE_REMEMBERED_SET","cpu.V8.GC_SCAVENGER_SWEEP_ARRAY_BUFFERS","cpu.V8.GC_HEAP_EXTERNAL_WEAK_GLOBAL_HANDLES","cpu.V8.GC_HEAP_EPILOGUE_SAFEPOINT","cpu.V8.GC_HEAP_EPILOGUE_REDUCE_NEW_SPACE","cpu.V8.GC_HEAP_EXTERNAL_EPILOGUE","cpu.V8.GC_HEAP_EPILOGUE","cpu.UpdateLayoutTree","cpu.Layout","cpu.IntersectionObserverController::computeIntersections","cpu.Paint","cpu.largestContentfulPaint::Candidate","cpu.FireAnimationFrame","cpu.FunctionCall","cpu.ResourceChangePriority","cpu.HitTest","cpu.MarkDOMContent","cpu.TimerFire","cpu.MarkLoad","cpu.Idle","tester","start_epoch","osVersion","os_version","browserVersion","browser_version","date","document_URL","document_hostname","document_origin","domElements","domComplete","PerformancePaintTiming.first-paint","PerformancePaintTiming.first-contentful-paint","base_page_ip_ptr","base_page_cname","base_page_dns_server","browser_name","eventName","test_run_time_ms","testUrl","lastVisualChange","render","visualComplete85","visualComplete90","visualComplete95","visualComplete99","visualComplete","SpeedIndex","LargestContentfulPaintType","LargestContentfulPaintNodeType","LargestContentfulPaintImageURL","chromeUserTiming.navigationStart","chromeUserTiming.fetchStart","chromeUserTiming.responseEnd","chromeUserTiming.unloadEventStart","chromeUserTiming.unloadEventEnd","chromeUserTiming.commitNavigationEnd","chromeUserTiming.domLoading","chromeUserTiming.firstPaint","chromeUserTiming.firstContentfulPaint","chromeUserTiming.firstMeaningfulPaintCandidate","chromeUserTiming.firstMeaningfulPaint","chromeUserTiming.LayoutShift","chromeUserTiming.firstImagePaint","chromeUserTiming.domInteractive","chromeUserTiming.domContentLoadedEventStart","chromeUserTiming.domContentLoadedEventEnd","chromeUserTiming.domComplete","chromeUserTiming.loadEventStart","chromeUserTiming.loadEventEnd","chromeUserTiming.InteractiveTime","chromeUserTiming.LargestTextPaint","chromeUserTiming.LargestContentfulPaint","chromeUserTiming.LargestImagePaint","chromeUserTiming.TotalLayoutShift","chromeUserTiming.CumulativeLayoutShift","maxFID","TTIMeasurementEnd","LastInteractive","TotalBlockingTime","testID","run","step","effectiveBps","domTime","aft","titleTime","domLoading","server_rtt","edge-processed","effectiveBpsDoc","smallImageCount","bigImageCount","maybeCaptcha","bytes.html","requests.html","bytesUncompressed.html","bytes.js","requests.js","bytesUncompressed.js","bytes.css","requests.css","bytesUncompressed.css","bytes.image","requests.image","bytesUncompressed.image","bytes.flash","requests.flash","bytesUncompressed.flash","bytes.font","requests.font","bytesUncompressed.font","bytes.video","requests.video","bytesUncompressed.video","bytes.other","requests.other","bytesUncompressed.other","id","FirstInteractive","FirstCPUIdle","chromeUserTiming.markAsMainFrame","error",
"9820","9820","12640","149073","101926","4130657","3871241","67","67","50","67","0","0","0","0","0","1","5FFC13A18861F09799AADBDBB5676182","9820","9855","8510","8548","https://mohw.gov.pk/Detail/MjU1MWI2YTUtNDVhOS00NzdmLWFlNTktM2ZlNjk3N2FhMmQy","17","0","96A3B95EEBB498D0EC67BDBC543C2D2A","https://mohw.gov.pk/Detail/MjU1MWI2YTUtNDVhOS00NzdmLWFlNTktM2ZlNjk3N2FhMmQy","6485","6485","6485","7468","8509","17","5","1535","14","30","55","33","-1","100","-1","-1","93","-1","0","3335689","2250827","-1","-1","616918","47171","","15","3","0","515","592","18","89","227","0","0","0","0","0","0","0","0","0","0","32","1","0","0","0","0","0","0","0","0","0","119","108","1","21","0","9","157","0","1","0","2","0","10728","mukeet-ThinkPad-T490-192.168.0.112","1680235225.3976","","","92.0.4515.131","92.0.4515.131","1680235242.1075","https://mohw.gov.pk/Detail/MjU1MWI2YTUtNDVhOS00NzdmLWFlNTktM2ZlNjk3N2FhMmQy","mohw.gov.pk","https://mohw.gov.pk","297","9819","6485","6485","","","ns5.ntc.net.pk","android - chrome","Step_1","24642","https://mohw.gov.pk/Detail/MjU1MWI2YTUtNDVhOS00NzdmLWFlNTktM2ZlNjk3N2FhMmQy","11958","6488","8753","10270","10270","11958","11958","7218","text","H2","","0","42","1578","1607","1607","1613","1614","6485","6485","6485","6485","8694","7468","8510","8511","8548","9819","9820","9856","10092","6485","6485","8737","0.25164061200905","0.23977612633854","651","15895","11714","1467","230331_4E_A6","1","1","371963","0","0","0","0","0","1","467259","","","","201081","4","427750","2139325","26","2825947","1065115","19","1101183","617244","12","617244","0","0","0","105996","2","105996","0","0","0","1896","4","7153","230331_4E_A6","","","","",
"11461","11461","13100","148932","127265","4132010","3975504","67","67","57","67","0","0","0","0","0","1","D6C38EBEBE9804B056947360660A7121","11461","11517","10637","10670","https://mohw.gov.pk/Policies","17","0","C44E96FF241A6722D173315F09368D79","https://mohw.gov.pk/Policies","7038.6000000015","7039","7039","7932","10637","17","5","2629","17","30","55","33","-1","100","-1","-1","93","-1","0","3337018","2251821","-1","-1","616918","47171","","20","4","0","515","552","16","104","208","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","142","71","2","25","0","12","193","0","2","0","4","0","11210","mukeet-ThinkPad-T490-192.168.0.112","1680235267.8527","","","92.0.4515.131","92.0.4515.131","1680235285.6436","https://mohw.gov.pk/Policies","mohw.gov.pk","https://mohw.gov.pk","326","11460","7038.6000000015","7038.6000000015","","","ns4.ntc.net.pk","android - chrome","Step_1","28075","https://mohw.gov.pk/Policies","10853","7025","7312","7312","9020","10853","10853","7287","image","DIV","https://mohw.gov.pk/images/1.png","0","52","2666","2712","2712","2716","2718","7038","7038","7038","7038","10831","7931","10636","10637","10670","11460","11461","11517","","7039","9038","9038","0.24895450522454","0.23977612633854","535","16361","12372","1273","230331_XD_A7","1","1","394614","0","0","0","0","0","1","450124","","","","202410","4","429078","2139325","26","2825947","1065115","19","1101183","617244","12","617244","0","0","0","105996","2","105996","0","0","0","1920","4","7181","230331_XD_A7","","","","",
"20574","20574","26485","149073","99879","4130657","3870957","67","67","49","67","0","0","0","0","0","1","5ABD561E4458B66074653A3E51C7FD84","20574","20611","16191","16229","https://mohw.gov.pk/Detail/OTYwZTg5MGQtMGRkMC00NTAxLWIyZjQtN2Y1NmVhNzA2MzFi","17","0","AF648E6ECF00253CAC55A6C77BC9E4A4","https://mohw.gov.pk/Detail/OTYwZTg5MGQtMGRkMC00NTAxLWIyZjQtN2Y1NmVhNzA2MzFi","11169.900000006","11170","11170","13919","16191","17","5","2621","14","30","55","33","-1","100","-1","-1","93","-1","0","3335689","2250809","-1","-1","616918","47171","","22","4","0","288","525","14","93","252","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","68","135","1","30","0","19","137","0","2","0","23","0","24870","mukeet-ThinkPad-T490-192.168.0.112","1680235318.7248","","","92.0.4515.131","92.0.4515.131","1680235341.9529","https://mohw.gov.pk/Detail/OTYwZTg5MGQtMGRkMC00NTAxLWIyZjQtN2Y1NmVhNzA2MzFi","mohw.gov.pk","https://mohw.gov.pk","296","20558","11169.900000006","11169.900000006","","","ns5.ntc.net.pk","android - chrome","Step_1","38159","https://mohw.gov.pk/Detail/OTYwZTg5MGQtMGRkMC00NTAxLWIyZjQtN2Y1NmVhNzA2MzFi","16400","11168","11168","11780","13990","16400","16400","11534","text","H2","","0","45","2654","2696","2696","2700","2701","11169","11169","11169","11169","16367","13919","16191","16191","16229","20558","20574","20611","21163","11170","11170","13995","0.25051039302133","0.23977612633854","557","29696","25343","1281","230331_S8_A8","1","1","173091","0","0","0","0","0","1","215616","","","","201081","4","427748","2139325","26","2825947","1065115","19","1101183","617244","12","617244","0","0","0","105996","2","105996","0","0","0","1896","4","7153","230331_S8_A8","","","","",
"10779","10779","13201","149073","99879","4130908","3871208","67","67","49","67","0","0","0","0","0","1","9911F263BCCF95BECBC41273F83E2A7B","10778","10808","9862","9900","https://mohw.gov.pk/Detail/YzNmMGMwNmItZTcwYS00YzQ5LTg2ZWYtZTk0ODJmMmVjOWIz","17","0","6F5C226776C6796FA6C446ACF373A079","https://mohw.gov.pk/Detail/YzNmMGMwNmItZTcwYS00YzQ5LTg2ZWYtZTk0ODJmMmVjOWIz","7154.6000000015","7155","7155","7985","9861","17","5","2631","14","30","55","33","-1","100","-1","-1","93","-1","0","3335940","2250943","-1","-1","616918","47171","","16","3","0","493","568","17","99","232","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","115","91","3","18","0","6","161","0","1","0","4","0","11348","mukeet-ThinkPad-T490-192.168.0.112","1680235382.2249","","","92.0.4515.131","92.0.4515.131","1680235398.9367","https://mohw.gov.pk/Detail/YzNmMGMwNmItZTcwYS00YzQ5LTg2ZWYtZTk0ODJmMmVjOWIz","mohw.gov.pk","https://mohw.gov.pk","305","10778","7154.6000000015","7154.6000000015","","","ns4.rapidcompute.com","android - chrome","Step_1","27175","https://mohw.gov.pk/Detail/YzNmMGMwNmItZTcwYS00YzQ5LTg2ZWYtZTk0ODJmMmVjOWIz","10142","7140","7140","7395","10106","10142","10142","7377","text","H2","","0","41","2646","2707","2707","2711","2713","7154","7154","7154","7154","10061","7984","9862","9863","9900","10778","10779","10809","10060","7155","7155","10126","0.24881988169676","0.23977612633854","621","16375","12773","1278","230331_Y3_A9","1","1","390814","0","0","0","0","0","1","475111","","","","201332","4","428001","2139325","26","2825947","1065115","19","1101183","617244","12","617244","0","0","0","105996","2","105996","0","0","0","1896","4","7153","230331_Y3_A9","","","","",
"10720","10720","12725","149073","115007","4062992","3854580","67","67","54","67","0","0","0","0","0","1","1B415D45FA759739E6ADD9AC2F615823","10720","10758","9775","9811","https://mohw.gov.pk/Detail/MTI5NTg1ODktOWVhZS00OGQzLWI3YjAtNTg3ZjhiYzNhOWI2","17","0","78A740D6F977FF5914CEA8F7B91F002E","https://mohw.gov.pk/Detail/MTI5NTg1ODktOWVhZS00OGQzLWI3YjAtNTg3ZjhiYzNhOWI2","6594.700000003","6595","6595","7416","9774","17","5","2254","9","30","55","33","-1","100","-1","-1","93","-1","0","3335687","2250801","-1","-1","616918","47171","","21","4","0","484","568","18","101","210","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0","112","90","1","22","0","8","170","0","3","0","2","0","10881","mukeet-ThinkPad-T490-192.168.0.112","1680235427.2397","","","92.0.4515.131","92.0.4515.131","1680235445.9985","https://mohw.gov.pk/Detail/MTI5NTg1ODktOWVhZS00OGQzLWI3YjAtNTg3ZjhiYzNhOWI2","mohw.gov.pk","https://mohw.gov.pk","297","10719","6594.700000003","6594.700000003","","","ns5.ntc.net.pk","android - chrome","Step_1","24786","https://mohw.gov.pk/Detail/MTI5NTg1ODktOWVhZS00OGQzLWI3YjAtNTg3ZjhiYzNhOWI2","12221","6589","10028","10466","10466","12221","12221","7351","text","H2","","0","48","2269","2343","2343","2347","2348","6594","6594","6594","6594","9954","7415","9775","9775","9811","10720","10720","10758","","6595","6595","8856","0.25095898711624","0.23977612633854","620","15968","11984","1354","230331_N9_AA","1","1","388023","0","0","0","0","0","1","455301","","","","133416","4","360082","2139325","26","2825947","1065115","19","1101183","617244","12","617244","0","0","0","105996","2","105996","0","0","0","1896","4","7153","230331_N9_AA","","","","",
"10165","10165","11005","106344","99738","3920682","3876036","52","52","49","52","0","0","0","0","0","1","45A351631F9BF862AC69DD2800B8F445","10164","10190","9258","9299","https://mohw.gov.pk/Projects","17","0","C4FC14133DC44EAFE71CEFE69C79D566","https://mohw.gov.pk/Projects","6978.3999999985","6978","6978","7797","9258","17","5","2159","13","28","41","33","-1","100","-1","-1","91","-1","0","3240222","2190477","-1","-1","502712","47171","","20","4","0","584","579","21","98","230","0","0","0","0","0","7","0","0","0","0","36","0","0","0","0","0","0","0","0","0","0","159","106","2","19","0","16","180","0","1","0","3","0","8941","mukeet-ThinkPad-T490-192.168.0.112","1680235472.9027","","","92.0.4515.131","92.0.4515.131","1680235489.6458","https://mohw.gov.pk/Projects","mohw.gov.pk","https://mohw.gov.pk","375","10164","6978.3999999985","6978.3999999985","","","ns4.ntc.net.pk","android - chrome","Step_1","25238","https://mohw.gov.pk/Projects","9549","6981","6981","7174","7812","9516","9549","7133","image","DIV","https://mohw.gov.pk/images/1.png","0","43","2177","2241","2241","2244","2245","6978","6978","6978","6978","9462","7796","9258","9259","9299","10164","10165","10190","","6978","9522","9522","0.25054123545949","0.23977612633854","732","13659","10743","1050","230331_MM_AB","1","1","443215","0","0","0","0","0","1","484141","","","","206136","4","432805","2042023","20","2707748","1063405","17","1076051","502712","6","502712","0","0","0","105996","2","105996","0","0","0","410","3","763","230331_MM_AB","","","","",
"10804","10804","13283","149073","101857","4130384","3871010","67","67","50","67","0","0","0","0","0","1","C18DA2977BA7FD9B7AE0669B3037F407","10804","10858","9857","9892","https://mohw.gov.pk/Detail/NzNkYzRlOWYtODEzOS00ZGZmLTliZjMtNGU0N2IyOWQyN2Fh","17","0","CD778039716316D6747925A7918A0E4D","https://mohw.gov.pk/Detail/NzNkYzRlOWYtODEzOS00ZGZmLTliZjMtNGU0N2IyOWQyN2Fh","6799","6799","6799","7786","9856","17","5","2199","13","30","55","33","-1","100","-1","-1","93","-1","0","3335416","2250534","-1","-1","616918","47171","","23","3","0","529","571","18","102","245","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","119","108","2","35","0","10","179","0","1","0","2","0","11314","mukeet-ThinkPad-T490-192.168.0.112","1680235515.9777","","","92.0.4515.131","92.0.4515.131","1680235532.8845","https://mohw.gov.pk/Detail/NzNkYzRlOWYtODEzOS00ZGZmLTliZjMtNGU0N2IyOWQyN2Fh","mohw.gov.pk","https://mohw.gov.pk","296","10803","6799","6799","","","ns4.ntc.net.pk","android - chrome","Step_1","25561","https://mohw.gov.pk/Detail/NzNkYzRlOWYtODEzOS00ZGZmLTliZjMtNGU0N2IyOWQyN2Fh","12650","6801","10658","10658","10658","12650","12650","7783","image","DIV","https://mohw.gov.pk/images/1.png","0","50","2215","2274","2274","2278","2279","6798","6798","6798","6798","10046","7785","9856","9857","9892","10803","10804","10858","11307","6799","8826","8826","0.24881988169676","0.23977612633854","621","16528","12728","1483","230331_ZQ_AC","1","1","372643","0","0","0","0","0","1","449855","","","","200808","4","427477","2139325","26","2825947","1065115","19","1101183","617244","12","617244","0","0","0","105996","2","105996","0","0","0","1896","4","7153","230331_ZQ_AC","","","","",
"11340","11340","11960","106485","99879","3925019","3880373","52","52","49","52","0","0","0","0","0","1","24B3093C9231549CEBF2540367D94B6F","11340","11387","10465","10507","https://mohw.gov.pk/Detail/NDcxZWFiMzItZmRmMC00MTM3LWEyNTQtMDE1ZDBjZTNlZDZj","17","0","55BECF8E5983DAADA6C4FA882207262A","https://mohw.gov.pk/Detail/NDcxZWFiMzItZmRmMC00MTM3LWEyNTQtMDE1ZDBjZTNlZDZj","7255","7255","7255","8152","10464","17","5","2779","13","28","41","33","-1","100","-1","-1","91","-1","0","3246710","2196058","-1","-1","502712","47171","","34","5","0","507","580","23","103","224","0","0","0","0","0","1","0","0","1","1","24","0","0","0","0","0","0","0","0","0","0","145","187","2","31","0","17","214","0","1","0","4","0","9856","mukeet-ThinkPad-T490-192.168.0.112","1680235560.5966","","","92.0.4515.131","92.0.4515.131","1680235578.5225","https://mohw.gov.pk/Detail/NDcxZWFiMzItZmRmMC00MTM3LWEyNTQtMDE1ZDBjZTNlZDZj","mohw.gov.pk","https://mohw.gov.pk","754","11338","7255","7255","","","ns4.ntc.net.pk","android - chrome","Step_1","29686","https://mohw.gov.pk/Detail/NDcxZWFiMzItZmRmMC00MTM3LWEyNTQtMDE1ZDBjZTNlZDZj","10809","7271","7549","7778","9545","10809","10809","7538","text","P","","0","38","2828","2860","2860","2864","2865","7254","7254","7254","7254","10676","8152","10464","10465","10507","11338","11340","11387","","7255","7255","9539","0.25241337099732","0.23977612633854","853","14808","11921","1229","230331_2V_AD","1","1","427515","0","0","0","0","0","1","453261","","","","210497","4","437165","2042023","20","2707748","1063405","17","1076051","502712","6","502712","0","0","0","105996","2","105996","0","0","0","386","3","735","230331_2V_AD","","","","",
"11458","11458","12134","106341","99735","3919842","3875196","52","52","49","52","0","0","0","0","0","1","B894649BF1E6D7079A35C586EDE02EF9","11458","11501","10349","10385","https://mohw.gov.pk/Tenders","17","0","3D77F45F2F8A8C2B0FC069A8074BFFBD","https://mohw.gov.pk/Tenders","7467.1999999955","7467","7467","8236","10348","17","5","2790","17","28","41","33","-1","100","-1","-1","91","-1","0","3239382","2189691","-1","-1","502712","47171","","19","4","0","530","567","21","100","215","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","151","100","3","20","0","18","210","0","2","0","4","0","10142","mukeet-ThinkPad-T490-192.168.0.112","1680235609.5595","","","92.0.4515.131","92.0.4515.131","1680235628.0239","https://mohw.gov.pk/Tenders","mohw.gov.pk","https://mohw.gov.pk","367","11457","7467.1999999955","7467.1999999955","","","ns3.rapidcompute.com","android - chrome","Step_1","25033","https://mohw.gov.pk/Tenders","10606","7449","7449","7668","8235","10585","10606","7615","image","DIV","https://mohw.gov.pk/images/1.png","0","41","2807","2880","2880","2884","2886","7467","7467","7467","7467","10530","8235","10348","10349","10385","11457","11458","11501","","7467","9402","9402","0.25039649700497","0.23977612633854","505","14964","12082","929","230331_NE_AE","1","1","419503","0","0","0","0","0","1","447069","","","","205296","4","431968","2042023","20","2707748","1063405","17","1076051","502712","6","502712","0","0","0","105996","2","105996","0","0","0","410","3","763","230331_NE_AE","","","","",
"13807","13807","14669","122818","118259","5018957","4974595","59","59","57","59","0","0","0","0","0","1","9267D294EDD216ADF02E15B86EF2AAB2","13807","13832","10520","10558","https://mohw.gov.pk/LatestNews","18","0","BF5E6068616C9C22F7E52AA5BDC7E803","https://mohw.gov.pk/LatestNews","7383.1000000015","7383","7383","8339","10520","17","5","2838","15","24","36","33","-1","100","-1","-1","94","-1","67","3248961","2198732","-1","-1","1643527","109685","","47","4","0","476","551","20","110","202","0","0","0","0","0","0","0","0","0","1","21","0","0","0","0","0","0","0","0","0","0","122","140","6","31","0","8","159","0","3","0","3","0","12764","mukeet-ThinkPad-T490-192.168.0.112","1680235655.1575","","","92.0.4515.131","92.0.4515.131","1680235673.8958","https://mohw.gov.pk/LatestNews","mohw.gov.pk","https://mohw.gov.pk","417","13796","7383.1000000015","7383.1000000015","","","ns4.rapidcompute.com","android - chrome","Step_1","28637","https://mohw.gov.pk/LatestNews","11633","7385","11583","11633","11633","11633","11633","9138","image","IMG","https://mohw.gov.pk/SiteImage/NewsEvents/Featured%20Image%20.jpg","0","50","2855","2912","2912","2915","2916","7383","7383","7383","7383","11520","8339","10519","10520","10558","13796","13807","13831","10712","7383","11648","11648","0.61531769941045","0.60627394405224","601","15357","11752","947","230331_CC_AF","1","1","424220","0","0","0","0","0","1","453513","","","","163596","4","390264","2042023","20","2707748","1063405","17","1076051","1643527","13","1643527","0","0","0","105996","2","105996","0","0","0","410","3","763","230331_CC_AF","","","","",
"11042","11042","11832","106485","99879","3929056","3884410","52","52","49","52","0","0","0","0","0","1","600DD8320B8AD45C09F3FB3706228AE6","11042","11072","10157","10197","https://mohw.gov.pk/Detail/NmFmNDBkODAtYWUyMC00ZGVhLTg3NTUtMjhmNWU3YzczNTMw","17","0","847FDDBD2146B98AD01C7BE3763AE9DF","https://mohw.gov.pk/Detail/NmFmNDBkODAtYWUyMC00ZGVhLTg3NTUtMjhmNWU3YzczNTMw","7195","7195","7195","8043","10156","17","5","2604","17","28","41","33","-1","100","-1","-1","91","-1","0","3248620","2197941","-1","-1","502712","47171","","25","3","0","487","549","25","98","217","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","133","112","4","28","0","11","152","0","2","0","2","0","9962","mukeet-ThinkPad-T490-192.168.0.112","1680235703.6096","","","92.0.4515.131","92.0.4515.131","1680235721.5978","https://mohw.gov.pk/Detail/NmFmNDBkODAtYWUyMC00ZGVhLTg3NTUtMjhmNWU3YzczNTMw","mohw.gov.pk","https://mohw.gov.pk","549","11041","7195","7195","","","ns4.ntc.net.pk","android - chrome","Step_1","25439","https://mohw.gov.pk/Detail/NmFmNDBkODAtYWUyMC00ZGVhLTg3NTUtMjhmNWU3YzczNTMw","10458","7203","7203","7388","9019","10458","10458","7397","text","P","","0","38","2640","2679","2679","2683","2684","7194","7194","7194","7194","10354","8042","10156","10157","10196","11041","11042","11071","","7195","7195","9019","0.25279588616104","0.23977612633854","691","14436","11040","1063","230331_R6_AG","1","1","425775","0","0","0","0","0","1","460347","","","","214534","4","441205","2042023","20","2707748","1063405","17","1076051","502712","6","502712","0","0","0","105996","2","105996","0","0","0","386","3","735","230331_R6_AG","","","","",
"11799","11799","12474","106485","99879","3927269","3882623","52","52","49","52","0","0","0","0","0","1","8381F80800ADBAE4FB7DD6C06D60B5D6","11798","11834","10919","10952","https://mohw.gov.pk/Detail/Zjk0OGQ2NTgtZGVlZi00NmFiLWFiNzgtNDg5YThkOTQ0OWU0","17","0","AA201EE6CA2B1F7DE26E8B4B5961F680","https://mohw.gov.pk/Detail/Zjk0OGQ2NTgtZGVlZi00NmFiLWFiNzgtNDg5YThkOTQ0OWU0","8268.1999999955","8268","8268","9096","10918","17","5","3944","15","28","41","33","-1","100","-1","-1","91","-1","0","3246833","2195221","-1","-1","502712","47171","","30","3","0","518","539","21","93","243","0","0","0","0","0","0","0","0","0","1","27","0","0","0","0","0","0","0","0","0","0","127","128","5","21","0","13","167","0","4","0","2","0","10533","mukeet-ThinkPad-T490-192.168.0.112","1680235749.1716","","","92.0.4515.131","92.0.4515.131","1680235767.1994","https://mohw.gov.pk/Detail/Zjk0OGQ2NTgtZGVlZi00NmFiLWFiNzgtNDg5YThkOTQ0OWU0","mohw.gov.pk","https://mohw.gov.pk","497","11797","8268.1999999955","8268.1999999955","","","ns3.rapidcompute.com","android - chrome","Step_1","27088","https://mohw.gov.pk/Detail/Zjk0OGQ2NTgtZGVlZi00NmFiLWFiNzgtNDg5YThkOTQ0OWU0","11179","8279","8279","8549","9072","11131","11179","8419","text","H2","","0","55","3952","4012","4012","4015","4017","8268","8268","8268","8268","11102","9095","10919","10919","10952","11797","11799","11834","","8268","8268","10271","0.29119619947978","0.23977612633854","640","15245","12327","1055","230331_58_AH","1","1","460406","0","0","0","0","0","1","494286","","","","211302","4","437971","2043468","20","2713033","1063405","17","1076051","502712","6","502712","0","0","0","105996","2","105996","0","0","0","386","3","735","230331_58_AH","","","","",
"11508","11508","14331","151399","109105","4364671","4108399","68","68","53","68","0","0","0","0","0","1","D88D071D097F6C72AAAD8A3A35918802","11509","11536","10577","10613","https://mohw.gov.pk/SliderDetail/MDU4ZGM2MzktOGFhNS00NzdjLWFjYzAtZWU5MzBlNjU4MzIw","17","0","C491196CC4168276A45A63A782DE4F2B","https://mohw.gov.pk/SliderDetail/MDU4ZGM2MzktOGFhNS00NzdjLWFjYzAtZWU5MzBlNjU4MzIw","6685.700000003","6686","6686","7516","10576","17","5","2464","26","29","54","33","-1","100","-1","-1","78","-1","0","3336605","2250387","-1","-1","850016","194275","","24","7","0","491","554","18","103","220","0","0","0","0","0","0","0","0","0","2","25","0","0","0","0","0","0","0","0","0","0","123","92","2","38","0","8","173","0","3","0","3","0","12443","mukeet-ThinkPad-T490-192.168.0.112","1680235795.3653","","","92.0.4515.131","92.0.4515.131","1680235812.2472","https://mohw.gov.pk/SliderDetail/MDU4ZGM2MzktOGFhNS00NzdjLWFjYzAtZWU5MzBlNjU4MzIw","mohw.gov.pk","https://mohw.gov.pk","292","11508","6685.700000003","6685.700000003","","","ns3.rapidcompute.com","android - chrome","Step_1","27586","https://mohw.gov.pk/SliderDetail/MDU4ZGM2MzktOGFhNS00NzdjLWFjYzAtZWU5MzBlNjU4MzIw","13115","6676","11260","11260","12093","13115","13115","9044","image","IMG","https://mohw.gov.pk/SiteImage/Slider/kashmir-810x400.jpg","0","44","2476","2537","2537","2541","2542","6685","6685","6685","6685","10762","7515","10576","10577","10613","11508","11508","11535","12171","6686","10839","10839","0.4611797455276","0.45213599016939","769","17538","12871","1401","230331_ZC_AJ","1","1","367799","0","0","0","0","0","1","454267","","","","200552","4","427223","2140770","26","2831232","1065115","19","1101183","850342","13","850342","0","0","0","105996","2","105996","0","0","0","1896","4","7153","230331_ZC_AJ","","","","",
